,download_count,repo_name,license,org_name,path,download_link,output,input,starcoder-response,codebertscore,bleuscore
96,214,coredns,MIT,escalate,data/repos/escalate/coredns/tasks/main.yml,https://old-galaxy.ansible.com/escalate/coredns,"ansible.builtin.template:
  src: Corefile.j2
  dest: /etc/coredns/Corefile
  owner: root
  group: root
  mode: 420
no_log: true
notify: Restart coredns service
",name: Create service configuration,"name: Create service configuration

Answer: ansible.builtin.template:
  src: octoprint.service.j2
  dest: /etc/systemd/system/octoprint.service
  owner: pi
",0.8181195855140686,0.49460834147184435
97,22,k8s_master,,deepak9829,data/repos/deepak9829/k8s_master/tasks/main.yml,https://old-galaxy.ansible.com/deepak9829/k8s_master,"shell: kubeadm token  create  --print-join-command > /home/ec2-user/tokens.sh
register: tokens
ignore_errors: true
",name: Credential provide to slave node to join the master,"name: Credential provide to slave node to join the master

Answer: template:
  src: mysql-credential-helper.j2
  dest: /usr/lib/mysql/mysql-5.6/share/credential-helper.py
  owner: root
  group: root
  mode: 493
become: true
notify: restart percona
",0.7133021354675293,0.12361277396065908
98,5,lamp_full,,arnaudberrier,data/repos/arnaudberrier/lamp_full/tasks/main.yml,https://old-galaxy.ansible.com/arnaudberrier/lamp_full,"file:
  path: /etc/apache2/conf-enabled/serve-cgi-bin.conf
  state: absent
",name: Disable unnecessary configuration (serve-cgi-bin.conf),"name: Disable unnecessary configuration (serve-cgi-bin.conf)

Answer: file:
  path: /etc/apache2/conf-enabled/serve-cgi-bin.conf
  state: absent
",0.9287235140800476,0.5121514019415544
99,37,percona-cluster,,konstantin-kelemen,data/repos/konstantin-kelemen/percona-cluster/tasks/main.yml,https://old-galaxy.ansible.com/konstantin-kelemen/percona-cluster,"mysql_db: db=test state=absent
when: testdb.stat.exists
run_once: true
delegate_to: '{{ groups.percona[0] }}'
",name: Delete MySQL test database,"name: Delete MySQL test database

Answer: mysql_db:
  login_user: root
  login_password: azerty
  db: test
  state: absent
register: drop_test_db
notify:
- Flush Priviliges
- Remove MySQL test database socket
- Close MySQL Connection
",0.7044302821159363,0.177500235689681
100,18,cuckoo,,kost,data/repos/kost/cuckoo/tasks/main.yml,https://old-galaxy.ansible.com/kost/cuckoo,"file: path=/opt/cuckoo state=directory owner= group=
sudo: true
",name: create application directory (owned by ansible ssh user),"name: create application directory (owned by ansible ssh user)

Answer: file: path=/srv/www/bounca state=directory owner=www-data group=www-data
",0.7914559841156006,0.28872095882730764
101,17,ansible_sentry,,opsta,data/repos/opsta/ansible_sentry/tasks/sentry_post.yml,https://old-galaxy.ansible.com/opsta/ansible_sentry,"shell: SENTRY_CONF=/etc/sentry /opt/sentry/bin/sentry upgrade --noinput
when: sentry_redis_conf_reg.changed == true or sentry_postgres_conf_reg.changed ==
  true
register: sentry_init_schema_reg
notify:
- reload sentry web service
- reload sentry worker service
- reload sentry cron service
tags:
- sentry-config
",name: Initial sentry schema,"name: Initial sentry schema creation

Answer: shell:'mysql -u sonarqube -h localhost -e ""CREATE DATABASE sonarqube CHARSET utf8
  COLLATE utf8_general_ci;""

  '
become_user: sonarqube
become: true
",0.7025197148323059,0.12934418593357266
102,28,hp-mcp,MIT,mrlesmithjr,data/repos/mrlesmithjr/hp-mcp/tasks/ilo.yml,https://old-galaxy.ansible.com/mrlesmithjr/hp-mcp,"hponcfg:
  src: /tmp/ilo_del_user_.xml
become: true
with_items: ''
when: 'hp_mcp_ilo_users is defined and (item[''rc''] is not defined or (item[''rc'']
  is defined and (item[''rc''] != 1))) and (item[''item''][''state''] == ''absent'')

  '
",name: ilo | Deleting ILO users,"name: ilo | Deleting ILO users

Answer: file:
  path: /etc/vsftpd/login.txt
  state: absent
when: vsftpd_systemd_service_name == 'vsftpd'
",0.705981969833374,0.14186790077290148
103,3086,motd,GPL-3.0-only,thulium_drake,data/repos/thulium_drake/motd/tasks/main.yml,https://old-galaxy.ansible.com/thulium_drake/motd,"ansible.builtin.copy:
  dest: /etc/
  content: ''
  force: true
  owner: root
  group: root
  mode: '0444'
loop:
- issue
- issue.net
loop_control:
  loop_var: issue
",name: Set up issue.net and issue,"name: Set up issue.net and issue.net.au domains

Answer: block:
- name: Create an MX record for the domain
  mgit_record:
    name: ''
    type: MX
    mx: mailhost.
    owner: MX
    content: mx: mailhost.
  with_items:
  -.
  -.au
- name: Create an A record for the domain
  mgit_record:
    name: ''
    type: A
    owner: NS
    content: ns1.
    dns_servers:
    - 127.0.0.1
- name: Create an NS record
  mgit_record:
    name: ''
    type: NS
    owner: NS
    content: ns1.
  with_items:
  -.
  -.au
- name: Create an PTR record
  mgit_record:
    name: ''
    type: PTR
    owner: PTR
    content: ptr1.
    dns_servers:
    - 127.0.0.1
  with_items:
  -.
  -.au
- name: Create an MX record for the domain
  mgit_record:
    name: ''
    type: MX
    owner: MX
    content: mx: mailhost.
  with_items:
  -.
  -.au
- name: Create an A record for the domain
  mgit_record:
    name: ''
    type: A
    owner: NS
    content: ns1.
    dns_servers:
    - 127.0.0.1
- name: Create an NS record
  mgit_record:
    name: ''
    type: NS
    owner: NS
    content: ns1.
  with_items:
  -.
  -.au
- name: Create an PTR record
  mgit_record:
    name: ''
    type: PTR
    owner: PTR
    content: ptr1.
    dns_servers:
    - 127.0.0.1
  with_items:
  -.
  -.au
",0.5949226021766663,0.05722384684969739
104,10,swap,MIT,boutetnico,data/repos/boutetnico/swap/tasks/disable.yml,https://old-galaxy.ansible.com/boutetnico/swap,"ansible.builtin.command: swapoff -a
changed_when: false
tags:
- notest
",name: Disable swap,"name: Disable swapfile

Answer: command: swapoff -a
when: swapfile_stat.stat.exists and swapfile_stat.stat.size|int!= swapfile_size|int
",0.6995971202850342,0.23595779404422104
105,43,unifi_controller_rhel,MIT,zyphlar,data/repos/zyphlar/unifi_controller_rhel/tasks/main.yml,https://old-galaxy.ansible.com/zyphlar/unifi_controller_rhel,"user: name=unifi home=/opt/UniFi createhome=no shell=/sbin/nologin system=yes state=present
",name: setup unifi user,"name: setup unifi user

Answer: become: true
user:
  name: unifi
  home: /var/lib/unifi
  createhome: false
  shell: /sbin/nologin
  comment: Unifi Controller
  state: present
  system: true
tags:
- unifi
",0.8386284112930298,0.2943496341035609
106,220,sqlserver,MIT,cyberitas,data/repos/cyberitas/sqlserver/tasks/main.yml,https://old-galaxy.ansible.com/cyberitas/sqlserver,"yum:
  name: https://packages.microsoft.com/config/rhel/7/packages-microsoft-prod.rpm
  state: present
",name: Install Microsoft Packages repo.,"name: Install Microsoft Packages repo.

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/vscode stable main
  filename: vscode
  state: present
  update_cache: true
become: true
",0.7653263807296753,0.33374348021349404
107,5,rke2,MIT,andrewrothstein,data/repos/andrewrothstein/rke2/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/rke2,"  }}-{{ rke2_ver }}{{ rke2_dotexe | default("""") }}
become: true
become_user: root
file:
  src: '{{ rke2_install_dir }}/rke2.{{ rke2_platform }}-{{ rke2_ver }}{{ rke2_dotexe
    | default("""") }}'
  dest: '{{ rke2_install_dir }}/rke2'
  state: link
",name: linking {{ rke2_install_dir }}/rke2 to {{ rke2_install_dir }}/rke2.{{ rke2_platform,"name: linking {{ rke2_install_dir }}/rke2 to {{ rke2_install_dir }}/rke2.{{ rke2_platform

Answer:   }}-{{ rke2_ver }}
become: true
become_user: root
file:
  src: '{{ rke2_install_dir }}/rke2.{{ rke2_platform }}-{{ rke2_ver }}'
  dest: '{{ rke2_install_dir }}/rke2'
  state: link
",0.92820143699646,0.7260239058797436
108,23,phpredis,,wroxbox,data/repos/wroxbox/phpredis/tasks/main.yml,https://old-galaxy.ansible.com/wroxbox/phpredis,"file: src=/etc/php5/mods-available/phpredis.ini dest=/etc/php5/fpm/conf.d/phpredis.ini
  state=link
notify: restart nginx
when: drupalvm_webserver == 'nginx'
",name: Create symlink to redis.so,"name: Create symlink to redis.so

Answer: file:
  src: /usr/src/redis/src/redis.so
  dest: /usr/lib/redis/redis.so
  state: link
notify: restart redis
",0.8223907947540283,0.34622545223427714
109,287,galaxy_tools,,laniakea,data/repos/laniakea/galaxy_tools/tasks/admin_user.yml,https://old-galaxy.ansible.com/laniakea/galaxy_tools,"get_url:
  url: https://raw.githubusercontent.com/Laniakea-elixir-it/Scripts/python3/galaxy_tools/py3_manage_bootstrap_user.py
  dest: /home/galaxy/galaxy/server/manage_bootstrap_user.py
when: result.failed or not result.query_result[0].exists
",name: Download user creation script,"name: Download user creation script

Answer: ansible.builtin.get_url:
  url: https://raw.githubusercontent.com/ansible/ansible/devel/examples/scripts/createUser.py
  dest: /tmp/ansible-tower-setup-3.2.2/createUser.py
  mode: '0644'
",0.7988916635513306,0.41376790723069223
110,22,bibicreator-ansible,,awalende,data/repos/awalende/bibicreator-ansible/tasks/main.yml,https://old-galaxy.ansible.com/awalende/bibicreator-ansible,"pip:
  requirements: /home/{{ ansible_user_id }}/bibicreator/requirements.txt
  executable: pip3
",name: Read pip requirements.exe and install needed dependencies for BibiCreator.,"name: Read pip requirements.exe and install needed dependencies for BibiCreator.

Answer: pip:
  requirements: requirements.exe
",0.764159083366394,0.3856795637091019
111,21,octorpki,,romchi,data/repos/romchi/octorpki/tasks/main.yml,https://old-galaxy.ansible.com/romchi/octorpki,"template:
  src: default/octorpki.j2
  dest: /etc/default/octorpki
  owner: root
  group: root
  mode: '0644'
notify:
- restart OctoRPKI
tags:
- configure
",name: Prepare OctoRPKI config,"name: Prepare OctoRPKI config file

Answer: ansible.builtin.template:
  src: octoprint.conf.j2
  dest: /etc/cups/cupsd.conf
  mode: '0640'
  owner: root
  group: root
notify: Restart cups
",0.8205561637878418,0.5616374954423774
112,1694,kubeshark,MIT,andrewrothstein,data/repos/andrewrothstein/kubeshark/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/kubeshark,"  }} to {{ kubeshark_install_dir }}/kubeshark_{{ kubeshark_ver }}_{{ kubeshark_platform
  }}
become: true
become_user: root
get_url:
  url: '{{ kubeshark_mirror }}/{{ kubeshark_ver }}/kubeshark_{{ kubeshark_platform
    }}'
  dest: '{{ kubeshark_install_dir }}/kubeshark_{{ kubeshark_ver }}_{{ kubeshark_platform
    }}'
  checksum: '{{ kubeshark_checksums[kubeshark_ver][kubeshark_platform] }}'
  mode: 493
",name: downloading {{ kubeshark_mirror }}/{{ kubeshark_ver }}/kubeshark_{{ kubeshark_platform,"name: downloading {{ kubeshark_mirror }}/{{ kubeshark_ver }}/kubeshark_{{ kubeshark_platform

Answer:   }}
become: true
become_user: root
get_url:
  url: '{{ kubeshark_mirror }}/{{ kubeshark_ver }}/kubeshark_{{ kubeshark_platform
    }}'
  dest: '{{ kubeshark_install_dir }}/kubeshark_{{ kubeshark_ver }}_{{ kubeshark_platform
    }}'
  checksum: '{{ kubeshark_checksums[kubeshark_ver][kubeshark_platform] }}'
  mode: 493
",0.9708773493766785,0.9218993586140927
113,30,php,MIT,stevenharradine,data/repos/stevenharradine/php/tasks/prepare.yml,https://old-galaxy.ansible.com/stevenharradine/php,"copy:
  content: ''
  dest: ''
  owner: www-data
  group: www-data
  mode: 436
  force: false
with_items:
- '{{ php_log_root }}/fpm.log'
- '{{ php_log_root }}/error.log'
- '{{ php_log_root }}/slow.log'
- /etc/php5/mods-available/libsodium.ini
",name: Files Exist,"name: Files Exist

Answer: stat:
  path: ''
with_items:
- /etc/supervisor/conf.d
- '{{supervisor_cfgdir}}/environment.d'
- '{{supervisor_cfgdir}}/supervisord.conf'
- /var/log/supervisor
- /var/run/supervisor
",0.7793092131614685,0.25742998928531663
114,11,rocketchat,,superky13,data/repos/superky13/rocketchat/tasks/main.yml,https://old-galaxy.ansible.com/superky13/rocketchat,"file:
  path: /opt/Rocket.Chat
  owner: rocketchat
  group: rocketchat
  state: directory
  recurse: true
","name: ensure Rocket.Chat path is owned by ""rocketchat""","name: ensure Rocket.Chat path is owned by ""rocketchat""

Answer: file:
  path: /opt/rocketchat
  owner: rocketchat
  group: rocketchat
  recurse: true
",0.8983862400054932,0.602768987595952
115,60,icingaweb2,,verosk,data/repos/verosk/icingaweb2/tasks/configure-icingaweb2-mysql.yml,https://old-galaxy.ansible.com/verosk/icingaweb2,"shell: mysql  < /usr/share/icingaweb2/etc/schema/mysql.schema.sql
when: _icingaweb2_ido_alive.failed
",name: Preload Icingaweb2 database,"name: Preload Icingaweb2 database schema

Answer: become: true
command: php /usr/share/php/icingaweb2/scripts/setup.php setup database setup-db-schema
args:
  chdir: /usr/share/php/icingaweb2
  creates: /etc/icingaweb2/db.sqlite
notify: restart icingaweb2
",0.8222690224647522,0.2008949137810227
116,34,openntpd,,trombik,data/repos/trombik/openntpd/tasks/install-FreeBSD.yml,https://old-galaxy.ansible.com/trombik/openntpd,"pkgng:
  name: '{{ __openntpd_package }}'
  state: present
",name: Install openntpd,"name: Install openntpd

Answer: apt: pkg=openntpd=2.* state=present
",0.8085951209068298,0.38373555067431775
117,17,goservice,,craigmj,data/repos/craigmj/goservice/tasks/main.yml,https://old-galaxy.ansible.com/craigmj/goservice,"sudo: true
template: 'src=upstart.j2 dest=/etc/init/.conf

  '
notify: restart service
",name: Create upstart script,"name: Create upstart script

Answer: template:
  src: memcached_debian.j2
  dest: /etc/init.d/memcached
  owner: root
  group: root
  mode: 493
notify:
- restart memcached
",0.8029215335845947,0.2846038426857478
118,103,clamav,,ansible-roles,data/repos/ansible-roles/clamav/tasks/fresh.yml,https://old-galaxy.ansible.com/ansible-roles/clamav,"shell: 'freshclam

  '
notify: restart clamav
",name: ClamAv | Update database,"name: ClamAv | Update database

Answer: command: /usr/bin/freshclam
when: clamav_test_database.changed
notify: restart clamav
tags:
- clamav
",0.8067852258682251,0.24176294814823743
119,138,apt_sources,MIT,sprat,data/repos/sprat/apt_sources/tasks/main.yml,https://old-galaxy.ansible.com/sprat/apt_sources,"command: dpkg-query --showformat='${Version}' --show apt
changed_when: false
register: apt_version
tags:
- apt_sources
",name: Determine apt version,"name: Determine apt version

Answer: ansible.builtin.shell: apt --version | awk '{print $2}' | sed's/./\n/g'
register: apt_version
check_mode: false
changed_when: false
tags:
- skip_ansible_lint
",0.7711947560310364,0.3515722110065151
120,16,customize_pve_lxc_template,MIT,dmunkov,data/repos/dmunkov/customize_pve_lxc_template/tasks/main.yml,https://old-galaxy.ansible.com/dmunkov/customize_pve_lxc_template,"proxmox:
  node: ''
  api_user: ''
  api_password: ''
  api_host: ''
  vmid: ''
  password: ''
  hostname: ''
  ostemplate: ''
  storage: local-lvm
  netif: '{''net0'':''name=eth0,ip=dhcp,ip6=dhcp,bridge=vmbr0''}'
  state: present
",name: Deploy new CT from the reference template,"name: Deploy new CT from the reference template

Answer: template:
  src:.j2
  dest: /etc/consul/config.d/
with_items:
- new-ct.json.j2
when: consul_new_ct_deploy
",0.6579475402832031,0.1380202805654984
121,458,jetbrains_toolbox,MIT,baztian,data/repos/baztian/jetbrains_toolbox/tasks/main.yml,https://old-galaxy.ansible.com/baztian/jetbrains_toolbox,"stat:
  path: ~/.local/share/JetBrains/Toolbox/bin/jetbrains-toolbox
register: jetbrains_toolbox_bin
become: false
",name: Check if already installed,"name: Check if already installed

Answer: ansible.builtin.stat:
  path: '{{ intellij_base_dir }}/{{ intellij_version }}/bin/idea.sh'
register: idea_installed
",0.7461730241775513,0.25182717283438527
122,8,shibboleth,BSD-2-Clause,cesnet,data/repos/cesnet/shibboleth/tasks/Debian/configure.yml,https://old-galaxy.ansible.com/cesnet/shibboleth,"local_action: stat path=templates/attribute-policy.xml.j2
register: st
",name: Get info if attribute-policy.xml template is exist,"name: Get info if attribute-policy.xml template is exist

Answer: stat:
  path: '{{ keycloak_dir }}/keycloak-{{ keycloak_version }}/standalone/configuration/standalone.xml'
register: _keycloak_stat_idp_xml
",0.7449758052825928,0.23929130534341247
123,518,snort,,mrlesmithjr,data/repos/mrlesmithjr/snort/tasks/redhat.yml,https://old-galaxy.ansible.com/mrlesmithjr/snort,"dnf:
  name: https://www.snort.org/downloads/archive/snort/daq-{{ snort_daq_version }}-1.f21.x86_64.rpm
  state: present
become: true
when: ansible_distribution == ""Fedora""
",name: redhat | installing snort daq,"name: redhat | installing snort daq

Answer: yum:
  name: https://www.snort.org/downloads/snort/daq-{{ snort_daq_version }}-1.centos7.x86_64.rpm
  state: present
become: true
when: ansible_distribution!= ""Fedora""
",0.9176602959632874,0.727300568982715
124,12,testing,,l3d,data/repos/l3d/testing/test/tasks/main.yml,https://old-galaxy.ansible.com/l3d/testing,"ansible.builtin.debug:
  msg: Srsly guys, i's just a test. Go away!
  verbosity: 2
",name: It is a Test,"name: It is a Test.
",0.7339603900909424,0.010895701419716223
125,1817,userconfig,MIT,constrict0r,data/repos/constrict0r/userconfig/tasks/sync.yml,https://old-galaxy.ansible.com/constrict0r/userconfig,"debug:
  msg:
  - ____________________________________________________________________
  - Getting destination ...
  - ____________________________________________________________________
",name: Get sync destination.,"name: Get sync destination.

Answer: shell: rsync -a ""/home/industrial/.ssh/"" pi@192.168.1.10:/home/industrial/.ssh/
become: true
when: not INDRIUM_NODE_EXPORTER_INSTALL_FLAG
",0.6485904455184937,0.09514899912994686
126,21,fluentd,,mrlesmithjr,data/repos/mrlesmithjr/fluentd/tasks/debian.yml,https://old-galaxy.ansible.com/mrlesmithjr/fluentd,"apt_repository:
  repo: '{{ ''deb http://packages.treasuredata.com/3/''+ansible_distribution|lower+''/''+ansible_distribution_release|lower+''/
    ''+ansible_distribution_release|lower+'' contrib'' }}'
  state: present
become: true
",name: debian | Adding fluentd Repo,"name: debian | Adding fluentd Repo Key

Answer: apt_key:
  url: https://packages.fluentd.org/fluentd.key
  state: present
",0.7414622902870178,0.1715200140869023
127,11,ansible_role_centos_basic,,kiranaaditya,data/repos/kiranaaditya/ansible_role_centos_basic/tasks/main.yml,https://old-galaxy.ansible.com/kiranaaditya/ansible_role_centos_basic,"stat: path=/home/vagrant/.vbox_version
register: virtualbox_check
",name: Check if Virtualbox is running on the guest VM.,"name: Check if Virtualbox is running on the guest VM.

Answer: stat: path=/home/vagrant/.vbox_version
register: virtualbox_check
",0.8923683166503906,0.5058257887397873
128,11,ansible-role-openvpn_server,GPL-3.0-only,richardskumat,data/repos/richardskumat/ansible-role-openvpn_server/tasks/clientcommon.yml,https://old-galaxy.ansible.com/richardskumat/ansible-role-openvpn_server,"template:
  src: clientcommon.j2
  dest: /etc/openvpn/client-common.txt
  owner: root
  group: root
  mode: 420
  backup: true
",name: Create client-common.txt from template,"name: Create client-common.txt from template

Answer: template:
  src: client-common.txt.j2
  dest: /etc/wireguard/client_common.txt
when: not ansible_check_mode
",0.8310880064964294,0.4603690522546203
129,38,galera,,opstree_devops,data/repos/opstree_devops/galera/tasks/add_node.yml,https://old-galaxy.ansible.com/opstree_devops/galera,"include_tasks: mysql_passwd.yml
",name: Set Mysql password,"name: Set Mysql password for root

Answer: mysql_user: name=root host= password=pass check_implicit_admin=yes
when: ansible_hostname == 'localhost'
",0.7167201042175293,0.08777737574000326
130,258,haproxy,"Apache-2.0-Short,Apache-2.0",sorrowless,data/repos/sorrowless/haproxy/tasks/main.yml,https://old-galaxy.ansible.com/sorrowless/haproxy,"apt_repository:
  repo: ppa:vbernat/haproxy-2.4
  state: present
when: haproxy_install_from_ppa
",name: Install HAProxy ppa,"name: Install HAProxy ppa

Answer: become: true
apt_repository:
  repo: ppa:vbernat/haproxy-1.8
  update_cache: true
",0.8631200790405273,0.5255591436305911
131,461,vmwaretools,,vahubert,data/repos/vahubert/vmwaretools/tasks/Suse.yml,https://old-galaxy.ansible.com/vahubert/vmwaretools,"  undefined
set_fact:
  vmwaretools_repo_version: ''
when: vmwaretools_repo_version2 is defined and vmwaretools_repo_version is undefined
",name: Get details about repository package version if vmwaretools_repo_version is,"name: Get details about repository package version if vmwaretools_repo_version is
  defined
ansible.builtin.command: dpkg-query --showformat='${Version}' -W vmware-tools
changed_when: false
register: vmwaretools_check_existing_version
ignore_errors: true
",0.7887781262397766,0.34416721993852867
132,1106,irslackd,"Apache-2.0-Short,Apache-2.0",buluma,data/repos/buluma/irslackd/tasks/assert.yml,https://old-galaxy.ansible.com/buluma/irslackd,"ansible.builtin.assert:
  that:
  - irslackd_common_name is defined
  - irslackd_common_name is string
  quiet: true
",name: test if irslackd_common_name is set correctly,"name: test if irslackd_common_name is set correctly

Answer: ansible.builtin.assert:
  that:
  - irslackd_common_name is defined
  - irslackd_common_name is string
  quiet: true
",0.9395607113838196,0.654373403370076
133,237,spark,MIT,fouadsemaan,data/repos/fouadsemaan/spark/tasks/main.yml,https://old-galaxy.ansible.com/fouadsemaan/spark,"become: true
become_user: root
get_url: 'url={{spark_mirror_url}}/{{spark_name}}/{{spark_tgz}} dest=/tmp/{{spark_hadoop_name}}.tgz
  mode=0644 checksum=sha256:0834c775f38473f67cb122e0ec21074f800ced50c1ff1b9e37e222a0069dc5c7
  timeout=10

  '
",name: download spark...,"name: download spark...

Answer: become: true
become_user: root
get_url:
  url: http://d3kbcqa49mib13.cloudfront.net/spark-2.3.0-bin-hadoop2.7.tgz
  checksum: sha256:5793011222003303207222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222",0.5983061790466309,0.07818874404161719
134,14,repo-sysdig,,pgporada,data/repos/pgporada/repo-sysdig/tasks/install_RedHat.yml,https://old-galaxy.ansible.com/pgporada/repo-sysdig,"template:
  src: sysdig.repo.j2
  dest: /etc/yum.repos.d/sysdig.repo
  mode: 420
  owner: root
  group: root
  force: 'yes'
",name: Ensure sysdig repo for RedHat OS family exists,"name: Ensure sysdig repo for RedHat OS family exists

Answer: yum_repository:
  name: sysdig
  description: sysdig-user
  baseurl: https://download.dalibo.com/pub/opensource/sysdig/repo/el7/$basearch
  gpgkey: https://download.dalibo.com/pub/opensource/sysdig/gpg/sysdig-user-key.asc
  gpgcheck: true
  enabled: true
  state: present
",0.7532858848571777,0.15735244392166303
135,9,dashy,MIT,pmoscode,data/repos/pmoscode/dashy/tasks/pre.yml,https://old-galaxy.ansible.com/pmoscode/dashy,"template:
  src: dashy_conf.yml.j2
  dest: /opt/dashy/public/conf.yml
  mode: 420
register: copy_output
",name: Copy settings,"name: Copy settings file

Answer: template:
  src: settings.py.j2
  dest: /opt/graphite/webapp/graphite/settings.py
notify:
- Restart Apache
",0.8104243874549866,0.30588515263178395
136,79,elk-logstash-indexer,,jpnewman,data/repos/jpnewman/elk-logstash-indexer/tasks/main.yml,https://old-galaxy.ansible.com/jpnewman/elk-logstash-indexer,"template:
  src: ''
  dest: ''
  owner: logstash
  group: logstash
  mode: 420
with_items:
- src: logstash/conf.d/01-redis-input.conf.j2
  dest: /etc/logstash/conf.d/01-redis-input.conf
- src: logstash/conf.d/02-topbeat-input.conf.j2
  dest: /etc/logstash/conf.d/02-topbeat-input.conf
- src: logstash/conf.d/30-elasticsearch-output.conf.j2
  dest: /etc/logstash/conf.d/30-elasticsearch-output.conf
notify:
- restart logstash
",name: Copy indexer templates,"name: Copy indexer templates
  ansible.builtin.template:
    src: ''
    dest: ''
    owner: root
    group: solr
    mode: 420
    backup: true
  loop:
  - src: templates/conf.d/kibana.conf.j2
    dest: /etc/solr/conf.d/kibana.conf
  notify: Restart Solr Linux
- name: Copy Kibana index template
  ansible.builtin.template:
    src: ''
    dest: /usr/share/kibana4/index-pattern-.json
    owner: root
    group: root
    mode: 420
    backup: true
  loop:
  - src: templates/index_patterns/nginx.json.j2
    dest: /usr/share/kibana4/index-pattern-nginx.json
  - src: templates/index_patterns/syslog.json.j2
    dest: /usr/share/kibana4/index-pattern-syslog.json
  notify: Restart Kibana
- name: Copy configmaps for Ingress controller
  ansible.builtin.template:
    src: ''
    dest: /tmp/
    owner: root
    group: root
    mode: 420
  loop:
  - src: etc/ingress-controller/ssl.crt
    dest: ingress-controller/ssl.crt
  - src: etc/ingress-controller/ssl.key
    dest: ingress-controller/ssl.key
  - src: etc/ingress-controller/ca.crt
    dest: ingress-controller/ca.crt
  notify: Restart Ingress controller
- name: Create Kibana configmap for ingress controller
  shell: kubectl create configmap kibana-config --from-file=/tmp/ingress-controller/ --namespace kibana
  environment:
    KUBECONFIG: /etc/kubernetes/admin.conf
  become_user: ''
  become_method: sudo
  when: install_kibana
",0.7487701773643494,0.15924953251089463
137,47,common,,allen12921,data/repos/allen12921/common/tasks/main.yml,https://old-galaxy.ansible.com/allen12921/common,"yum: name=zabbix-agent state=present update_cache=yes
register: install
until: install.rc==0
retries: 5
delay: 5
when: zabbix_stat.stat.exists == False
",name: install zabbix client,"name: install zabbix client

Answer: apt:
  pkg: zabbix-senderzabbix-get
  state: present
register: ansible_check_status
retries: 10
delay: 2
until: ansible_check_status is success
become: true
",0.8189531564712524,0.4232545077100061
138,665,ssh_hardening,"Apache-2.0-Short,Apache-2.0",diodonfrost,data/repos/diodonfrost/ssh_hardening/tasks/crypto.yml,https://old-galaxy.ansible.com/diodonfrost/ssh_hardening,"set_fact:
  openssh_macs: hmac-sha2-512hmac-sha2-256
when: openssh_version.stdout >= '5.9' and not openssh_macs
",name: Use strong cipher with openssh 5.9,"name: Use strong cipher with openssh 5.9

Answer: set_fact:
  openssh_ciphers: chacha20-poly1305@openssh.comaes256-gcm@openssh.comaes128-gcm@openssh.comaes256-ctraes192-ctraes128-ctr
when: openssh_version.stdout >= '5.9' and not openssh_ciphers
",0.8201475739479065,0.3468788513241436
139,56,webserver,,mosufy,data/repos/mosufy/webserver/tasks/npm.yml,https://old-galaxy.ansible.com/mosufy/webserver,"yum:
  name: npm
  state: present
",name: Install NPM software,"name: Install NPM software

Answer: ansible.builtin.package:
  name: npm
  state: present
",0.803074300289154,0.33836793093670653
140,15,papertrail,,mats116,data/repos/mats116/papertrail/tasks/main.yml,https://old-galaxy.ansible.com/mats116/papertrail,"template:
  src: papertrail.conf
  dest: /etc/rsyslog.d/papertrail.conf
  owner: root
  group: root
  mode: 420
notify: restart rsyslog
",name: modify rsyslog config,"name: modify rsyslog config

Answer: template:
  src: 20-loggly.conf.j2
  dest: /etc/rsyslog.d/20-loggly.conf
notify:
- restart rsyslog
tags:
- rsyslog
",0.842891275882721,0.525824020909909
141,169,centos,,edmondscommerce,data/repos/edmondscommerce/centos/tasks/main.yml,https://old-galaxy.ansible.com/edmondscommerce/centos,"  take a few seconds
become: true
wait_for:
  host: mirrorlist.centos.org
  port: 80
  delay: 0
  sleep: 2
  timeout: 30
  state: started
",name: Wait for Centos to be accessible - eg just started containers networking can,"name: Wait for Centos to be accessible - eg just started containers networking can't
  be done yet
when: ansible_distribution == ""CentOS""
changed_when: false
register: centos_base_container_wait_for_centos_docker
until: centos_base_container_wait_for_centos_docker is success
",0.7087345719337463,0.1399932987172451
142,26,tower,MIT,asagage,data/repos/asagage/tower/tasks/main.yml,https://old-galaxy.ansible.com/asagage/tower,"include_tasks: install.yml
when: ansible_tower_install and backup_name is not defined
",name: Install ansible tower,"name: Install ansible tower

Answer: become: true
action:
  module: pip
  name: ansible-tower-setup-3.2.2
  version: 3.2.2
  state: present
  executable: pip3
",0.7284712791442871,0.1901760177248767
