,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
183,,data/repos/lorena1205/web_server/tasks/configure.yml,https://old-galaxy.ansible.com/lorena1205/web_server,web_server,name: Verifica se arquivo banco.php existe,1,lorena1205,"stat:
  path: /var/www/html/include/banco.php
register: banco_php_file
","name: Verifica se arquivo banco.php existe

Answer: stat:
  path: /var/www/html/banco.php
register: banco_php
",0.8739478588104248,0.5300191772328011
184,GPL-2.0,data/repos/cocoy/strider/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/cocoy/strider,strider,name: Ensure MySQL client present using yum,41,cocoy,"sudo: true
yum:
  name: ''
  state: present
","name: Ensure MySQL client present using yum

Answer: yum: name=mysql-client state=present
when: ansible_os_family == ""RedHat""
",0.7636311650276184,0.18217787051469114
185,MIT,data/repos/ussrlongbow/percona_toolkit/tasks/main.yml,https://old-galaxy.ansible.com/ussrlongbow/percona_toolkit,percona_toolkit,name: Install Percona Toolkit package,2982,ussrlongbow,"apt:
  name: percona-toolkit
  state: present
  update_cache: true
","name: Install Percona Toolkit package for RHEL 8.

Answer: ansible.builtin.yum:
  name: https://repo.percona.com/apt/percona-toolkit_8.0-1.rhel8.x86_64.rpm
  state: present
when: ansible_os_family == ""RedHat"" and ansible_distribution_major_version == ""8""
",0.7608520984649658,0.1811020402623648
186,,data/repos/hyperfocus1337/ansible_nginx_role/tasks/download/openssl/openssl-release.yml,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,ansible_nginx_role,name: remove openssl archive,9,hyperfocus1337,"file: path={{ downloads }}openssl/ state=absent
","name: remove openssl archive

Answer: file:
  path: /tmp/openssl-1.0.2h.tar.gz
  state: absent
",0.7800806760787964,0.255891237504114
187,GPL-3.0-only,data/repos/westchesterpubliclibrary/ansible-centos7-docker/roles/docker-jackett/tasks/main.yml,https://old-galaxy.ansible.com/westchesterpubliclibrary/ansible-centos7-docker,ansible-centos7-docker,name: Recreate jackett container,1,westchesterpubliclibrary,"docker_container:
  name: jackett
  image: linuxserver/jackett
  state: started
  restart_policy: unless-stopped
  recreate: true
  restart: true
  pull: true
  exposed_ports:
  - 9117
  published_ports:
  - 9117:9117
  volumes:
  - /docker/containers/jackett/downloads:/downloads
  - /docker/containers/jackett/config:/config
  - /etc/localtime:/etc/localtime:ro
  env:
    TZ: America/Chicago
    PUID: 1000
    PGID: 1000
tags:
- jackett
","name: Recreate jackett container.

Answer: docker_container:
  name: jackett
  image: jackett/jackett:0.16.2
  pull: true
  state: started
  restart_policy: always
  volumes:
  - /opt/jackett:/root/jackett
  - /opt/jackett/config.yml:/root/jackett/config.yml
  env:
    JACKETT_ENABLE_USER_AUTH: 'false'
    JACKETT_ENABLE_EXPLORER: 'false'
    JACKETT_ENABLE_TOR: 'false'
    JACKETT_LOCAL_EXPLORER_ENABLE: 'false'
    JACKETT_LOCAL_TOR_ENABLE: 'false'
    JACKETT_ENABLE_AUTO_RECONNECT: 'true'
    JACKETT_AUTO_RECONNECT_INTERVAL: '10'
    JACKETT_AUTO_RECONNECT_MAX_ATTEMPTS: '5'
  networks:
  - name: jackett
  purge_networks: true
",0.7618787288665771,0.37140407679857207
188,GPL-3.0-only,data/repos/adnanhodzic/docker-compose/tasks/main.yml,https://old-galaxy.ansible.com/adnanhodzic/docker-compose,docker-compose,name: Install docker-ce and docker-compose,288,adnanhodzic,"apt:
  pkg:
  - docker-ce
  - docker-compose
  update_cache: true
  install_recommends: true
  state: present
","name: Install docker-ce and docker-compose using Homebrew

Answer: homebrew:
  name: docker
  state: present
",0.8113558292388916,0.4974574699349969
189,MIT,data/repos/georgenalen/windows_2019_cis/tasks/section18.yml,https://old-galaxy.ansible.com/georgenalen/windows_2019_cis,windows_2019_cis,name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set,61,georgenalen,"  to Disabled
block:
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOndomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOndomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when:
- rule_18_5_9_1
tags:
- level2-domaincontroller
- level2-memberserver
- rule_18.5.9.1
- patch
","name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOndomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOndomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when: rule_18_5_9_1
tags:
- level2
- rule_18.5.9.1
- patch
",0.974193274974823,0.9395654862970282
190,,data/repos/goldeagle/devops/ranger/tasks/main.yml,https://old-galaxy.ansible.com/goldeagle/devops,devops,name: Install ranger,52,goldeagle,"apt:
  name: ranger
  state: present
","name: Install ranger

Answer: yum: name=ranger state=present
when: ansible_os_family == ""RedHat""
",0.7782836556434631,0.25177488696609124
191,,data/repos/mats116/java8/tasks/main.yml,https://old-galaxy.ansible.com/mats116/java8,java8,name: modify repository,223,mats116,"apt_repository:
  repo: ppa:openjdk-r/ppa
  state: present
","name: modify repository'mackerel'

Answer: copy:
  src: centos-mackerel.repo
  dest: /etc/yum.repos.d/mackerel.repo
  owner: root
  group: root
  mode: 420
when: ansible_distribution_major_version|int < 7
",0.7101323008537292,0.121602641523576
192,,data/repos/gfolga/ossec-wazuh/tasks/api.yml,https://old-galaxy.ansible.com/gfolga/ossec-wazuh,ossec-wazuh,name: download wazhu-api,53,gfolga,"get_url: url=https://github.com/wazuh/wazuh-api/archive/v1.2.1.tar.gz dest=/tmp/wazuh-API-1.2.1.tar.gz
","name: download wazhu-api package

Answer: get_url:
  url: https://github.com/wazuh/wazuh-http-api/releases/download/v1.0.0-beta3/wazuh-api.deb
  dest: /usr/local/src/wazuh-api.deb
",0.8771052956581116,0.3339789332967488
193,,data/repos/trombik/wordpress_hosted/tasks/wp_salts.yml,https://old-galaxy.ansible.com/trombik/wordpress_hosted,wordpress_hosted,name: Check if wp-salts.php exists,11,trombik,"stat:
  path: '{{ wordpress_hosted_app_root }}/wp-salts.php'
register: __regsister_wp_salts_php
","name: Check if wp-salts.php exists

Answer: stat:
  path: /wp-salts.php
register: wp_salts_file
",0.8494241833686829,0.5075788866004907
194,,data/repos/stuvusit/dovecot/tasks/main.yml,https://old-galaxy.ansible.com/stuvusit/dovecot,dovecot,name: Create LDAP master configuration,15,stuvusit,"template:
  src: ldap-master.conf.j2
  dest: /etc/dovecot/ldap-master.conf
  owner: root
  group: root
  mode: 416
notify: Reload dovecot
","name: Create LDAP master configuration

Answer: template:
  src: etc/ldap/ldap.conf.j2
  dest: /etc/ldap/ldap.conf
  owner: root
  group: root
  mode: 420
  seuser: system_u
  serole: object_r
  setype: etc_t
  selevel: s0
",0.8354559540748596,0.4379161467019455
195,,data/repos/alexteldekov/vpn-server/tasks/main.yml,https://old-galaxy.ansible.com/alexteldekov/vpn-server,vpn-server,name: configure postfix protocols,20,alexteldekov,"debconf:
  name: postfix
  question: postfix/protocols
  vtype: select
  value: ipv4
","name: configure postfix protocols

Answer: template: src=virtual.j2 dest=/etc/postfix/virtual-pcre owner=root group=root mode=0644
notify: postfix restart
with_items: smtp_sasl_passwd_maps
",0.7082776427268982,0.21709822585529454
196,,data/repos/kushwiz/mongodb/tasks/main.yml,https://old-galaxy.ansible.com/kushwiz/mongodb,mongodb,name: Starting up MongoDB,11,kushwiz,"service: name=mongodb state=started
sudo: true
","name: Starting up MongoDB

Answer: service:
  name: mongodb-org
  state: started
",0.8328707218170166,0.3548597684235168
197,MIT,data/repos/colstrom/ruby/tasks/install.yml,https://old-galaxy.ansible.com/colstrom/ruby,ruby,name: Install Packages | bundler,714,colstrom,"gem:
  state: latest
  name: bundler
  user_install: false
","name: Install Packages | bundler

Answer: gem:
  state: latest
  name: bundler
  user_install: false
",0.8970682621002197,0.5778166618525423
198,GPL-3.0-only,data/repos/puntonim/biostar/roles/docker_webapp/tasks/main.yml,https://old-galaxy.ansible.com/puntonim/biostar,biostar,name: Copy the auto deployment script,4,puntonim,"copy:
  src: continuous_deployment.sh
  dest: ''
  owner: www-data
  group: www-data
  mode: 493
sudo: true
","name: Copy the auto deployment script into place.

Answer: template:
  src: data/deployment/auto-deploy.sh
  dest: '{{ autodeploy_install_directory }}/{{ autodeploy_install_folder }}/{{
    autodeploy_install_filename }}'
  owner: www-data
  group: www-data
  mode: 509
when: autodeploy_listener == 'node'
tags:
- security-concern
- deployment
- autodeploy
",0.7928288578987122,0.22697353991650518
199,,data/repos/nickjlange/ansible_role_pivpn/tasks/easy-rsa.yml,https://old-galaxy.ansible.com/nickjlange/ansible_role_pivpn,ansible_role_pivpn,name: Convert OpenVPN client key to DES3 for Android or iOS clients,18,nickjlange,"shell: openssl ec -in ""/pki/private/.key"" -des3 -out ""/pki/private/.3des.key"" -passin
  pass:$KEY_PASSWORD -passout pass:$KEY_PASSWORD
args:
  executable: /bin/bash
  chdir: /pki/private/
environment:
  KEY_PASSWORD: ''
when: easyclientdes3 is defined and openVPN_client_username != """" and easyclient.stat.exists
  == False
","name: Convert OpenVPN client key to DES3 for Android or iOS clients

Answer: become: true
command: openssl x509 -inform pem -outform pki -out {{vpn_certs_dir}}/vpn.crt
  -key {{vpn_certs_dir}}/vpn.key -CA {{vpn_certs_dir}}/ca.crt -CAkey {{vpn_certs_dir}}/ca-key.crt
  -cert {{vpn_certs_dir}}/vpn.crt.asc
with_items:
- files:
  - client.crt
  - client.key
when: 'ansible_distribution in [ ""Debian"", ""Ubuntu"", ""Linux"" ] and ansible_architecture
  in [ ""x86_64"", ""aarch64"" ]

  '
",0.734072208404541,0.2042035166316785
200,,data/repos/dimpolissiou/openwisp2/tasks/pip.yml,https://old-galaxy.ansible.com/dimpolissiou/openwisp2,openwisp2,name: Install MySQL-python,19,dimpolissiou,"when: openwisp2_database.engine in [""django.db.backends.mysql"", ""django.contrib.gis.db.backends.mysql""]
pip:
  name: MySQL-python
  state: latest
  virtualenv: '{{ openwisp2_path }}/env'
  virtualenv_python: python3
  virtualenv_site_packages: true
notify: reload supervisor
","name: Install MySQL-python

Answer: apt: name=mysql-python state=present
",0.7360374331474304,0.033116073821042646
201,GPL-2.0,data/repos/deimosfr/graphite/tasks/install.yml,https://old-galaxy.ansible.com/deimosfr/graphite,graphite,name: set graphite user gid,116,deimosfr,"group: name='_graphite' gid= state=present
when: graphite_gid
","name: set graphite user gid

Answer: become: true
file: path={{ graphite_install_dir }}/webapp/graphite owner=graphite group=graphite
  state=directory recurse=yes
",0.79561847448349,0.20886065869089465
202,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/zabbix_agent/tasks/main.yml,https://old-galaxy.ansible.com/robertdebock/zabbix_agent,zabbix_agent,name: Install zabbix-agent software,784,robertdebock,"ansible.builtin.package:
  name: zabbix-agent
  state: present
","name: Install zabbix-agent software

Answer: ansible.builtin.package:
  name: zabbix-agent
  state: present
",0.9231181740760803,0.5774011662033163
203,"Apache-2.0-Short,Apache-2.0",data/repos/torian/nomad/tasks/provision.yml,https://old-galaxy.ansible.com/torian/nomad,nomad,name: Nomad Config Directory,3942,torian,"file:
  state: directory
  name: /etc/nomad.d
  owner: nomad
  group: nomad
  mode: '0750'
","name: Nomad Config Directory

Answer: file:
  state: directory
  name: /etc/nomad
  owner: nomad
  group: nomad
  mode: '0755'
",0.9133466482162476,0.6748952961436551
204,"Apache-2.0-Short,Apache-2.0",data/repos/lotusnoir/apps_fluentbit/tasks/main.yml,https://old-galaxy.ansible.com/lotusnoir/apps_fluentbit,apps_fluentbit,name: Import install tasks,12,lotusnoir,"ansible.builtin.import_tasks: install.yml
","name: Import install tasks

Answer: ansible.builtin.import_tasks: install.yml
",0.9021472930908203,0.5292664809340955
205,MIT,data/repos/warhorse/parrotos_docker/tasks/parrotos.yml,https://old-galaxy.ansible.com/warhorse/parrotos_docker,parrotos_docker,name: parrotos,190,warhorse,"docker_container:
  name: parrotos
  image: parrotos
  pull: false
  privileged: true
  state: started
  hostname: parrotos
  restart_policy: unless-stopped
  published_ports: 0.0.0.0:80:6080
  labels: '{}'
  shm_size: 2GB
  capabilities:
  - NET_ADMIN
  volumes:
  - /opt/docker/parrotos/data:/parrotos
  env:
    TZ: America/New_York
    VNC_PASSWORD: password
    ROOT_PASSWORD: password
    XUSER_PASSWORD: password
  networks:
  - name: parrotos
  purge_networks: true
","name: parrotos
",0.6786907911300659,5.1355723714802096e-14
206,,data/repos/gepardec/k3s_haproxy/tasks/main.yml,https://old-galaxy.ansible.com/gepardec/k3s_haproxy,k3s_haproxy,name: Copy HAProxy configuration in place.,16,gepardec,"template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  mode: 416
  validate: haproxy -f %s -c -q
notify: restart haproxy
","name: Copy HAProxy configuration in place.

Answer: become: true
template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  mode: 420
  validate: haproxy -f %s -c -q
notify: restart haproxy
",0.9351121187210083,0.6513106208057452
207,MIT,data/repos/amritsingh/mongo_s3_backup/tasks/prereq.yml,https://old-galaxy.ansible.com/amritsingh/mongo_s3_backup,mongo_s3_backup,name: Install apt packages,4284,amritsingh,"apt: name= state=present
with_items: pythonpython-piptar
when: ansible_os_family == ""Debian""
become: true
","name: Install apt packages

Answer: apt: name= state=present update_cache=yes cache_valid_time=3600
with_items:
- unzip
- libwww-perl
- libdatetime-perl
when: ansible_os_family == ""Debian""
become: true
become_method: sudo
",0.8221511840820312,0.39847272327473165
208,,data/repos/tjtoml/mattermost/tasks/SSL/letsencrypt.yml,https://old-galaxy.ansible.com/tjtoml/mattermost,mattermost,name: Create letsencrypt config file /etc/letsencrypt.ini,192,tjtoml,"template:
  src: letsencrypt/cli.ini.j2
  dest: /etc/letsencrypt.ini
","name: Create letsencrypt config file /etc/letsencrypt.ini

Answer: template:
  src: letsencrypt.ini.j2
  dest: /etc/letsencrypt/letsencrypt.ini
  owner: root
  group: root
  mode: '0600'
",0.887100100517273,0.34320766266409447
209,"Apache-2.0-Short,Apache-2.0",data/repos/enr0s/ansible-role-docker/tasks/main.yml,https://old-galaxy.ansible.com/enr0s/ansible-role-docker,ansible-role-docker,name: Ensure dependencies are installed,210,enr0s,"apt:
  name: apt-transport-httpsca-certificatescurlgnupg-agentsoftware-properties-commonjq
  state: present
  update_cache: true
  force_apt_get: true
","name: Ensure dependencies are installed

Answer: apt:
  pkg:
  - apt-transport-https
  - gnupg
  state: present
",0.791587233543396,0.38481330498933175
210,,data/repos/romaincabassot/ansible-ocsinventory-agent/tasks/main.yml,https://old-galaxy.ansible.com/romaincabassot/ansible-ocsinventory-agent,ansible-ocsinventory-agent,name: Include OS-specific variables.,330,romaincabassot,"include_vars: .yml
","name: Include OS-specific variables.

Answer: include_vars:.yml
",0.8165241479873657,0.24424036427680473
211,,data/repos/alainvanhoof/alpine_graphite/tasks/main.yml,https://old-galaxy.ansible.com/alainvanhoof/alpine_graphite,alpine_graphite,name: Start Carbon-cache,15,alainvanhoof,"service:
  name: carbon-cache
  state: started
  enabled: true
","name: Start Carbon-cache

Answer: service: name=carbon-cache state=started enabled=yes
",0.8539631366729736,0.49355524117960226
212,MIT,data/repos/n3d4ti/ansible_role_backblaze/tasks/main.yml,https://old-galaxy.ansible.com/n3d4ti/ansible_role_backblaze,ansible_role_backblaze,name: ' | Add locale for python',12,n3d4ti,"lineinfile:
  path: /root/.bash_profile
  insertafter: EOF
  line: export LC_ALL=en_US.UTF-8
","name: ' | Add locale for python'

Answer: template:
  src: locale.j2
  dest: /etc/locale.gen
  owner: root
  group: root
  mode: 420
",0.6765778660774231,0.13071894407359513
213,Apache-2.0-Short,data/repos/idealista/schema_registry_role/tasks/main.yml,https://old-galaxy.ansible.com/idealista/schema_registry_role,schema_registry_role,name: SCHEMA_REGISTRY | Service,6,idealista,"include: service.yml
tags:
- schema_registry_service
","name: SCHEMA_REGISTRY | Service

Answer: import_tasks: service.yml
tags:
- service
- registry
",0.8237689137458801,0.3966438983579454
214,,data/repos/devopsarr/radarr/integration/targets/radarr_system_info/tasks/main.yml,https://old-galaxy.ansible.com/devopsarr/radarr,radarr,name: assert info population,42,devopsarr,"assert:
  that:
  - result['app_name'] == 'Radarr'
","name: assert info population

Answer: assert:
  that:
  - result['id'] == 1
",0.7757648825645447,0.469338416982241
215,GPL-3.0-only,data/repos/draxalene/apache_php/tasks/Debian.yml,https://old-galaxy.ansible.com/draxalene/apache_php,apache_php,name: Patching default ssl vhost (user email),7,draxalene,"lineinfile:
  path: /etc/apache2/sites-available/default-ssl.conf
  regexp: \t*ServerAdmin
  line: ServerAdmin user@example.com
notify:
- restart apache
","name: Patching default ssl vhost (user email)

Answer: template:
  src: data/vhosts/ssl.j2
  dest: /etc/httpd/conf.d/ssl.conf
  owner: root
  group: root
  mode: 420
notify: apache restart daemon
when: apache_vhost_email is defined
",0.760140597820282,0.2967120000461715
216,"Apache-2.0-Short,Apache-2.0",data/repos/dolph/ansible_ussher_role/tasks/selinux.yml,https://old-galaxy.ansible.com/dolph/ansible_ussher_role,ansible_ussher_role,name: Compile policy module,18,dolph,"become: true
ansible.builtin.command:
  cmd: checkmodule -M -m -o /tmp/ussher.mod /tmp/ussher.te
","name: Compile policy module

Answer: ansible.builtin.command:
  cmd: /opt/splunkforwarder/bin/splunkd -m enforcer -config /etc/splunkd/enforcer-dehydrated-rules.conf
    -force-restart
  creates: /opt/splunkforwarder/etc/system/local/enforcer/dehydrated-rules
when: dehydrated_challenge_type == ""dns-01""
",0.7679677605628967,0.17215055796800177
217,"Apache-2.0-Short,Apache-2.0",data/repos/grycap/kuberegistry/tasks/certs_dir.yml,https://old-galaxy.ansible.com/grycap/kuberegistry,kuberegistry,name: Set containerd registry config_path,707,grycap,"replace:
  path: /etc/containerd/config.toml
  regexp: \[plugins\.""io\.containerd\.grpc\.v1\.cri""\.registry]\s*\n+(\s*)config_path\s*=.*
  replace: '[plugins.""io.containerd.grpc.v1.cri"".registry]\n\1config_path = ""/etc/containerd/certs.d""'
notify: restart containerd
","name: Set containerd registry config_path

Answer: set_fact:
  containerd_config_path: /etc/containerd/config.toml
when: containerd_config_path is not defined
",0.792269766330719,0.33227654743896856
218,"Apache-2.0-Short,Apache-2.0",data/repos/azavea/ruby/tasks/main.yml,https://old-galaxy.ansible.com/azavea/ruby,ruby,name: Install Ruby,5840,azavea,"apt: pkg=ruby2.1 state=present
","name: Install Ruby with APK

Answer: apk: name=ruby update_cache=yes
become: true
",0.7024019956588745,0.09472730629076773
219,,data/repos/oxivanisher/raspberry_pi/james_on_rpi/tasks/mpd.yml,https://old-galaxy.ansible.com/oxivanisher/raspberry_pi,raspberry_pi,name: Install python requirements for mpd,55,oxivanisher,"ansible.builtin.pip:
  name:
  - python-mpd2
  virtualenv: /opt/JamesII/venv
","name: Install python requirements for mpd

Answer: ansible.builtin.pip:
  executable: pip3
  name: ''
loop: '{{ _mpd_requirements[ansible_os_family] | default(_mpd_requirements[''default''])
  }}'
loop_control:
  label: ''
when:
- item.type == ""pip""
",0.7405971884727478,0.17484870752861106
220,,data/repos/ilbonzo/rocannon/ansible/roles/mysql/tasks/main.yml,https://old-galaxy.ansible.com/ilbonzo/rocannon,rocannon,name: create demo user,0,ilbonzo,"mysql_user: name=pippo password=pippo priv=pippo.*:ALL host='%' state=present
tags:
- no-docker
","name: create demo user

Answer: mysql_user:
  name: demo
  host: '%'
  password: doomedPassword
  priv: '*.*:ALL,GRANT'
  login_unix_socket: /var/run/mysqld/mysqld.sock
  state: present
",0.7522695660591125,0.2752751633128729
221,,data/repos/tdworz/docker/tasks/install-debian.yml,https://old-galaxy.ansible.com/tdworz/docker,docker,name: Install packages required for ansible.builtin.apt_key on Debian systems,29,tdworz,"ansible.builtin.apt:
  name: gpg
  update_cache: true
become: true
","name: Install packages required for ansible.builtin.apt_key on Debian systems

Answer: ansible.builtin.apt:
  name: apt-transport-httpsgpgcheck
  state: present
when: ansible_os_family == ""Debian""
tags:
- install
",0.7573063373565674,0.1921301310709564
222,,data/repos/rahulgitx/ans_kube/launching_instances/tasks/main.yml,https://old-galaxy.ansible.com/rahulgitx/ans_kube,ans_kube,name: showing the ipv4,25,rahulgitx,"debug:
  msg: 'Public IP: '
","name: showing the ipv4 address of the host

Answer: debug:
  msg: 'Host:  '
  verbosity: 1
",0.7771313190460205,0.17691150449179585
223,,data/repos/yourlabs/firewall/tasks/main.yml,https://old-galaxy.ansible.com/yourlabs/firewall,firewall,name: Create /etc/iptables,3532,yourlabs,"file:
  path: /etc/iptables
  state: directory
","name: Create /etc/iptables directory

Answer: file:
  path: /etc/iptables
  state: directory
  owner: root
  group: root
  mode: 493
",0.8424190878868103,0.3459156133772091
224,GPL-3.0-only,data/repos/grantspeelman/ruby-deployment/tasks/install_brightbox_ruby.yml,https://old-galaxy.ansible.com/grantspeelman/ruby-deployment,ruby-deployment,name: add brightbox ruby-ng-experimental repo,114,grantspeelman,"apt_repository: repo='ppa:brightbox/ruby-ng-experimental' update_cache=yes
when: ansible_distribution_major_version == '16'
","name: add brightbox ruby-ng-experimental repo

Answer: apt_repository:
  repo: ppa:brightbox/ruby-ng
  update_cache: true
tags: package
",0.8571603894233704,0.515460886019974
225,"Apache-2.0-Short,Apache-2.0",data/repos/kurron/dsl-developer/tasks/main.yml,https://old-galaxy.ansible.com/kurron/dsl-developer,dsl-developer,name: Download MPS Tarball,85,kurron,"become: false
get_url:
  url: https://download.jetbrains.com/mps/2017.3/MPS-2017.3.2.tar.gz
  dest: //mps-2017.3.2.tar.gz
  mode: 292
when: dsl_mps_install
","name: Download MPS Tarball

Answer: get_url:
  url: https://www.jetbrains.com/mps/file/MPS-2020.1.10711110.tar.gz
  dest: /tmp/jetbrains-mps-2020.1.10711110.tar.gz
  checksum: sha256:37293993d63131731333323b91163233777676339b536726326327b966672333
  mode: 420
when: not mps_st.stat.exists
",0.8055179119110107,0.3738756341722267
226,,data/repos/smlkvnc/ansible_role_seafile/tasks/main.yml,https://old-galaxy.ansible.com/smlkvnc/ansible_role_seafile,ansible_role_seafile,name: Copy Installation Script,7,smlkvnc,"copy:
  src: seafile-9.0_ubuntu
  dest: /root
  mode: '0755'
","name: Copy Installation Script

Answer: ansible.builtin.template:
  src: install_snowflake_proxy.sh.j2
  dest: /usr/local/bin/install_snowflake_proxy.sh
  mode: a+x
  backup: true
",0.718313455581665,0.1635983761199328
227,MIT,data/repos/jhammell/docker/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/jhammell/docker,docker,name: Add Docker GPG key.,17,jhammell,"rpm_key:
  key: https://download.docker.com/linux/centos/gpg
  state: present
","name: Add Docker GPG key.

Answer: apt_key:
  url: https://download.docker.com/linux/ubuntu/gpg
  id: 9DC858229FC7DD38854AE2D88D81803C0EBFCD88
  state: present
register: add_repository_key
ignore_errors: 'true'
",0.7930462956428528,0.31660152420785126
228,MIT,data/repos/monolithprojects/http_proxy_client/tasks/docker_svc.yml,https://old-galaxy.ansible.com/monolithprojects/http_proxy_client,http_proxy_client,name: Setup Proxy for Docker (service dir),74,monolithprojects,"file:
  path: /etc/systemd/system/docker.service.d
  mode: 420
  state: directory
","name: Setup Proxy for Docker (service dir)

Answer: file:
  path: /etc/systemd/system/docker.service.d
  state: directory
  mode: 493
tags: proxy
",0.885529637336731,0.5326631199421453
229,BSD-3-Clause,data/repos/irmoobear/nginx/tasks/main.yml,https://old-galaxy.ansible.com/irmoobear/nginx,nginx,name: check nginx DH key exists,13,irmoobear,"stat:
  path: /etc/nginx/ssl/dhparam2048.pem
register: nginx_dh_key
","name: check nginx DH key exists

Answer: stat:
  path: /etc/nginx/dhkey
register: nginx_dhkey
",0.8827163577079773,0.4981734477801666
230,MIT,data/repos/mjanser/firewalld/tasks/main.yml,https://old-galaxy.ansible.com/mjanser/firewalld,firewalld,name: ensure default firewalld zone is set,93,mjanser,"command: firewall-cmd --set-default-zone public
register: firewalld_set_default_zone
changed_when: firewalld_set_default_zone.stdout.find('ZONE_ALREADY_SET') != -1
until: ansible_check_mode or firewalld_set_default_zone.rc == 0
retries: 2
delay: 1
","name: ensure default firewalld zone is set

Answer: firewalld:
  zone: public
  permanent: true
  state: enabled
notify: restart firewalld
",0.7531505823135376,0.2158568667302276
231,,data/repos/hitotito/mariadb/tasks/install.yml,https://old-galaxy.ansible.com/hitotito/mariadb,mariadb,name: INSTALL | Ensure mariadb user exists,14,hitotito,"user:
  name: mariadb
  group: mariadb
  state: present
","name: INSTALL | Ensure mariadb user exists

Answer: user:
  name: mariadb
  comment: mariadb user
  system: true
  shell: /bin/nologin
  createhome: false
",0.8142772316932678,0.25120479878411933
232,,data/repos/acandid/apache_failover/tasks/configure_keepalived.yml,https://old-galaxy.ansible.com/acandid/apache_failover,apache_failover,name: Configure systcl,17,acandid,"sysctl:
  name: net.ipv4.ip_nonlocal_bind
  value: '1'
  state: present
when: ansible_os_family == 'RedHat'
","name: Configure systcl.conf

Answer: template:
  src: systcl.conf.j2
  dest: /etc/systcl.conf
notify: reload systcl.conf
",0.6810997724533081,0.16158523691232277
233,,data/repos/gmarokov/win_deploy_service/win_service_deploy/tasks/main.yml,https://old-galaxy.ansible.com/gmarokov/win_deploy_service,win_deploy_service,"name: Stop service """"",16,gmarokov,"delegate_to: ''
win_service:
  name: ''
  state: stopped
","name: Stop service """"

Answer: ansible.builtin.service:
  name: ''
  state: stopped
  enabled: false
loop: ''
loop_control:
  label: ''
when:
- item.state == ""stopped""
",0.7505514025688171,0.26562938662307767
