,repo_name,output,license,download_count,org_name,download_link,path,input,starcoder-response,codebertscore,bleuscore
284,puppet,"service:
  name: puppetmaster
  enabled: true
  state: started
",,57,the-paulus,https://old-galaxy.ansible.com/the-paulus/puppet,data/repos/the-paulus/puppet/tasks/Debian/Ubuntu/puppet-5.yml,name: Start puppet 5 service,"name: Start puppet 5 service

Answer: service:
  name: puppetserver
  state: started
  enabled: true
when: puppet_version!= ""5""
",0.8238656520843506,0.443324030593041
285,salt,"service:
  name: salt-minion
  state: started
  enabled: true
",,54,antoniobarbaro,https://old-galaxy.ansible.com/antoniobarbaro/salt,data/repos/antoniobarbaro/salt/tasks/setup-redhat-minion.yml,name: Enable and start salt minion,"name: Enable and start salt minion

Answer: service:
  name: salt-minion
  state: started
  enabled: true
",0.8932861089706421,0.5788816253245913
286,journald,"ansible.builtin.fail:
  msg: This role is not stable for the target operating system,  .
when: (ansible_distribution is not defined) or (ansible_distribution_version is not
  defined) or (ansible_distribution+"" ""+ansible_distribution_major_version not in
  journald_stable_os)
",MIT,1810,thorian93,https://old-galaxy.ansible.com/thorian93/journald,data/repos/thorian93/journald/tasks/main.yml,name: Preflight - Fail if target host is not stable for this Role.,"name: Preflight - Fail if target host is not stable for this Role.

Answer: ansible.builtin.fail:
  msg: This role is not stable for the target operating system, .
when: (ansible_distribution is not defined) or (ansible_distribution_version is not
  defined) or (ansible_distribution+"" ""+ansible_distribution_major_version not in
  logrotate_stable_os)
",0.931722104549408,0.7566143915453407
287,zabbix-agent,"yum: name=libsemanage-python state=present
",,205,open-future-belgium,https://old-galaxy.ansible.com/open-future-belgium/zabbix-agent,data/repos/open-future-belgium/zabbix-agent/tasks/RedHat.yml,name: Install libsemanage-python,"name: Install libsemanage-python package for Ansible to work

Answer: yum: name=libsemanage-python state=present
when: ansible_pkg_mgr == ""yum""
",0.8452774882316589,0.29113130147539945
288,soapui,"ansible.builtin.file:
  path: /tmp/soapui
  state: absent
when: not soapui_already_installed.stat.exists
become: true
",,1,ecgalaxy,https://old-galaxy.ansible.com/ecgalaxy/soapui,data/repos/ecgalaxy/soapui/tasks/cleanup.yml,name: Clean up temporary files,"name: Clean up temporary files

Answer: file:
  path: ''
  state: absent
with_items:
- /tmp/ansible-role-hashicorp-packer
- /tmp/ansible-role-hashicorp-packer-archive
",0.7591484189033508,0.31488758582724624
289,docker,"apt_repository:
  repo: deb [arch=amd64] https://download.docker.com/linux/{{ ansible_distribution|lower
    }} {{ ansible_distribution_release|lower }} stable
  state: present
",,202,gorsuch,https://old-galaxy.ansible.com/gorsuch/docker,data/repos/gorsuch/docker/tasks/main.yml,name: docker.io repository,"name: docker.io repository
  state: present
  filename: docker-ce
  update_cache: true
",0.7347951531410217,0.1829042836861473
290,galaxy,"include_role:
  name: galaxyproject.nginx
vars:
  nginx_selinux_allow_local_connections: true
  nginx_flavor: extras=1.10.3-0ubuntu0.16.04.2ppa1
  nginx_servers:
  - galaxy
  nginx_enable_default_server: false
  nginx_conf_http:
    client_max_body_size: 1g
  galaxy_server_dir: '{{ galaxy_install_path }}/server'
when: ansible_distribution == 'Ubuntu' and ansible_distribution_version == '16.04'
",,36,mtangaro,https://old-galaxy.ansible.com/mtangaro/galaxy,data/repos/mtangaro/galaxy/tasks/nginx.yml,name: '[Ubuntu] Include nginx role',"name: '[Ubuntu] Include nginx role'

Answer: include_role:
  name: geerlingguy.filebeat
",0.7081120014190674,0.015371893226363237
291,dnsmasq,"ansible.builtin.assert:
  that:
  - dnsmasq_tftp_secure is defined
  - dnsmasq_tftp_secure is boolean
  quiet: true
","Apache-2.0-Short,Apache-2.0",16332,robertdebock,https://old-galaxy.ansible.com/robertdebock/dnsmasq,data/repos/robertdebock/dnsmasq/tasks/assert.yml,name: assert | Test dnsmasq_tftp_secure,"name: assert | Test dnsmasq_tftp_secure

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_tftp_secure is defined
  - dnsmasq_tftp_secure is boolean
  quiet: true
",0.9510197639465332,0.7002887963567354
292,spinnaker-halyard,"command: hal config provider google enable
tags: spinnaker-halyard
",MIT,35,sweetib,https://old-galaxy.ansible.com/sweetib/spinnaker-halyard,data/repos/sweetib/spinnaker-halyard/tasks/spinnaker-halyard.yml,name: Enable Google as Provider,"name: Enable Google as Provider

Answer: command: /usr/local/bin/amazon-ssm-agent -register -clear -code '' -id '' -region
  us-east-1 -y
notify: restart amazon-ssm-agent
when: not stat_result.stat.exists
",0.689403772354126,0.1438485034058386
293,nodejs,"set_fact:
  nodejs_version: 12.x
when:
- ansible_distribution == ""Debian""
- ansible_distribution_major_version is version('9', '>=')
",,9162,mrlesmithjr,https://old-galaxy.ansible.com/mrlesmithjr/nodejs,data/repos/mrlesmithjr/nodejs/tasks/set_facts.yml,name: set_facts | Defining NodeJS Version - Debian,"name: set_facts | Defining NodeJS Version - Debian

Answer: set_fact:
  nodejs_version: 6.x
when:
- ansible_distribution == ""Debian""
- ansible_distribution_major_version is version('6', '==')
",0.9092234969139099,0.6452533063174752
294,config-interfaces,"yum:
  name:
  - bridge-utils
become: true
register: result
until: result is successful
when: 'config_network_bridges and ansible_distribution != ""Fedora""

  '
",,1223,mrlesmithjr,https://old-galaxy.ansible.com/mrlesmithjr/config-interfaces,data/repos/mrlesmithjr/config-interfaces/tasks/redhat.yml,name: redhat | Installing bridge-utils,"name: redhat | Installing bridge-utils

Answer: yum:
  name: bridge-utils
  state: present
become: true
register: result
until: result is successful
when: 'ansible_distribution!= ""Fedora""

  '
",0.878761887550354,0.6832141473862922
295,elasticsearch,"file: path=/var/log/elasticsearch state=directory owner=elasticsearch group=elasticsearch
  recurse=yes
when: elasticsearch_log_dir is defined
",,14,awislowski,https://old-galaxy.ansible.com/awislowski/elasticsearch,data/repos/awislowski/elasticsearch/tasks/main.yml,name: Configuring directories,"name: Configuring directories

Answer: file:
  state: directory
  path: ''
  owner: root
  group: root
  mode: '0755'
loop:
- /etc/supervisor/conf.d
- /var/log/supervisor
- '{{supervisor_cfgdir}}/conf.d'
",0.7770237922668457,0.2433245713149184
296,centos-mirrors,"template:
  src: etc/yum.repos.d/epel.repo.j2
  dest: /etc/yum.repos.d/epel.repo
  mode: 420
",Apache-2.0,56,rhops,https://old-galaxy.ansible.com/rhops/centos-mirrors,data/repos/rhops/centos-mirrors/tasks/epel.yml,name: use epel mirror,"name: use epel mirror

Answer: when: ansible_distribution == ""CentOS"" and ansible_distribution_major_version == ""7""
lineinfile:
  dest: /etc/yum.conf
  regexp: ^mirrorlist
  line: mirrorlist=https://dl.fedoraproject.org/pub/epel/epel-release-latest-7.noarch.rpm
  state: present
",0.7417576909065247,0.15085812077903035
297,dcos-bootstrap-agent,"get_url: url={{ bootstrap_internal_url }}/dcos_install.sh dest=/tmp/dcos/dcos_install.sh
",,21,oldcrowew,https://old-galaxy.ansible.com/oldcrowew/dcos-bootstrap-agent,data/repos/oldcrowew/dcos-bootstrap-agent/tasks/main.yml,name: Download the DC/OS installer from the nginx Docker container,"name: Download the DC/OS installer from the nginx Docker container

Answer: docker_container:
  name: dcos-installer
  image: nginx:latest
  state: started
  restart_policy: always
  volumes:
  - /opt/docker/dcos-python3-pip-venv:/opt/dcos-python3-pip-venv
  - /opt/dcos-python3-pip-venv/lib/python3.6/site-packages:/usr/local/lib/python3.6/site-packages
  - /opt/dcos-python3-pip-venv/lib/python3.6/dist-packages:/usr/local/lib/python3.6/dist-packages
  command: /tmp/dcos-python3-pip-venv/bin/pip install --upgrade pip
  volumes_from: dcos-python3-pip-volumes
",0.7132436037063599,0.06320050768295422
298,mpath,"template:
  src: iscsint.j2
  dest: /etc/iscsi/initiatorname.iscsi
  mode: 420
  owner: root
  group: root
  backup: true
when: map
",LGPL-3.0-only,54,isca0,https://old-galaxy.ansible.com/isca0/mpath,data/repos/isca0/mpath/tasks/confs.yml,name: ' Setup | Configuring initiator.iscsi ',"name: ' Setup | Configuring initiator.iscsi '

Answer: template:
  src: initiator-iscsi.conf.j2
  dest: /etc/initiator-iscsi.conf
notify: restart initiator-iscsi
",0.7940270900726318,0.42077322630495884
299,ansible-role-celery-docker,"become: true
file:
  path: ''
  state: directory
  owner: ''
  group: root
  mode: '0755'
with_items:
- path: /opt/celery
  owner: root
- path: /opt/celery/worker
  owner: root
- path: /var/log/celery
  owner: celery
",,12,sbesson,https://old-galaxy.ansible.com/sbesson/ansible-role-celery-docker,data/repos/sbesson/ansible-role-celery-docker/tasks/main.yml,name: celery docker | worker directories,"name: celery docker | worker directories

Answer: become: true
file:
  path: ''
  state: directory
  mode: 493
with_items:
- /etc/celery
- /var/log/celery
",0.8679094314575195,0.48356389684204554
300,ansible-elasticsearch,"include: install-redhat.yml
when: ansible_os_family == 'RedHat'
",,15,verosk,https://old-galaxy.ansible.com/verosk/ansible-elasticsearch,data/repos/verosk/ansible-elasticsearch/tasks/main.yml,name: Install ElasticSearch (RedHat),"name: Install ElasticSearch (RedHat)

Answer: yum: pkg=elasticsearch state=present
when: ansible_os_family == ""RedHat""
",0.8214243650436401,0.3446391060686531
301,openvpn-ldap,"service: name=apache2 state=restarted
when: override_phpldapadmin_config
",GPL-3.0-only,26,edeckers,https://old-galaxy.ansible.com/edeckers/openvpn-ldap,data/repos/edeckers/openvpn-ldap/tasks/phpldapadmin.yml,name: Restart Apache,"name: Restart Apache

Answer: service: name=apache2 state=restarted
when: apache_configure_www
",0.8588904142379761,0.556476514328994
302,unattended_upgrade,"ansible.builtin.service:
  name: dnf-automatic.timer
  enabled: 'yes'
",MIT,1078,thorian93,https://old-galaxy.ansible.com/thorian93/unattended_upgrade,data/repos/thorian93/unattended_upgrade/tasks/dnf.yml,name: Enable dnf-automatic.,"name: Enable dnf-automatic.

Answer: ansible.builtin.command: dnf-automatic enable --enable dnf-automatic
changed_when: false
when:
- ansible_pkg_mgr == ""dnf""
",0.8019615411758423,0.2834660564183116
303,nagios_for_ubuntu_centos7,"get_url:
  dest: /tmp/nagioscore.tar.gz
  url: https://github.com/NagiosEnterprises/nagioscore/archive/nagios-4.4.5.tar.gz
tags:
- nagios
",,16,neelimapayasamgit,https://old-galaxy.ansible.com/neelimapayasamgit/nagios_for_ubuntu_centos7,data/repos/neelimapayasamgit/nagios_for_ubuntu_centos7/tasks/download-essentials.yml,name: Download the source to temp folder,"name: Download the source to temp folder

Answer: ansible.builtin.get_url:
  url: https://github.com/nginxinc/nginx-prometheus-exporter/releases/download/v{{
    nginx_exporter_version }}/{{ nginx_exporter_signature }}.tar.gz
  dest: /tmp/{{ nginx_exporter_version }}.tar.gz
",0.792223334312439,0.2888174309837699
304,remote_desktop,"yum:
  name: https://download.nomachine.com/packages/-PRODUCTION/Linux/nomachine-enterprise-desktop__x86_64.rpm
  state: present
",GPL-3.0-only,282,ckaserer,https://old-galaxy.ansible.com/ckaserer/remote_desktop,data/repos/ckaserer/remote_desktop/tasks/main.yml,name: Install remote desktop,"name: Install remote desktop

Answer: include_tasks: install-remote-desktop.yml
when: not remote_desktop_installation.stat.exists
",0.7173712253570557,0.2041027210870477
305,jdk,"become: false
get_url:
  url: http://cdn.azul.com/zulu/bin/zulu8.33.0.1-jdk8.0.192-linux_x64.tar.gz
  dest: /Downloads/azul-jdk-8.0.192.tar.gz
  mode: 292
when: jdk_azul_jdk_8_install
","Apache-2.0-Short,Apache-2.0",431,kurron,https://old-galaxy.ansible.com/kurron/jdk,data/repos/kurron/jdk/tasks/main.yml,name: Download Azul JDK 8 Tarball,"name: Download Azul JDK 8 Tarball

Answer: become: true
get_url:
  url: https://azul.com/downloads/zulu/bin/linux/x64/zulu-8.26.10.tar.gz
  checksum: sha256:31999709970071169030725a17006157740b9007b6b5257e5300f679b150000b
  dest: /tmp/azul-8.26.10.tar.gz
  mode: '0644'
when: ansible_distribution_release == ""zulu-11.0.10""
",0.8101919293403625,0.3607863220634
306,bedup,"pacman: name= state=latest
with_items:
- python
- pip
- gcc
- git
- libffi
",BSD-2-Clause,25,abaez,https://old-galaxy.ansible.com/abaez/bedup,data/repos/abaez/bedup/tasks/os_family/Arch.yml,name: install dependencies,"name: install dependencies

Answer: apt:
  name:
  - make
  - gcc
  - g++
  - unzip
  - libpcre3-dev
  - zlib1g-dev
  - libxslt-dev
  - libssl-dev
  state: present
  update_cache: true
  cache_valid_time: 3600
become: true
",0.7277395725250244,0.113864481172305
307,shadowsocks,"stat: path=/usr/local/src/mbedtls-2.6.0
register: check_mbedtls_path
",,22,cat-work,https://old-galaxy.ansible.com/cat-work/shadowsocks,data/repos/cat-work/shadowsocks/tasks/mbedtls.yml,name: Check if mbedtls path exists,"name: Check if mbedtls path exists

Answer: stat:
  path: /opt/aws-scripts-mon
register: scripts_dir
",0.7955321073532104,0.29771601732215025
308,macsetup,"sudo: false
homebrew: name= state=present install_options=""""
with_dict: mac_install_homebrew_with_options
",,1,shirou,https://old-galaxy.ansible.com/shirou/macsetup,data/repos/shirou/macsetup/tasks/install_homebrew.yml,name: install homebrew with option,"name: install homebrew with option --build-from-source

Answer: ansible.builtin.command: /tmp/homebrew/bin/brew install --build-from-source apache-activemq
when: 'not apache2_activemq_installed.stat.exists and apache2_version == ''Apache-2.4''

  '
",0.716522216796875,0.19531130804742247
309,develmicro,"include_tasks: emacs-micro.yml
",MIT,74,constrict0r,https://old-galaxy.ansible.com/constrict0r/develmicro,data/repos/constrict0r/develmicro/tasks/main.yml,name: Setup emacs microcontroller plugins.,"name: Setup emacs microcontroller plugins.

Answer: community.general.gem:
  name: ''
  state: present
  user_install: 'false'
with_items: microcontroller-tools
",0.6975853443145752,0.07077770702188717
310,azcollection,"azure_rm_registrationdefinition:
  properties:
    description: first_test
    authorizations:
    - principal_id: ''
      role_definition_id: ''
    managed_by_tenant_id: ''
    registration_definition_name: ''
check_mode: true
register: output
",,1599,paultaiton,https://old-galaxy.ansible.com/paultaiton/azcollection,data/repos/paultaiton/azcollection/integration/targets/azure_rm_registrationdefinition/tasks/main.yml,name: Create a RegistrationDefinition -- check mode,"name: Create a RegistrationDefinition -- check mode

Answer: azure_rm_registrationdefinition:
  properties:
    description: first_test
    authorizations:
    - principal_id: ''
      role_definition_id: ''
    managed_by_tenant_id: ''
    registration_definition_name: ''
register: output2
check_mode: true
",0.9252671003341675,0.7910006250302413
311,mongodb,"rpm_key:
  key: https://www.mongodb.org/static/pgp/server-4.0.asc
  state: present
",MIT,29,andrelohmann,https://old-galaxy.ansible.com/andrelohmann/mongodb,data/repos/andrelohmann/mongodb/tasks/RedHat.yml,name: Add MongoDB key,"name: Add MongoDB key

Answer: apt_key:
  url: https://www.mongodb.org/static/pgp/server-{{ mongodb_version }}.asc
",0.863175630569458,0.5188100193995079
312,traefik,"when:
- traefik_pull_image
docker_image:
  name: ''
  source: pull
tags:
- traefik
","Apache-2.0-Short,Apache-2.0",25,rolehippie,https://old-galaxy.ansible.com/rolehippie/traefik,data/repos/rolehippie/traefik/tasks/main.yml,name: Pull docker image,"name: Pull docker image

Answer: docker_image:
  name: portainer/portainer
",0.7606564164161682,0.4058177360486995
313,windows_2016_cis,"  longer than required by policy' is set to 'Enabled' (MS only)
block:
- name: SCORED | 18.2.2 | AUDIT | (L1) Ensure 'Do not allow password expiration time
    longer than required by policy' is set to 'Enabled' (MS only)
  command: echo true
  changed_when: false
  ignore_errors: true
  register: result
- name: SCORED | 18.2.2 | PATCH | (L1) Ensure 'Do not allow password expiration time
    longer than required by policy' is set to 'Enabled' (MS only)
  command: echo true
when:
- is_implemented
- rule_18_2_2
- not ansible_windows_domain_role == ""Primary domain controller""
tags:
- level1-memberserver
- rule_18.2.2
- audit
",MIT,44,georgenalen,https://old-galaxy.ansible.com/georgenalen/windows_2016_cis,data/repos/georgenalen/windows_2016_cis/tasks/section18.yml,name: SCORED | 18.2.2 | AUDIT | (L1) Ensure 'Do not allow password expiration time,"name: SCORED | 18.2.2 | AUDIT | (L1) Ensure 'Do not allow password expiration time longer
    than required by policy is set to Enabled' MS only
- name: SCORED | 18.2.2 | AUDIT | (L1) Ensure 'Do not allow password expiration time
    longer than required by policy is set to Enabled' MS only
  win_shell: AuditPol /get /subcategory:""Password Expiration"" -r | ConvertFrom-Csv |
    Select-Object -expand ""Inclusion Setting""
  register: rule_18_2_2_audit
  changed_when: false
  ignore_errors: true
- name: SCORED | 18.2.2 | AUDIT | (L1) Ensure 'Do not allow password expiration time
    longer than required by policy is set to Enabled' MS only
  win_shell: AuditPol /set /subcategory:""Password Expiration"" -r /success:enable
  when:
  - rule_18_2_2_audit.stdout == ""Success""
  - '''Success'' not in rule_18_2_2_audit.stdout'
  changed_when: false
when:
- rule_18_2_2
tags:
- level1
- level2
- rule_18.2.2
- patch
",0.8470268845558167,0.5439196706747811
314,create-sudo-user,"group: name=cheftest state=present
",MIT,21,nerdsvilleceo,https://old-galaxy.ansible.com/nerdsvilleceo/create-sudo-user,data/repos/nerdsvilleceo/create-sudo-user/tasks/main.yml,name: Create cheftest Group,"name: Create cheftest Group

Answer: ansible.builtin.group:
  name: cheftest
  state: present
",0.8383216857910156,0.280246375113938
315,workstation,"become: true
package:
  name: firefox-esr
  state: present
when: ansible_facts['distribution_release'] == ""pureos"" or ansible_facts['distribution']
  == ""Debian""
",,60,bradthebuilder,https://old-galaxy.ansible.com/bradthebuilder/workstation,data/repos/bradthebuilder/workstation/firefox/tasks/main.yml,name: Install Firefox,"name: Install Firefox

Answer: apt: name=firefox
",0.7390493154525757,0.03641801365780397
316,redhat-repo,"yum_repository:
  name: ''
  description: ''
  params: ''
with_dict: '{}'
register: register_yum_command
retries: 3
delay: 10
until: '''failed'' not in register_yum_command'
when: ansible_os_family == 'RedHat'
",,879,reallyenglish,https://old-galaxy.ansible.com/reallyenglish/redhat-repo,data/repos/reallyenglish/redhat-repo/tasks/main.yml,name: Install repositories,"name: Install repositories

Answer: apt_repository:
  repo: ''
  state: present
with_items: ''
",0.742365837097168,0.15779317673801002
317,owasp-wte,"template: src=build.sh.j2 dest=.//build.sh mode=0777
when: docker_files_enable
",GPL-3.0-only,6,albanandrieu,https://old-galaxy.ansible.com/albanandrieu/owasp-wte,data/repos/albanandrieu/owasp-wte/tasks/main.yml,name: Copy build.sh,"name: Copy build.sh

Answer: template:
  src: build.sh.j2
  dest: /usr/local/bin/build.sh
  mode: 493
",0.805144727230072,0.38479441926406394
318,esxi_syslog,"command: esxcli system syslog config get
register: output
",,32,miquelmariano,https://old-galaxy.ansible.com/miquelmariano/esxi_syslog,data/repos/miquelmariano/esxi_syslog/tasks/get.yml,name: Get scratch log configuration,"name: Get scratch log configuration

Answer: delegate_to: localhost
ansible.builtin.command:
  cmd:./zmlocalconfig -GetScratchLogConfig
args:
  chdir: /opt/zimbra/bin/
register: zmscratchlogconfig
changed_when: false
become: true
",0.7092103958129883,0.13636001179024726
319,emqttd,"service:
  name: emqttd.service
  state: started
",,21,honomoa,https://old-galaxy.ansible.com/honomoa/emqttd,data/repos/honomoa/emqttd/tasks/provision.yml,name: Start emqttd,"name: Start emqttd

Answer: service:
  name: emqttd
  state: started
",0.9095439314842224,0.5789504328409204
320,yarn,"package: name=nodejs state=latest
",,82888,ocha,https://old-galaxy.ansible.com/ocha/yarn,data/repos/ocha/yarn/tasks/rhel.yml,name: Install NodeJS package for yarn dependency,"name: Install NodeJS package for yarn dependency

Answer: apt:
  pkg: nodejs
  update_cache: true
  cache_valid_time: 86400
  state: present
become: true
when: not ansible_check_mode
",0.681667149066925,0.11205373671593438
321,grafana,"file:
  path: /var/lib/grafana/
  state: directory
  owner: grafana
  group: grafana
with_items:
- provisioning
- provisioning/dashboards
- provisioning/datasources
- dashboards
notify:
- Restart Grafana service
",,49,orachide,https://old-galaxy.ansible.com/orachide/grafana,data/repos/orachide/grafana/tasks/provisioning.yml,name: Provisioning | Ensure Grafana provisioning folders exist,"name: Provisioning | Ensure Grafana provisioning folders exist

Answer: file:
  path: ''
  state: directory
  owner: grafana
  group: grafana
with_items:
- '{{ grafana_path }}/data'
- '{{ grafana_path }}/logs'
tags:
- grafana_config
",0.8559374809265137,0.5687157666963205
322,ruby,"command: './configure

  --enable-shared

  --disable-install-doc

  --disable-install-rdoc

  --disable-install-capi

  '
args:
  chdir: /usr/local/src/ruby-{{ ruby_version.major }}.{{ ruby_version.minor }}.{{
    ruby_version.teeny }}
become: true
tags: ruby,configure
",,25,nerab,https://old-galaxy.ansible.com/nerab/ruby,data/repos/nerab/ruby/tasks/install.yml,name: Ruby is configured,"name: Ruby is configured to use the RVM installer

Answer: become: true
become_user: ''
shell: /bin/rvm install ruby-2.4.0
register: rvm_install_ruby_version
changed_when: '""Using ruby 2.4.0"" in rvm_install_ruby_version.stdout'
when: '(''""* ruby-2.4.0"" not in rvm_preinstall_ruby_versions.stdout'') or (''""rvm install
  ruby-2.4.0"" in rvm_install_ruby_version'')

  '
",0.7313081622123718,0.3093796070976082
323,cpp-developer,"become: false
file:
  path: //clion/jre
  state: absent
when: cpp_clion_share_jdk
","Apache-2.0-Short,Apache-2.0",118,kurron,https://old-galaxy.ansible.com/kurron/cpp-developer,data/repos/kurron/cpp-developer/tasks/main.yml,name: Remove CLion's Embedded JDK,"name: Remove CLion's Embedded JDK.

Answer: file:
  path: /opt/clion
  state: absent
when: clion_jdk_remove
become: true
",0.8493705987930298,0.4754646592652264
324,packages,"package:
  name: ''
  state: absent
with_items: ''
",,93,brentwg,https://old-galaxy.ansible.com/brentwg/packages,data/repos/brentwg/packages/tasks/install-remove-packages.yml,name: Remove specified software packages,"name: Remove specified software packages

Answer: ansible.builtin.package:
  name: ''
  state: absent
",0.7961821556091309,0.37190663349006364
325,nested_virtualization,"fail:
  msg: The system doesn't seem to have Intel nor AMD virtualization support.
when: intel_processor.rc != 0 and amd_processor.rc != 0
",GPL-3.0-only,7865,lukas-bednar,https://old-galaxy.ansible.com/lukas-bednar/nested_virtualization,data/repos/lukas-bednar/nested_virtualization/tasks/main.yml,name: Fail in case no Intel or AMD virtualization support is not detected.,"name: Fail in case no Intel or AMD virtualization support is not detected.

Answer: fail:
  msg: No virtualization support is detected, and the required modules are not installed.
when:
- ansible_virtualization_type is not defined
- ansible_virtualization_type == ""docker""
",0.7782040238380432,0.2625911475931856
326,elasticsearch,"lineinfile: 'dest=/etc/sysconfig/elasticsearch regexp=''^.?ES_HEAP_SIZE=''  line=""ES_HEAP_SIZE=""

  '
when: elasticsearch_heap_size is defined
notify: restart elasticsearch
ignore_errors: true
",MIT,170,william-yeh,https://old-galaxy.ansible.com/william-yeh/elasticsearch,data/repos/william-yeh/elasticsearch/tasks/memory.yml,"name: set ES_HEAP_SIZE in /etc/sysconfig/elasticsearch, if necessary","name: set ES_HEAP_SIZE in /etc/sysconfig/elasticsearch, if necessary

Answer: lineinfile:
  dest: /etc/sysconfig/elasticsearch
  regexp: ^ES_HEAP_SIZE=
  line: ES_HEAP_SIZE=
when: elasticsearch_heap_size is defined
notify: restart elasticsearch
",0.9082849025726318,0.6110468140780557
327,web_server,"when: ansible_os_family == ""Debian""
template:
  src: banco.php.j2
  dest: /var/www/html/include/banco.php
  owner: www-data
  group: www-data
  mode: 420
notify:
- Restart Apache
tags: web
",,17,brunopisca,https://old-galaxy.ansible.com/brunopisca/web_server,data/repos/brunopisca/web_server/tasks/configure.yml,name: Define a configuracao do arquivo banco.php Debian/Ubuntu,"name: Define a configuracao do arquivo banco.php Debian/Ubuntu

Answer: template:
  src: banco_debian.j2
  dest: /root/mysql/mysql_config.cnf
when: (ansible_distribution == 'Debian')
",0.7818723917007446,0.3995163803389447
328,etcd-cluster,"file: path=/etc/systemd/system/{{etcd_service}}.d state=directory mode=0755
sudo: true
",MIT,40,sigma,https://old-galaxy.ansible.com/sigma/etcd-cluster,data/repos/sigma/etcd-cluster/tasks/main.yml,name: Create systemd drop-in directory,"name: Create systemd drop-in directory

Answer: file:
  path: /etc/systemd/docker.service.d
  owner: root
  group: docker
  mode: 493
  state: directory
when: docker_http_proxy is defined or docker_https_proxy is defined
tags:
- template
",0.7833356857299805,0.20417948467238428
329,chat,"file:
  path: /opt/hubot/
  state: directory
  owner: pi
  group: pi
  mode: 509
",,16,tinajalabs,https://old-galaxy.ansible.com/tinajalabs/chat,data/repos/tinajalabs/chat/tasks/main.yml,name: Tinaja config task | Create the hubot directory,"name: Tinaja config task | Create the hubot directory

Answer: file:
  path: /opt/tinaja/hubot
  state: directory
when: hubot_detected.stat.exists == false
",0.7857261896133423,0.31641712299939617
330,pmm-server,"set_fact:
  pmm_server_UNINSTALL_PMM: 'false'
when: pmm_server_UNINSTALL_PMM is not defined
",,20,michaelcoburn,https://old-galaxy.ansible.com/michaelcoburn/pmm-server,data/repos/michaelcoburn/pmm-server/tasks/variables.yml,name: Define pmm_server_UNINSTALL_PMM,"name: Define pmm_server_UNINSTALL_PMM

Answer: set_fact:
  pmm_server_UNINSTALL_PMM: /opt/pbis/bin/pmm-8.3.0.3287.linux.x86_64.pmm.sh
when: pmm_server_install_pmm.rc!= 0
",0.8325911164283752,0.4334639315027029
331,ansible-role-samba4-primary-ad-dc,"template:
  src: ''
  dest: ''
  backup: true
with_items:
- src: pam_winbind.conf.j2
  dest: /usr/share/doc/libpam-winbind/examples/pam_winbind/pam_winbind.conf
notify:
- restart_samba
",MIT,94,bitfinity-nl,https://old-galaxy.ansible.com/bitfinity-nl/ansible-role-samba4-primary-ad-dc,data/repos/bitfinity-nl/ansible-role-samba4-primary-ad-dc/tasks/ubuntu-1804-amd64-login.yml,name: Download template smb.conf.j2 to /etc/samba/smb.conf,"name: Download template smb.conf.j2 to /etc/samba/smb.conf

Answer: template:
  src: smb.conf.j2
  dest: /etc/samba/smb.conf
  owner: root
  group: root
  mode: 420
notify: restart samba related services
",0.8102946877479553,0.3658614822873116
332,es,"data_input_monitor:
  name: /var/log/messages
  state: absent
  recursive: true
",,50898,splunk,https://old-galaxy.ansible.com/splunk/es,data/repos/splunk/es/integration/targets/data_input_monitor/tasks/main.yml,name: Clean up previous data_input_monitor,"name: Clean up previous data_input_monitor

Answer: data_input_monitor:
  name: /var/log/messages
  state: absent
",0.8799737691879272,0.5805854581490701
333,app-x11vnc-server,"apt:
  name: ''
  update_cache: true
  state: present
with_items:
- x11vnc
when: x11vnc_active.stat.exists == False
",GPL-3.0-only,29,bitfinity-nl,https://old-galaxy.ansible.com/bitfinity-nl/app-x11vnc-server,data/repos/bitfinity-nl/app-x11vnc-server/tasks/ubuntu-1604-amd64.yml,name: Install packages,"name: Install packages

Answer: ansible.builtin.package:
  name: '{{ _auto_update_packages[ansible_os_family ~ ''-'' ~ ansible_distribution_major_version]
    | default(_auto_update_packages[ansible_os_family] | default(_auto_update_packages[''default'']
    )) }}'
  state: present
",0.6962102651596069,0.1711580767706058
334,maven3,"file: path=/opt/maven3 state=directory mode=0775
",MIT,41,redtail83,https://old-galaxy.ansible.com/redtail83/maven3,data/repos/redtail83/maven3/tasks/main.yml,name: make directory for Maven3,"name: make directory for Maven3

Answer: file: path=/usr/local/maven state=directory owner=0 group=0 mode=0755
",0.8443602919578552,0.3565285167288014
335,mongodb,"shell: 'echo ""never"" >> /sys/kernel/mm/transparent_hugepage/enabled

  cat /sys/kernel/mm/transparent_hugepage/enabled

  '
",,20,manishjuneja,https://old-galaxy.ansible.com/manishjuneja/mongodb,data/repos/manishjuneja/mongodb/tasks/setup-Debian.yml,name: inject kernel.mm.transparent_hugepage,"name: inject kernel.mm.transparent_hugepage_enabled

Answer: lineinfile:
  dest: /etc/default/grub
  regexp: ^GRUB_CMDLINE_LINUX_DEFAULT=""(.*?)kernel.mm.transparent_hugepage=([01])(.*?)""
  line: GRUB_CMDLINE_LINUX_DEFAULT=""\1kernel.mm.transparent_hugepage=1\2""
  backrefs: true
notify:
- update-grub
",0.7528675198554993,0.22309081529002156
