,repo_name,license,input,download_link,download_count,output,path,org_name,starcoder-response,codebertscore,bleuscore
162,mysql_server,,name: Adiciona usuario admin e configura privilegios,https://old-galaxy.ansible.com/erik_larsson/mysql_server,9,"mysql_user:
  name: admin
  password: 4linux
  host: ''
  state: present
  priv: dexter500.*:ALL
with_items:
- localhost
- 127.0.0.1
- '%'
tags: banco
",data/repos/erik_larsson/mysql_server/tasks/database.yml,erik_larsson,"name: Adiciona usuario admin e configura privilegios
  mysql_user: name=admin password=pass priv=*.*:ALL host=localhost state=present
with_items:
- root
- mysql
",0.7828035950660706,0.48716633563248435
163,ansible-role-greenpithumb,"Apache-2.0-Short,Apache-2.0",name: load variables,https://old-galaxy.ansible.com/jeetshetty/ansible-role-greenpithumb,74,"include_vars: main.yml
",data/repos/jeetshetty/ansible-role-greenpithumb/tasks/main.yml,jeetshetty,"name: load variables

Answer: include_vars: ''
with_first_found:
-.yml
-.yml
- default.yml
tags:
- timezone
",0.7406659126281738,0.1560368476364003
164,etcd,,name: template etcd rc file,https://old-galaxy.ansible.com/frank6866/etcd,35,"template: src=etcd.rc.j2 dest=~/etcd_rc_files/etcd.rc  mode=644 backup=yes
",data/repos/frank6866/etcd/tasks/tls.yml,frank6866,"name: template etcd rc file

Answer: template:
  src: etcd.service.j2
  dest: /etc/systemd/system/etcd.service
  mode: 420
notify:
- restart etcd
",0.8205484747886658,0.24767976984794493
165,liveconfig,GPL-3.0-only,name: Start and enable liveconfig,https://old-galaxy.ansible.com/serverfriendsorg/liveconfig,17,"service:
  name: liveconfig
  enabled: true
  state: started
",data/repos/serverfriendsorg/liveconfig/tasks/main.yml,serverfriendsorg,"name: Start and enable liveconfig service

Answer: ansible.builtin.service:
  name: liveconfig
  state: started
  enabled: true
",0.8549487590789795,0.46419527372675573
166,ansible_elasticsearch,MIT,name: Add Elasticsearch GPG key.,https://old-galaxy.ansible.com/tinygg/ansible_elasticsearch,36,"rpm_key:
  key: https://artifacts.elastic.co/GPG-KEY-elasticsearch
  state: present
",data/repos/tinygg/ansible_elasticsearch/tasks/setup-RedHat.yml,tinygg,"name: Add Elasticsearch GPG key.

Answer: apt_key:
  url: https://artifacts.elastic.co/GPG-KEY-elasticsearch
  state: present
",0.9042447805404663,0.6256895026292296
167,sa-glibc-layer-container,MIT,name: Alpine | Install GLIBC | Step 13,https://old-galaxy.ansible.com/softasap/sa-glibc-layer-container,14,"file: path=""/root/.wget-hsts"" state=""absent""
",data/repos/softasap/sa-glibc-layer-container/tasks/tasks_alpine_glibc.yml,softasap,"name: Alpine | Install GLIBC | Step 13

Answer: apk:
  name:
  - glibc
  - libgcc
  - libstdc++
  update_cache: true
become: true
",0.6308499574661255,1.666454972991418e-78
168,gocd,,name: add repository key,https://old-galaxy.ansible.com/asg1612/gocd,13284,"get_url:
  url: https://download.gocd.io/GOCD-GPG-KEY.asc
  dest: /tmp/GOCD-GPG-KEY.asc
become: true
",data/repos/asg1612/gocd/tasks/main.yml,asg1612,"name: add repository key

Answer: apt_key:
  url: https://artifacts.elastic.co/GPG-KEY-elasticsearch
  state: present
",0.7906505465507507,0.2839882059911924
169,backup,,name: Rebuild tarsnap cache,https://old-galaxy.ansible.com/coaxial/backup,278,"become: true
command: tarsnap --fsck
when: backup__rebuild_cache
changed_when: false
",data/repos/coaxial/backup/tasks/main.yml,coaxial,"name: Rebuild tarsnap cache

Answer: command: tarsnap --rebuild
changed_when: false
when: tarsnap_check.changed
",0.8729552626609802,0.5324479597322257
170,common,,name: Install Python utilities,https://old-galaxy.ansible.com/dblenkus/common,120,"package: name= state=present
with_items:
- python-virtualenv
- python-ipython-console
",data/repos/dblenkus/common/tasks/python.yml,dblenkus,"name: Install Python utilities

Answer: become: true
apt:
  name:
  - python3-apt
  - python3-dev
  - python3-setuptools
  - python3-venv
  - python3-pip
  - python3-virtualenv
  state: present
  update_cache: true
",0.8041529059410095,0.2336560518409193
171,influxdb,,name: install influxdb package,https://old-galaxy.ansible.com/redouane/influxdb,15,"apt: deb=/tmp/influxdb_0.9.5_amd64.deb state=present
when: influxdb_installed_check.rc == 1
",data/repos/redouane/influxdb/tasks/main.yml,redouane,"name: install influxdb package

Answer: apt:
  name: influxdb
  state: present
  update_cache: true
when: not influxdb_install_url|bool
tags:
- install-check-mk-server
",0.7592405676841736,0.29191501790526814
172,apimon,,name: Create required directories,https://old-galaxy.ansible.com/kucerakk/apimon,31,"become: true
file:
  dest: ''
  state: directory
  owner: apimon
  group: apimon
  recurse: true
loop:
- dest: /var/log/apimon
- dest: /var/lib/apimon
- dest: /etc/apimon
- dest: /home/apimon/tmp
",data/repos/kucerakk/apimon/scheduler/tasks/main.yml,kucerakk,"name: Create required directories

Answer: file:
  path: ''
  state: directory
  owner: root
  group: root
  mode: 493
with_items:
- /etc/supervisor/conf.d
- /var/log/supervisor
",0.8015004396438599,0.4265112922214987
173,ansible_website_role,,name: make new rds database,https://old-galaxy.ansible.com/hyperfocus1337/ansible_website_role,19,"mysql_db: name={{ name }} login_host={{ aws_region }}.rds.amazonaws.com:{{ mysql_port
  }} login_port={{ mysql_port }} login_user= login_password= state=present
",data/repos/hyperfocus1337/ansible_website_role/tasks/database/create-rds-db.yml,hyperfocus1337,"name: make new rds database

Answer: oracle_database:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  schema_name: foo
  state: present
",0.7363866567611694,0.22064030575282406
174,cockpit,MIT,name: Ensure Cockpit Storaged Packages Are Present,https://old-galaxy.ansible.com/hwwilliams/cockpit,82,"become: true
package:
  name: cockpit-storaged
  state: present
notify: Restart Cockpit
when: cockpit_storaged
",data/repos/hwwilliams/cockpit/tasks/main.yml,hwwilliams,"name: Ensure Cockpit Storaged Packages Are Present

Answer: yum:
  name: ''
  state: present
with_items:
- cockpit-storaged
when: ansible_os_family == 'RedHat'
",0.8065727353096008,0.4521354470946279
175,ansible_role_phpmyadmin,,name: edit database server port,https://old-galaxy.ansible.com/ffornari90/ansible_role_phpmyadmin,9,"replace:
  path: /etc/phpMyAdmin/config.inc.php
  regexp: ^\$cfg\[\'Servers\'\]\[\$i\]\[\'port\'\]          = \'(.*)\'\;(.*)$
  replace: $cfg['Servers'][$i]['port']          = '3306';
notify: restart php-fpm
",data/repos/ffornari90/ansible_role_phpmyadmin/tasks/main.yml,ffornari90,"name: edit database server port

Answer: oracle_parameter:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  name: max_connections
  value: '10000'
  state: defined
  scope: spfile
",0.6640526652336121,0.12775645729702462
176,kubernetescluster19,,name: 'Install docker on ',https://old-galaxy.ansible.com/govi230/kubernetescluster19,9,"package:
  name: docker
  state: present
register: docker_pkg_status
",data/repos/govi230/kubernetescluster19/tasks/CREngine/docker/Amazon/type_1.yml,govi230,"name: 'Install docker on '

Answer: become: true
become_user: root
with_items:
- dnf
- yum
- apt
- apt-transport-https
- lsb-release
- curl
- gnupg2
- docker-ce
- docker-ce-cli
- containerd.io
- docker-compose
",0.6717278957366943,0.12750011600471942
177,zookeeper,,name: Unarchive the zookeeper archive,https://old-galaxy.ansible.com/mohsensy/zookeeper,23,"unarchive:
  src: /opt/archives/zookeeper-3.4.10.tar.gz
  dest: /opt/zookeeper
  owner: zookeeper
  group: zookeeper
  remote_src: true
notify: restart zookeeper
",data/repos/mohsensy/zookeeper/tasks/main.yml,mohsensy,"name: Unarchive the zookeeper archive

Answer: ansible.builtin.unarchive:
  src: /tmp/zookeeper-{{ zookeeper_version }}.tar.gz
  dest: /opt
  copy: false
  creates: /opt/zookeeper-{{ zookeeper_version }}
  owner: root
  group: root
  mode: '0755'
",0.8421124815940857,0.48458255760858143
178,joomla-ansible,GPL-2.0,name: Create joomla DB user,https://old-galaxy.ansible.com/radamanth/joomla-ansible,79,"mysql_user: name=""joomla"" password=""DontLetThisLikeThisYouFool!"" priv=""joomla.*:ALL""
  state=""present"" append_privs=yes
tags:
- joomla
",data/repos/radamanth/joomla-ansible/tasks/main.yml,radamanth,"name: Create joomla DB user

Answer: ansible.builtin.mysql_user:
  name: joomla
  password: ''
  priv: '*.*:SELECT'
  host: ''
  state: present
with_items:
- ''
when:
- joomla_database_user is defined
- joomla_database_password is defined
",0.7885439395904541,0.2718995031803765
179,mariadb,Unlicense,name: insert configuration template,https://old-galaxy.ansible.com/nover/mariadb,31,"template: src=mariadb.cnf.j2 dest=/etc/mysql/conf.d/mariadb.cnf owner=root group=root
  mode=""u=rw,g=r,o=r""
notify: mariadb_reload
",data/repos/nover/mariadb/tasks/main.yml,nover,"name: insert configuration template

Answer: template:
  src: etc/sensu/conf.d/templates/server.conf.j2
  dest: /etc/sensu/conf.d/server.conf
  owner: sensu
  group: sensu
  mode: 420
notify:
- restart sensu server
",0.8004558086395264,0.2607345683848576
180,jetbrains-youtrack,MIT,name: Include youtrack distribution tasks,https://old-galaxy.ansible.com/fubarhouse/jetbrains-youtrack,41,"include: tasks-youtrack-distribution.yml
when:
- init_file.stat.exists|bool == false
- youtrack_version|string not in youtrack_installed_version.stdout
- youtrack_build|string not in youtrack_installed_build.stdout
",data/repos/fubarhouse/jetbrains-youtrack/tasks/main.yml,fubarhouse,"name: Include youtrack distribution tasks

Answer: include_tasks: ''
with_first_found:
- files:
  - -.yml
  - -.yml
  -.yml
  -.yml
  -.yml
  - defaults.yml
  paths:
  - distribution
loop_control:
  loop_var: loop_distribution
tags:
- configuration
- packages
",0.720727801322937,0.2609186666460418
181,drupal,,name: Drupal7 variables include,https://old-galaxy.ansible.com/icasimpan-oss/drupal,18,"include_vars:
  file: vars/drupal7x.yml
when: drupal_ver == ""7x""
",data/repos/icasimpan-oss/drupal/tasks/main.yml,icasimpan-oss,"name: Drupal7 variables include

Answer: include_vars:../vars/drupal7.yml
",0.8571039438247681,0.4737124780550541
182,eos,,name: Enable eapi,https://old-galaxy.ansible.com/arista/eos,1828158,"become: true
connection: ansible.netcommon.network_cli
arista.eos.eos_eapi:
  http: true
  https: true
  local_http: false
  enable_socket: true
tags:
- httpapi
",data/repos/arista/eos/integration/targets/prepare_eos_tests/tasks/main.yml,arista,"name: Enable eapi-release repo

Answer: yum:
  name: https://dl.fedoraproject.org/pub/epel/epel-release-latest-7.noarch.rpm
  state: present
when: ansible_distribution == ""CentOS"" or ansible_distribution == ""Red Hat Enterprise
  Linux""
",0.6741436123847961,0.20446976087406218
183,web_server,,name: Verifica se arquivo banco.php existe,https://old-galaxy.ansible.com/lorena1205/web_server,1,"stat:
  path: /var/www/html/include/banco.php
register: banco_php_file
",data/repos/lorena1205/web_server/tasks/configure.yml,lorena1205,"name: Verifica se arquivo banco.php existe

Answer: stat:
  path: /var/www/html/banco.php
register: banco_php
",0.8739478588104248,0.5300191772328011
184,strider,GPL-2.0,name: Ensure MySQL client present using yum,https://old-galaxy.ansible.com/cocoy/strider,41,"sudo: true
yum:
  name: ''
  state: present
",data/repos/cocoy/strider/tasks/setup-RedHat.yml,cocoy,"name: Ensure MySQL client present using yum.

Answer: yum: name=mysql-client state=present
when: ansible_os_family == 'RedHat'
",0.7635610699653625,0.18639220855147062
185,percona_toolkit,MIT,name: Install Percona Toolkit package,https://old-galaxy.ansible.com/ussrlongbow/percona_toolkit,2982,"apt:
  name: percona-toolkit
  state: present
  update_cache: true
",data/repos/ussrlongbow/percona_toolkit/tasks/main.yml,ussrlongbow,"name: Install Percona Toolkit package

Answer: apt:
  name: ''
  state: latest
  update_cache: true
vars:
  packages:
  - percona-toolkit
",0.8635815382003784,0.4263009428919319
186,ansible_nginx_role,,name: remove openssl archive,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,9,"file: path={{ downloads }}openssl/ state=absent
",data/repos/hyperfocus1337/ansible_nginx_role/tasks/download/openssl/openssl-release.yml,hyperfocus1337,"name: remove openssl archive

Answer: ansible.builtin.file:
  path: /tmp/openssl-1.1.0h.tar.gz
  state: absent
changed_when: false
",0.7484522461891174,0.18589313756460402
187,ansible-centos7-docker,GPL-3.0-only,name: Recreate jackett container,https://old-galaxy.ansible.com/westchesterpubliclibrary/ansible-centos7-docker,1,"docker_container:
  name: jackett
  image: linuxserver/jackett
  state: started
  restart_policy: unless-stopped
  recreate: true
  restart: true
  pull: true
  exposed_ports:
  - 9117
  published_ports:
  - 9117:9117
  volumes:
  - /docker/containers/jackett/downloads:/downloads
  - /docker/containers/jackett/config:/config
  - /etc/localtime:/etc/localtime:ro
  env:
    TZ: America/Chicago
    PUID: 1000
    PGID: 1000
tags:
- jackett
",data/repos/westchesterpubliclibrary/ansible-centos7-docker/roles/docker-jackett/tasks/main.yml,westchesterpubliclibrary,"name: Recreate jackett container

Answer: docker_container:
  name: jackett
  image: jackett/jackett:latest
  restart_policy: always
  volumes:
  - /data/jackett:/config
  - /data/jackett/downloads:/downloads
  - /data/jackett/logs:/logs
  - /data/jackett/seeders:/seeders
  ports:
  - 7891:7891
  env:
    TZ: Europe/Berlin
  networks:
  - name: jackett
  purge_networks: true
when: jackett_config is changed
",0.8305993676185608,0.5630910582923692
188,docker-compose,GPL-3.0-only,name: Install docker-ce and docker-compose,https://old-galaxy.ansible.com/adnanhodzic/docker-compose,288,"apt:
  pkg:
  - docker-ce
  - docker-compose
  update_cache: true
  install_recommends: true
  state: present
",data/repos/adnanhodzic/docker-compose/tasks/main.yml,adnanhodzic,"name: Install docker-ce and docker-compose

Answer: apt:
  name:
  - docker-ce
  - docker-compose
  state: present
",0.8566131591796875,0.6114657270146735
189,windows_2019_cis,MIT,name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set,https://old-galaxy.ansible.com/georgenalen/windows_2019_cis,61,"  to Disabled
block:
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOndomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOndomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when:
- rule_18_5_9_1
tags:
- level2-domaincontroller
- level2-memberserver
- rule_18.5.9.1
- patch
",data/repos/georgenalen/windows_2019_cis/tasks/section18.yml,georgenalen,"name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set

Answer:   to Disabled
block:
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnDomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnDomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when: rule_18_5_9_1
tags:
- level2
- rule_18.5.9.1
- patch
",0.9600337147712708,0.9227133492966337
190,devops,,name: Install ranger,https://old-galaxy.ansible.com/goldeagle/devops,52,"apt:
  name: ranger
  state: present
",data/repos/goldeagle/devops/ranger/tasks/main.yml,goldeagle,"name: Install ranger-admin

Answer: yum: name=ranger-admin state=present
when: ranger_admin_script is defined
",0.7765222191810608,0.2231280361177067
191,java8,,name: modify repository,https://old-galaxy.ansible.com/mats116/java8,223,"apt_repository:
  repo: ppa:openjdk-r/ppa
  state: present
",data/repos/mats116/java8/tasks/main.yml,mats116,"name: modify repository'mackerel'

Answer: copy:
  src: centos-mackerel.repo
  dest: /etc/yum.repos.d/mackerel.repo
  owner: root
  group: root
  mode: 420
when: check_al2.rc!= 0
",0.7138007879257202,0.1387889185565067
192,ossec-wazuh,,name: download wazhu-api,https://old-galaxy.ansible.com/gfolga/ossec-wazuh,53,"get_url: url=https://github.com/wazuh/wazuh-api/archive/v1.2.1.tar.gz dest=/tmp/wazuh-API-1.2.1.tar.gz
",data/repos/gfolga/ossec-wazuh/tasks/api.yml,gfolga,"name: download wazhu-api

Answer: git:
  repo: https://github.com/wazuh/wazuh-api.git
  dest: /wazuh
  version: 0.10.0
",0.8533888459205627,0.39794308266627193
193,wordpress_hosted,,name: Check if wp-salts.php exists,https://old-galaxy.ansible.com/trombik/wordpress_hosted,11,"stat:
  path: '{{ wordpress_hosted_app_root }}/wp-salts.php'
register: __regsister_wp_salts_php
",data/repos/trombik/wordpress_hosted/tasks/wp_salts.yml,trombik,"name: Check if wp-salts.php exists

Answer: stat:
  path: /wp-salts.php
register: wp_salts_file
",0.8494241833686829,0.5075788866004907
194,dovecot,,name: Create LDAP master configuration,https://old-galaxy.ansible.com/stuvusit/dovecot,15,"template:
  src: ldap-master.conf.j2
  dest: /etc/dovecot/ldap-master.conf
  owner: root
  group: root
  mode: 416
notify: Reload dovecot
",data/repos/stuvusit/dovecot/tasks/main.yml,stuvusit,"name: Create LDAP master configuration file

Answer: template:
  src: config.ldif.j2
  dest: '{{ openldap_basedir }}/config/slapd.d/config.ldif'
  owner: root
  group: root
  mode: 420
",0.83589106798172,0.4619940463881513
195,vpn-server,,name: configure postfix protocols,https://old-galaxy.ansible.com/alexteldekov/vpn-server,20,"debconf:
  name: postfix
  question: postfix/protocols
  vtype: select
  value: ipv4
",data/repos/alexteldekov/vpn-server/tasks/main.yml,alexteldekov,"name: configure postfix protocols

Answer: template:
  src: etc/postfix/sasl_passwd
  dest: /etc/postfix/sasl_passwd
  owner: root
  group: root
  mode: 384
with_items: ''
notify: postfix restart
",0.7260802984237671,0.22830695073272708
196,mongodb,,name: Starting up MongoDB,https://old-galaxy.ansible.com/kushwiz/mongodb,11,"service: name=mongodb state=started
sudo: true
",data/repos/kushwiz/mongodb/tasks/main.yml,kushwiz,"name: Starting up MongoDB

Answer: service: name=mongod state=started enabled=yes
when: mongodb_install and (ansible_service_mgr == ""systemd"")
",0.7975746989250183,0.24336393982421714
197,ruby,MIT,name: Install Packages | bundler,https://old-galaxy.ansible.com/colstrom/ruby,714,"gem:
  state: latest
  name: bundler
  user_install: false
",data/repos/colstrom/ruby/tasks/install.yml,colstrom,"name: Install Packages | bundler

Answer: gem:
  state: latest
  name: bundler
when: autodeploy_with_bundler
tags:
- software-installation
- using-bundler
- autodeploy
",0.7785327434539795,0.2738261274123165
198,biostar,GPL-3.0-only,name: Copy the auto deployment script,https://old-galaxy.ansible.com/puntonim/biostar,4,"copy:
  src: continuous_deployment.sh
  dest: ''
  owner: www-data
  group: www-data
  mode: 493
sudo: true
",data/repos/puntonim/biostar/roles/docker_webapp/tasks/main.yml,puntonim,"name: Copy the auto deployment script

Answer: template:
  src: autodeploy.sh.j2
  dest: /usr/local/bin/auto_deploy.sh
  owner: root
  group: root
  mode: 493
",0.807866632938385,0.4060112095423275
199,ansible_role_pivpn,,name: Convert OpenVPN client key to DES3 for Android or iOS clients,https://old-galaxy.ansible.com/nickjlange/ansible_role_pivpn,18,"shell: openssl ec -in ""/pki/private/.key"" -des3 -out ""/pki/private/.3des.key"" -passin
  pass:$KEY_PASSWORD -passout pass:$KEY_PASSWORD
args:
  executable: /bin/bash
  chdir: /pki/private/
environment:
  KEY_PASSWORD: ''
when: easyclientdes3 is defined and openVPN_client_username != """" and easyclient.stat.exists
  == False
",data/repos/nickjlange/ansible_role_pivpn/tasks/easy-rsa.yml,nickjlange,"name: Convert OpenVPN client key to DES3 for Android or iOS clients

Answer: shell: openssl rsa -in /etc/openvpn/certs/INDIGOVR-{{ INDIGOVR_NODE_TYPE }}-{{ ansible_fqdn
  }}.key -out /etc/openvpn/certs/INDIGOVR-{{ INDIGOVR_NODE_TYPE }}-{{ ansible_fqdn
  }}.key.des3 -passin file:{{ INDIGOVR_PASSWD_FILE }} -2
become: true
notify:
- Enable and start OpenVPN service
when:
- not ansible_check_mode
- INDIGOVR_ENABLE_VPN|bool
- INDIGOVR_OPENVPN_CLIENT_KEY_OUTPUT is changed
",0.741899311542511,0.2332311584840584
200,openwisp2,,name: Install MySQL-python,https://old-galaxy.ansible.com/dimpolissiou/openwisp2,19,"when: openwisp2_database.engine in [""django.db.backends.mysql"", ""django.contrib.gis.db.backends.mysql""]
pip:
  name: MySQL-python
  state: latest
  virtualenv: '{{ openwisp2_path }}/env'
  virtualenv_python: python3
  virtualenv_site_packages: true
notify: reload supervisor
",data/repos/dimpolissiou/openwisp2/tasks/pip.yml,dimpolissiou,"name: Install MySQL-python

Answer: apt: name=mysql-python state=present
",0.73603755235672,0.033116073821042646
201,graphite,GPL-2.0,name: set graphite user gid,https://old-galaxy.ansible.com/deimosfr/graphite,116,"group: name='_graphite' gid= state=present
when: graphite_gid
",data/repos/deimosfr/graphite/tasks/install.yml,deimosfr,"name: set graphite user gid

Answer: lineinfile:
  dest: /etc/graphite/conf/carbon.conf
  regexp: ^CouchDBUser=
  line: CouchDBUser=graphite
notify:
- restart carbon-cache
- restart carbon-relay
",0.7363501787185669,0.14302067975960184
202,zabbix_agent,"Apache-2.0-Short,Apache-2.0",name: Install zabbix-agent software,https://old-galaxy.ansible.com/robertdebock/zabbix_agent,784,"ansible.builtin.package:
  name: zabbix-agent
  state: present
",data/repos/robertdebock/zabbix_agent/tasks/main.yml,robertdebock,"name: Install zabbix-agent software

Answer: ansible.builtin.package:
  name: zabbix-agentzabbix-senderzabbix-get
  state: present
",0.9046188592910767,0.4688935824222057
203,nomad,"Apache-2.0-Short,Apache-2.0",name: Nomad Config Directory,https://old-galaxy.ansible.com/torian/nomad,3942,"file:
  state: directory
  name: /etc/nomad.d
  owner: nomad
  group: nomad
  mode: '0750'
",data/repos/torian/nomad/tasks/provision.yml,torian,"name: Nomad Config Directory

Answer: file:
  state: directory
  path: /etc/nomad
  owner: nomad
  group: nomad
  mode: '0755'
",0.9050908088684082,0.6604191806349647
204,apps_fluentbit,"Apache-2.0-Short,Apache-2.0",name: Import install tasks,https://old-galaxy.ansible.com/lotusnoir/apps_fluentbit,12,"ansible.builtin.import_tasks: install.yml
",data/repos/lotusnoir/apps_fluentbit/tasks/main.yml,lotusnoir,"name: Import install tasks

Answer: ansible.builtin.import_tasks: install.yml
",0.9021472930908203,0.5292664809340955
205,parrotos_docker,MIT,name: parrotos,https://old-galaxy.ansible.com/warhorse/parrotos_docker,190,"docker_container:
  name: parrotos
  image: parrotos
  pull: false
  privileged: true
  state: started
  hostname: parrotos
  restart_policy: unless-stopped
  published_ports: 0.0.0.0:80:6080
  labels: '{}'
  shm_size: 2GB
  capabilities:
  - NET_ADMIN
  volumes:
  - /opt/docker/parrotos/data:/parrotos
  env:
    TZ: America/New_York
    VNC_PASSWORD: password
    ROOT_PASSWORD: password
    XUSER_PASSWORD: password
  networks:
  - name: parrotos
  purge_networks: true
",data/repos/warhorse/parrotos_docker/tasks/parrotos.yml,warhorse,"name: parrotos

Answer: ansible.builtin.include_tasks: install-parrotos.yml
",0.666458785533905,0.00243434209733037
206,k3s_haproxy,,name: Copy HAProxy configuration in place.,https://old-galaxy.ansible.com/gepardec/k3s_haproxy,16,"template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  mode: 416
  validate: haproxy -f %s -c -q
notify: restart haproxy
",data/repos/gepardec/k3s_haproxy/tasks/main.yml,gepardec,"name: Copy HAProxy configuration in place.

Answer: template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  validate: haproxy -c -f %s
  mode: 420
notify: Restart Haproxy
",0.918188214302063,0.6553919187462925
207,mongo_s3_backup,MIT,name: Install apt packages,https://old-galaxy.ansible.com/amritsingh/mongo_s3_backup,4284,"apt: name= state=present
with_items: pythonpython-piptar
when: ansible_os_family == ""Debian""
become: true
",data/repos/amritsingh/mongo_s3_backup/tasks/prereq.yml,amritsingh,"name: Install apt packages

Answer: apt: name= state=present
with_items:
- unzip
- libwww-perl
- libdatetime-perl
when: ansible_os_family == ""Debian""
become: true
become_method: sudo
",0.8474425077438354,0.4907156326285714
208,mattermost,,name: Create letsencrypt config file /etc/letsencrypt.ini,https://old-galaxy.ansible.com/tjtoml/mattermost,192,"template:
  src: letsencrypt/cli.ini.j2
  dest: /etc/letsencrypt.ini
",data/repos/tjtoml/mattermost/tasks/SSL/letsencrypt.yml,tjtoml,"name: Create letsencrypt config file /etc/letsencrypt.ini

Answer: template:
  src: letsencrypt.ini.j2
  dest: /etc/letsencrypt.ini
  owner: root
  group: root
  mode: '0644'
",0.885815441608429,0.36249532499163717
209,ansible-role-docker,"Apache-2.0-Short,Apache-2.0",name: Ensure dependencies are installed,https://old-galaxy.ansible.com/enr0s/ansible-role-docker,210,"apt:
  name: apt-transport-httpsca-certificatescurlgnupg-agentsoftware-properties-commonjq
  state: present
  update_cache: true
  force_apt_get: true
",data/repos/enr0s/ansible-role-docker/tasks/main.yml,enr0s,"name: Ensure dependencies are installed

Answer: apt:
  name:
  - apt-transport-https
  - ca-certificates
  - gnupg2
  state: present
",0.8216717839241028,0.5054293546653913
210,ansible-ocsinventory-agent,,name: Include OS-specific variables.,https://old-galaxy.ansible.com/romaincabassot/ansible-ocsinventory-agent,330,"include_vars: .yml
",data/repos/romaincabassot/ansible-ocsinventory-agent/tasks/main.yml,romaincabassot,"name: Include OS-specific variables.

Answer: include_vars:.yml
",0.8165240287780762,0.24424036427680473
211,alpine_graphite,,name: Start Carbon-cache,https://old-galaxy.ansible.com/alainvanhoof/alpine_graphite,15,"service:
  name: carbon-cache
  state: started
  enabled: true
",data/repos/alainvanhoof/alpine_graphite/tasks/main.yml,alainvanhoof,"name: Start Carbon-cache

Answer: service: name=carbon-cache state=started enabled=yes
",0.8539632558822632,0.49355524117960226
212,ansible_role_backblaze,MIT,name: ' | Add locale for python',https://old-galaxy.ansible.com/n3d4ti/ansible_role_backblaze,12,"lineinfile:
  path: /root/.bash_profile
  insertafter: EOF
  line: export LC_ALL=en_US.UTF-8
",data/repos/n3d4ti/ansible_role_backblaze/tasks/main.yml,n3d4ti,"name: ' | Add locale for python'

Answer: template:
  src: locale.j2
  dest: /etc/default/locale
  owner: root
  group: root
  mode: 420
when:
- ansible_distribution_release == ""xenial"" or ansible_distribution_release ==
  ""xenial-security""
notify:
- update-locale
",0.6545206904411316,0.08236246548003277
