,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
400,douglasgoodwin,,name: update mysql root password for all root accounts,data/repos/douglasgoodwin/mariadb10_my_cnf_update/tasks/main.yml,"mysql_user: name=root host= password=
when: ansible_hostname != 'localhost'
",mariadb10_my_cnf_update,27,https://old-galaxy.ansible.com/douglasgoodwin/mariadb10_my_cnf_update,"name: update mysql root password for all root accounts

Answer: mysql_user:
  name: root
  host: ''
  password: ''
  priv: '*.*:ALL'
  login_user: root
  login_password: ''
with_items:
- 127.0.0.1
- ::1
- localhost
when: mysql_root_password is defined
",0.7683260440826416,0.18635565039341173
401,johnpion,,name: Install nginx,data/repos/johnpion/nginx/tasks/install.yml,"ansible.builtin.apt:
  pkg: nginx
  update_cache: true
",nginx,1,https://old-galaxy.ansible.com/johnpion/nginx,"name: Install nginx

Answer: apt:
  name: nginx
  state: present
",0.7652517557144165,0.3055177279292364
402,bilalcaliskan,Apache-2.0-Short,name: Include install.yml file conditionally,data/repos/bilalcaliskan/kafka_exporter/tasks/main.yml,"include_tasks: install.yml
when: (install_kafka_exporter | bool)
",kafka_exporter,367,https://old-galaxy.ansible.com/bilalcaliskan/kafka_exporter,"name: Include install.yml file conditionally

Answer: ansible.builtin.import_tasks: install.yml
when:
- ansible_facts['os_family'] == ""RedHat""
- ansible_facts['distribution_major_version']|int >= 8
",0.745554506778717,0.20377206818603955
403,dottgonzo,,name: Set Hostname,data/repos/dottgonzo/set_hostname_and_reboot/tasks/main.yml,"hostname:
  name: ''
notify:
- reboot machine
",set_hostname_and_reboot,197,https://old-galaxy.ansible.com/dottgonzo/set_hostname_and_reboot,"name: Set Hostname

Answer: hostname:
  name: '{{ inventory_hostname_short }}'
",0.7622765898704529,0.2872019323092285
404,neoloc,"Apache-2.0-Short,Apache-2.0",name: place systemd override,data/repos/neoloc/bind/tasks/main.yml,"block:
- name: create /etc/systemd/system/{{ _bind_service[ansible_distribution ~ '-' ~ ansible_distribution_major_version]
    | default(_bind_service[ansible_distribution] | default(_bind_service[ansible_os_family]
    | default(_bind_service['default'] ))) }}.service.d
  ansible.builtin.file:
    path: /etc/systemd/system/{{ _bind_service[ansible_distribution ~ '-' ~ ansible_distribution_major_version]
      | default(_bind_service[ansible_distribution] | default(_bind_service[ansible_os_family]
      | default(_bind_service['default'] ))) }}.service.d
    state: directory
    mode: '0755'
- name: place override.conf
  ansible.builtin.copy:
    src: override.conf
    dest: /etc/systemd/system/{{ _bind_service[ansible_distribution ~ '-' ~ ansible_distribution_major_version]
      | default(_bind_service[ansible_distribution] | default(_bind_service[ansible_os_family]
      | default(_bind_service['default'] ))) }}.service.d/override.conf
    owner: root
    group: root
    mode: '0644'
- name: systemctl daemon-reload
  ansible.builtin.systemd:
    daemon_reload: true
  changed_when: false
when:
- bind_configure == True
- ansible_service_mgr == ""systemd""
tags:
- bind
",bind,19,https://old-galaxy.ansible.com/neoloc/bind,"name: place systemd override

Answer: template:
  src: etc/systemd/system/monasca-persister.service.j2
  dest: /etc/systemd/system/monasca-persister.service
  owner: root
  group: root
  mode: 420
notify:
- restart monasca-persister
when: use_systemd
",0.7118951082229614,0.01684037260282892
405,nanopish,,name: Hold RDB current version,data/repos/nanopish/rethinkdb/tasks/main.yml,"copy:
  src: files/rethinkdb.pref
  dest: /etc/apt/preferences.d/rethinkdb.pref
",rethinkdb,6,https://old-galaxy.ansible.com/nanopish/rethinkdb,"name: Hold RDB current version

Answer: ansible.builtin.copy:
  content: 'RDB version: '
  dest: /var/lib/redis/latest.rdb
  owner: redis
  group: redis
  mode: 420
when: redis_version_file.stat.exists
",0.7316880226135254,0.13371991962570712
406,networkjanitor,,name: ensure xinetd is installed,data/repos/networkjanitor/check_mk-agent/tasks/main.yml,"apt:
  name: xinetd
  update_cache: true
become: true
",check_mk-agent,26,https://old-galaxy.ansible.com/networkjanitor/check_mk-agent,"name: ensure xinetd is installed

Answer: package:
  name: xinetd
  state: present
",0.7879674434661865,0.313677314587235
407,gaurav_gupta_gtm,,name: Download JDK package,data/repos/gaurav_gupta_gtm/ansible_hadoop/hadoop_config/tasks/main.yml,"get_url:
  url: http://35.244.242.82/yum/java/el7/x86_64/jdk-8u171-linux-x64.rpm
  dest: /jdk-8u171-linux-x64.rpm
  mode: 420
",ansible_hadoop,54,https://old-galaxy.ansible.com/gaurav_gupta_gtm/ansible_hadoop,"name: Download JDK package

Answer: get_url:
  url: https://download.java.net/java/GA/jdk11/11.0.10/d54d3036095b401bbc12bb146490428d/8u322-b06/jdk-11.0.10_linux-x64.tar.gz
  dest: /tmp/jdk-11.0.10.tar.gz
",0.8154298663139343,0.2821834944931964
408,robertdebock,"Apache-2.0-Short,Apache-2.0",name: assert | Test item in nfsserver_exports,data/repos/robertdebock/nfsserver/tasks/assert.yml,"ansible.builtin.assert:
  that:
  - item.share is defined
  - item.share is string
  - item.share is not none
  - item.hosts is defined
  - item.hosts is iterable
  - item.owner is defined
  - item.owner is string
  - item.owner is not none
  - item.group is defined
  - item.group is string
  - item.group is not none
  - item.mode is defined
  - item.mode is string
  - item.mode is not none
  quiet: true
loop: ''
loop_control:
  label: ''
when:
- nfsserver_exports is defined
",nfsserver,216,https://old-galaxy.ansible.com/robertdebock/nfsserver,"name: assert | Test item in nfsserver_exports

Answer: ansible.builtin.assert:
  that:
  - item.name is defined
  - item.name is string
  - item.name is not none
  - item.path is defined
  - item.path is string
  - item.path is not none
  quiet: true
loop: ''
when:
- nfsserver_exports is defined
",0.882043182849884,0.42111345635596736
409,sowti,,name: Inicia e ativa na inicializacao o servico mariadb,data/repos/sowti/mysql_server/tasks/install.yml,"when: ansible_os_family == ""RedHat""
systemd:
  name: mariadb
  state: started
  enabled: true
tags: banco
",mysql_server,16,https://old-galaxy.ansible.com/sowti/mysql_server,"name: Inicia e ativa na inicializacao o servico mariadb

Answer: service:
  name: mariadb
  state: started
  enabled: true
",0.7571967244148254,0.47961721890076786
410,roboticpuppies,,name: Ensure Teleport is installed in Debian.,data/repos/roboticpuppies/teleport/tasks/setup-Debian.yml,"apt:
  name: teleport
  state: present
",teleport,33,https://old-galaxy.ansible.com/roboticpuppies/teleport,"name: Ensure Teleport is installed in Debian.

Answer: apt:
  name: teleport
  state: present
when: ansible_os_family == 'Debian'
",0.7770926356315613,0.2917100682134535
411,blackstar257,BSD-2-Clause,name: Auto relabel files upon boot if enabled,data/repos/blackstar257/selinux/tasks/rhel.yml,"file:
  path: /.autorelabel
  state: touch
when:
- selinux_status_change is changed
- selinux_relabel
- selinux_state != 'disabled'
tags:
- selinux
",selinux,873,https://old-galaxy.ansible.com/blackstar257/selinux,"name: Auto relabel files upon boot if enabled

Answer: become: true
lineinfile:
  dest: /etc/sysconfig/network
  regexp: ^RELABEL_COMMAND=
  line: RELABEL_COMMAND=""if [ -f /etc/resolv.conf ]; then resolvconf -u; fi""
  state: present
notify:
- restart network
when: ansible_distribution == ""Ubuntu""
",0.7080497741699219,0.17175196732929524
412,lborguetti,GPL-2.0,name: Running dist-upgrade,data/repos/lborguetti/system-update/tasks/Debian.yml,"apt: upgrade=dist
tags: system-update
",system-update,1318,https://old-galaxy.ansible.com/lborguetti/system-update,"name: Running dist-upgrade

Answer: apt:
  upgrade: dist
when: ansible_os_family == ""Debian""
",0.7780790328979492,0.17721980850859673
413,mtangaro,,name: Start myFAIR,data/repos/mtangaro/myfair_portal/tasks/gunicorn.yml,"service:
  name: myfair
  state: started
  enabled: true
become_user: root
become_method: sudo
",myfair_portal,31,https://old-galaxy.ansible.com/mtangaro/myfair_portal,"name: Start myFAIR-registry

Answer: ansible.builtin.systemd:
  name: myfair-registry
  state: started
  enabled: true
",0.776308536529541,0.46957996153800224
414,jahrik,,name: create ~/.urxvt/ext/ dir,data/repos/jahrik/urxvt/tasks/main.yml,"become: false
file:
  path: ~/.urxvt/ext/
  state: directory
tags:
- urxvt
",urxvt,94,https://old-galaxy.ansible.com/jahrik/urxvt,"name: create ~/.urxvt/ext/ dir

Answer: file:
  path: ~/.urxvt/ext/
  state: directory
  mode: 493
with_items: rxvt-unicoderxvt-unicode-256color
",0.8223246932029724,0.3885602951217713
415,abuzze,MIT,name: Ensure postgres_data_dir exists,data/repos/abuzze/ansible-role-awx/tasks/awx-install-playbook.yml,"file:
  state: directory
  path: /opt/awx/pgdocker
",ansible-role-awx,110,https://old-galaxy.ansible.com/abuzze/ansible-role-awx,"name: Ensure postgres_data_dir exists

Answer: file:
  path: /var/lib/postgresql/9.5/main
  state: directory
  owner: postgres
  group: postgres
  mode: 493
",0.783728837966919,0.2322601925211076
416,kurron,"Apache-2.0-Short,Apache-2.0",name: Uncompress Rider Tarball,data/repos/kurron/dot-net-developer/tasks/main.yml,"become: false
unarchive:
  src: //rider-2017.3.tar.gz
  dest: /
  copy: false
  owner: ''
  group: ''
  mode: 365
  creates: //JetBrains Rider-2017.3/build.txt
when: rider_install
",dot-net-developer,23,https://old-galaxy.ansible.com/kurron/dot-net-developer,"name: Uncompress Rider Tarball

Answer: unarchive:
  src: /tmp/Rider-Community-2021.3.2.tar.gz
  dest: /opt
  remote_src: true
  creates: /opt/Rider-Community-2021.3.2
",0.7891938090324402,0.44803394970674393
417,mtangaro,,name: Add passenger to apache2 config file,data/repos/mtangaro/fairdom_seek/tasks/seek.yml,"shell: ""source {{\_rvm_env_path }}/rvm && bundle exec passenger-install-apache2-module\
  \ --snippet >> /etc/apache2/apache2.conf""
args:
  chdir: /srv/rails/seek
  executable: /bin/bash
when: passenger_register.stdout.find('mod_passenger.so') == -1
become_user: root
become_method: sudo
",fairdom_seek,58,https://old-galaxy.ansible.com/mtangaro/fairdom_seek,"name: Add passenger to apache2 config file

Answer: lineinfile:
  dest: /etc/apache2/sites-available/passenger.conf
  regexp: ^PassengerVirtualHost.*
  line: PassengerVirtualHost *:80
  state: present
notify: restart apache2
",0.7295410633087158,0.29608923702958784
418,blue-bag,MIT,name: Install Kibana service,data/repos/blue-bag/ansible-role-kibana/tasks/configure.yml,"become: true
template:
  src: kibana.service.conf.j2
  dest: /etc/init/kibana.conf
  mode: 764
notify:
- start kibana
when: ansible_service_mgr is not defined or ansible_service_mgr != 'systemd'
",ansible-role-kibana,16,https://old-galaxy.ansible.com/blue-bag/ansible-role-kibana,"name: Install Kibana service

Answer: ansible.builtin.template:
  src: kibana.service.j2
  dest: /etc/systemd/system/kibana.service
  owner: root
  group: root
  mode: 420
notify:
- Restart Kibana
",0.8495209217071533,0.5883999336892377
419,scottlackey,,name: Create log_dir,data/repos/scottlackey/zookeeper/tasks/configure.yml,"file: path=/var/log/zookeeper state=directory owner=zookeeper group=zookeeper mode=755
",zookeeper,15,https://old-galaxy.ansible.com/scottlackey/zookeeper,"name: Create log_dir

Answer: file:
  path: /var/log/nginx_exporter
  state: directory
  owner: nginx_exporter
  group: '{{ nginx_exporter_user }}'
  mode: u=rwx,g=rx,o=
",0.7655296325683594,0.25845006904878803
420,opsta,,name: Create Superuser on Sentry,data/repos/opsta/ansible_sentry/tasks/sentry_post.yml,"shell: SENTRY_CONF=/etc/sentry /opt/sentry/bin/sentry createuser --email  --password  --superuser
  --no-input
when: sentry_init_schema_reg is succeeded and sentry_postgres_conf_reg.changed ==
  true
ignore_errors: true
register: create_user_reg
notify:
- reload sentry web service
- reload sentry worker service
- reload sentry cron service
",ansible_sentry,17,https://old-galaxy.ansible.com/opsta/ansible_sentry,"name: Create Superuser on Sentry

Answer: command: sentry users:create --email <EMAIL> --password 123
when: not superuser_created.stat.exists
",0.7453211545944214,0.1307879300327313
421,apifocal,,name: Create systemd service,data/repos/apifocal/activemq/tasks/install.yml,"template:
  src: activemq.service.j2
  dest: /etc/systemd/system/activemq.service
when: activemq_create_service
",activemq,28,https://old-galaxy.ansible.com/apifocal/activemq,"name: Create systemd service unit

Answer: ansible.builtin.template:
  src: haproxy.service.j2
  dest: /etc/systemd/system/haproxy.service
  mode: 420
notify: Restart haproxy
",0.8431384563446045,0.4398256963584645
422,andrelohmann,,name: activate ipv4 forwarding,data/repos/andrelohmann/openvpn/tasks/main.yml,"lineinfile:
  path: /etc/sysctl.conf
  regexp: ^net.ipv4.ip_forward
  line: net.ipv4.ip_forward=1
  state: present
",openvpn,21,https://old-galaxy.ansible.com/andrelohmann/openvpn,"name: activate ipv4 forwarding

Answer: become: true
sysctl:
  name: net.ipv4.ip_forward
  value: '1'
  sysctl_set: true
",0.8160300850868225,0.42444970093823786
423,trombik,,name: Create systemd unit file,data/repos/trombik/rastream/tasks/install-Debian.yml,"template:
  src: systemd.unit.j2
  dest: /lib/systemd/system/{{ __rastream_service }}.service
  mode: '0644'
notify:
- Reload systemd in rastream
- Restart rastream_service
",rastream,13,https://old-galaxy.ansible.com/trombik/rastream,"name: Create systemd unit file

Answer: ansible.builtin.template:
  src:.j2
  dest: /etc/systemd/system/
  mode: 420
with_items:
- snowflake-proxy.service
",0.8084960579872131,0.4681933374560586
424,yabusygin,MIT,name: install ansible.builtin.pip module dependencies,data/repos/yabusygin/docker/tasks/ansible-dependencies.yml,"ansible.builtin.apt:
  name: python3-pippython3-setuptoolspython3-virtualenv
  state: present
  force_apt_get: true
",docker,12833,https://old-galaxy.ansible.com/yabusygin/docker,"name: install ansible.builtin.pip module dependencies

Answer: ansible.builtin.pip:
  name:
  - ansible>=2.9
  - ansible-lint>=1.2.0
  state: present
",0.7791345715522766,0.32895493615600807
425,mikejonesey,,name: Check networing var,data/repos/mikejonesey/openvpn-2fa/tasks/main_sub.yml,"lineinfile: dest=""/etc/sysconfig/network"" regexp=""^NETWORKING"" line=""NETWORKING=YES""
when: ansible_distribution == 'CentOS'
",openvpn-2fa,31,https://old-galaxy.ansible.com/mikejonesey/openvpn-2fa,"name: Check networing varibles

Answer: ansible.builtin.debug:
  msg: ''
with_items:
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are not defined:'
- 'The following variables are",0.5162303447723389,0.005572035653935826
426,christian_becker,MIT,name: START | (re)start wireguard,data/repos/christian_becker/ansible_role_wireguard/tasks/main.yml,"systemd:
  name: wg-quick@wg0
  state: restarted
",ansible_role_wireguard,28,https://old-galaxy.ansible.com/christian_becker/ansible_role_wireguard,"name: START | (re)start wireguard service

Answer: service:
  name: wg-quick
  state: restarted
when: not ansible_check_mode
",0.8069013357162476,0.2987087556657722
427,andrewrothstein,MIT,name: resolve platform specific vars,data/repos/andrewrothstein/skaffold/tasks/main.yml,"include_vars: ''
with_first_found:
- files:
  - -.yml
  - .yml
  - .yml
  skip: true
  paths:
  - /vars
",skaffold,698,https://old-galaxy.ansible.com/andrewrothstein/skaffold,"name: resolve platform specific vars

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  -.yml
  -.yml
  skip: true
  paths:
  - /vars
",0.9290918111801147,0.6683911668630979
428,teachbase-ansible,,name: upgrade,data/repos/teachbase-ansible/common_setup/tasks/setup.yml,"become: true
action: apt update_cache=yes upgrade=yes
",common_setup,37,https://old-galaxy.ansible.com/teachbase-ansible/common_setup,"name: upgrade
",0.7308855056762695,0.04277477983659836
429,dynatrace,MIT,name: Wait 5 minutes for installating fixpack,data/repos/dynatrace/dynatrace-update/tasks/linux/install-dynatrace-update.yml,"wait_for:
  delay: 300
when: dynatrace_update_server_restart
",dynatrace-update,26,https://old-galaxy.ansible.com/dynatrace/dynatrace-update,"name: Wait 5 minutes for installating fixpack

Answer: wait_for:
  host: localhost
  port: 8080
  timeout: 300
",0.7465366721153259,0.20148402554695222
430,indigo-dc,"Apache-2.0-Short,Apache-2.0",name: Install necessary packages,data/repos/indigo-dc/ambertools/tasks/main.yml,"apt: name= state=latest update_cache=yes cache_valid_time=3600
with_items:
- build-essential
- cmake
- csh
- flex
- g++
- gfortran
- gcc
- git
- libbz2-1.0
- libbz2-dev
- libfftw3-bin
- libfftw3-dev
- libfftw3-3
- libfreetype6
- liblapack3
- liblapacke
- libatlas-cpp-0.6-2
- libatlas3-base
- liblapack-pic
- libopenmpi1.10
- libopenmpi-dev
- openmpi-bin
- openmpi-common
- patch
- pdb2pqr
- python-matplotlib
- python
- python-pip
- python-tk
- software-properties-common
- tar
- time
- wget
- zlib1g-dev
- zlibc
",ambertools,147,https://old-galaxy.ansible.com/indigo-dc/ambertools,"name: Install necessary packages

Answer: ansible.builtin.package:
  name:
  - git
  - curl
  - unzip
  - tar
  - bzip2
  - gcc
  - make
  - g++
  - libssl-dev
  - libreadline-dev
  - libsqlite3-dev
  - sqlite-devel
  - tk-dev
  - libffi-dev
  state: present
become: true
",0.7602007389068604,0.15394737980335405
431,shestera,MIT,name: Check if cgroup memory and swapaccount in kernel,data/repos/shestera/swap/tasks/disable.yml,"shell: grep GRUB_CMDLINE_LINUX_DEFAULT /etc/default/grub | grep -c ""cgroup_enable=memory
  swapaccount=1""
register: cgroup_status
ignore_errors: true
when: ansible_os_family == 'Debian'
",swap,17,https://old-galaxy.ansible.com/shestera/swap,"name: Check if cgroup memory and swapaccount in kernel parameters

Answer: ansible.builtin.command:
  cmd: modprobe cgroup
changed_when: false
failed_when: false
with_items:
- cgroup.memory
- cgroup.memory.memsw.limit
- cgroup.memory.memsw.usage
- cgroup.memory.swap
- cgroup.swapaccount
- cgroup.devices.allow
- cgroup.devices.deny
",0.7206847667694092,0.1830964399003927
432,ansibleshipyard,"Apache-2.0-Short,Apache-2.0",name: Check if /etc/init exists,data/repos/ansibleshipyard/docker/tasks/init.yml,"stat: path=/etc/init/
register: etc_init
",docker,56,https://old-galaxy.ansible.com/ansibleshipyard/docker,"name: Check if /etc/init exists

Answer: stat:
  path: /etc/init
register: stat_etc_init
",0.8498827815055847,0.36163490111427554
433,jeduoliveira,,name: Tomcat | Ensure tomcat user,data/repos/jeduoliveira/lumisportal/tasks/install.yml,"user:
  name: elasticsearch
  state: present
  group: elasticsearch
  createhome: false
  system: true
",lumisportal,192,https://old-galaxy.ansible.com/jeduoliveira/lumisportal,"name: Tomcat | Ensure tomcat user

Answer: user:
  name: tomcat
  group: tomcat
  home: /var/tomcat6
  shell: /bin/nologin
  state: present
",0.7772835493087769,0.3944401807257261
434,astsu777,,name: (GITLAB-CE) Create site in Nginx,data/repos/astsu777/ansible_role_gitlab/tasks/nginx.yml,"template:
  src: gitlab_nginx.conf
  dest: /etc/nginx/sites-available/gitlab.mysite.com.conf
  force: false
",ansible_role_gitlab,7,https://old-galaxy.ansible.com/astsu777/ansible_role_gitlab,"name: (GITLAB-CE) Create site in Nginx

Answer: template:
  src: nginx.conf.j2
  dest: /etc/nginx/sites-available/gitlab.conf
  owner: root
  group: root
  mode: 420
notify: restart nginx
when: gitlab_manage_nginx
",0.8388597965240479,0.40287041946496205
435,geonode,,name: download GeoServer (remote),data/repos/geonode/geonode/tasks/geoserver.yml,"become: true
get_url: dest=/var/lib/tomcat8/webapps/geoserver.war url=https://build.geo-solutions.it/geonode/geoserver/latest/geoserver-2.14.x.war
  owner=0 group=0 mode=0644 validate_certs=false
",geonode,178,https://old-galaxy.ansible.com/geonode/geonode,"name: download GeoServer (remote)

Answer: get_url:
  url: http://download.geosolutions.it/geoserver/geoserver-{{ geoadmin_version }}.tar.gz
  dest: /tmp/geoadmin.tar.gz
",0.8130654692649841,0.3827696709575787
436,shumbashi,,name: Include install tasks if the Cloudlinux is installed,data/repos/shumbashi/cloudlinux_exporter_role/tasks/main.yml,"include_tasks: install.yml
when: cloudlinux_installed.stat.exists
",cloudlinux_exporter_role,16,https://old-galaxy.ansible.com/shumbashi/cloudlinux_exporter_role,"name: Include install tasks if the Cloudlinux is installed

Answer: include_tasks: install.yml
when: ansible_distribution == 'CloudLinux'
",0.8257091641426086,0.37267706397750455
437,gbitdev,,name: Install nanorc files in system wide path,data/repos/gbitdev/nanorc/tasks/install_via_git.yml,"become: true
git:
  repo: https://github.com/scopatz/nanorc.git
  dest: /usr/share/nano-syntax-highlighting
  version: ''
when: system_wide
",nanorc,17,https://old-galaxy.ansible.com/gbitdev/nanorc,"name: Install nanorc files in system wide path

Answer: ansible.builtin.template:
  src: nanorc.j2
  dest: /
  mode: 420
  owner: root
  group: root
with_items:
- /etc/nanorc
",0.7100161910057068,0.2621928222233986
438,bjoernalbers,,name: change openldap stuff,data/repos/bjoernalbers/dcm4chee/tasks/openldap.yml,"shell: ""if ! ldapsearch {{ dcm4chee_ldapargs }} -LLL -b \""\"" |\ngrep \""^: \""\nthen\n\
  echo \""version: 1\ndn: \nchangetype: modify\nreplace: \n: \"" |\nldapmodify {{ dcm4chee_ldapargs\
  \ }}\nfi\n""
register: ldapmodify
changed_when: '""modifying entry"" in ldapmodify.stdout'
with_items:
- dn: dcmStorageID=fs1,dicomDeviceName=dcm4chee-arc,cn=Devices,cn=DICOM Configuration,dc=dcm4che,dc=org
  attribute: dcmURI
  value: file:///usr/local/var/dicom
notify: restart wildfly
",dcm4chee,29,https://old-galaxy.ansible.com/bjoernalbers/dcm4chee,"name: change openldap stuff

Answer: lineinfile:
  dest: /etc/ldap/ldap.conf
  regexp: ''
  line: ''
  state: present
with_items:
- regexp: ^#?domainName
  line: domainName=example.com
- regexp: ^#?bindDN
  line: bindDN=cn=admin,dc=example,dc=com
- regexp: ^#?bindPW
  line: bindPW=secret123
- regexp: ^#?memberof
  line: memberOf=cn=admin,dc=example,dc=com
",0.6920995116233826,0.19219264035210049
439,azavea,"Apache-2.0-Short,Apache-2.0",name: Install module,data/repos/azavea/aws-ena/tasks/install.yml,"command: dkms install -m amzn-drivers -v 1.1.3
tags:
- skip_ansible_lint
",aws-ena,64,https://old-galaxy.ansible.com/azavea/aws-ena,"name: Install module dependencies

Answer: ansible.builtin.package:
  name: '{{ _mediawiki_requirements[ansible_distribution] | default(_mediawiki_requirements[ansible_os_family]
    | default(_mediawiki_requirements[''default''] )) }}'
  state: present
",0.7092152237892151,0.0834705837409499
440,jeffhung,,name: Post-Install to configure Docker on,data/repos/jeffhung/docker/tasks/main.yml,"include: postinstall_.yml
",docker,18,https://old-galaxy.ansible.com/jeffhung/docker,"name: Post-Install to configure Docker on Ubuntu

Answer: include: ubuntu.yml
when: ansible_distribution == 'Ubuntu'
",0.7694995403289795,0.14674112742411483
441,dimitritchapmi,,"name: Update repositories cache and install ""curl"" package",data/repos/dimitritchapmi/fluentd/tasks/main.yml,"apt:
  name: curl
  update_cache: true
",fluentd,18,https://old-galaxy.ansible.com/dimitritchapmi/fluentd,"name: Update repositories cache and install ""curl"" package

Answer: apt:
  update_cache: true
  name: curl
  state: present
",0.819365918636322,0.30599907081465816
442,deekayen,BSD-3-Clause,name: Install specific Chocolatey.,data/repos/deekayen/chocolatey/tasks/main.yml,"raw: $env:chocolateyUseWindowsCompression='false'; $env:chocolateyVersion = 'latest';
  iex ((New-Object System.Net.WebClient).DownloadString('https://chocolatey.org/install.ps1'))
register: chocolatey_install_result
when:
- chocolatey_exe.stat.exists is defined
- not chocolatey_exe.stat.exists
- chocolatey_version != ""latest""
",chocolatey,74848,https://old-galaxy.ansible.com/deekayen/chocolatey,"name: Install specific Chocolatey.

Answer: chocolatey:
  name: ''
  state: present
with_items:
- dotnet-sdk-2.1
- dotnet-sdk-2.1-runtime
- dotnet-sdk-2.1-tools
- dotnet-runtime-2.1
- dotnet-runtime-2.1-runtime
- dotnet-runtime-2.1-tools
- dotnet-aspnet-runtime-2.1
- dotnet-aspnet-runtime-2.1-aspnet-runtime
- dotnet-aspnet-tools-2.1
- dotnet-aspnet-tools
- dotnet-cli
- dotnet-watch
- dotnet-watch-tools
",0.7089228630065918,0.15947070660294393
443,ryezone_labs,,name: Install slapd packages,data/repos/ryezone_labs/domain_controller_slapd/tasks/install_slapd.yml,"apt:
  name: ldap-utilsslapdpython-piplibldap2-devpython2.7-devlibsasl2-dev
  state: present
  update_cache: true
become: true
register: install_slapd
",domain_controller_slapd,103,https://old-galaxy.ansible.com/ryezone_labs/domain_controller_slapd,"name: Install slapd packages

Answer: package:
  name: ''
  state: present
with_items:
- slapd
- slapd-tools
",0.7246332764625549,0.31831359363182593
444,alphinaugustine,,name: LampStack - Restarting/Enabling,data/repos/alphinaugustine/ansible_role/tasks/apache.yml,"service:
  name: ''
  state: restarted
  enabled: true
with_items:
- mariadb
- httpd
",ansible_role,20,https://old-galaxy.ansible.com/alphinaugustine/ansible_role,"name: LampStack - Restarting/Enabling LampStack Service

Answer: service:
  name: lampstack
  state: restarted
  enabled: true
become: true
",0.7567847371101379,0.3997877759185257
445,systemli,,name: Install mumble-web,data/repos/systemli/mumble/tasks/mumble-web.yml,"community.general.npm:
  name: mumble-web
  global: true
",mumble,699,https://old-galaxy.ansible.com/systemli/mumble,"name: Install mumble-web

Answer: ansible.builtin.package:
  name: mumble-web
  state: present
",0.8062196969985962,0.3005316661766713
