,output,path,repo_name,download_count,input,download_link,license,org_name,starcoder-response,codebertscore,bleuscore
189,"  to Disabled
block:
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOndomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOndomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when:
- rule_18_5_9_1
tags:
- level2-domaincontroller
- level2-memberserver
- rule_18.5.9.1
- patch
",data/repos/georgenalen/windows_2019_cis/tasks/section18.yml,windows_2019_cis,61,name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set,https://old-galaxy.ansible.com/georgenalen/windows_2019_cis,MIT,georgenalen,"name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOndomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOndomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when: rule_18_5_9_1
tags:
- level2
- rule_18.5.9.1
- patch
",0.974193274974823,0.9395654862970282
190,"apt:
  name: ranger
  state: present
",data/repos/goldeagle/devops/ranger/tasks/main.yml,devops,52,name: Install ranger,https://old-galaxy.ansible.com/goldeagle/devops,,goldeagle,"name: Install ranger

Answer: yum: name=ranger state=present
when: ansible_os_family == ""RedHat""
",0.7782836556434631,0.25177488696609124
191,"apt_repository:
  repo: ppa:openjdk-r/ppa
  state: present
",data/repos/mats116/java8/tasks/main.yml,java8,223,name: modify repository,https://old-galaxy.ansible.com/mats116/java8,,mats116,"name: modify repository'mackerel'

Answer: copy:
  src: centos-mackerel.repo
  dest: /etc/yum.repos.d/mackerel.repo
  owner: root
  group: root
  mode: 420
when: ansible_distribution_major_version|int < 7
",0.7101323008537292,0.121602641523576
192,"get_url: url=https://github.com/wazuh/wazuh-api/archive/v1.2.1.tar.gz dest=/tmp/wazuh-API-1.2.1.tar.gz
",data/repos/gfolga/ossec-wazuh/tasks/api.yml,ossec-wazuh,53,name: download wazhu-api,https://old-galaxy.ansible.com/gfolga/ossec-wazuh,,gfolga,"name: download wazhu-api package

Answer: get_url:
  url: https://github.com/wazuh/wazuh-http-api/releases/download/v1.0.0-beta3/wazuh-api.deb
  dest: /usr/local/src/wazuh-api.deb
",0.8771052956581116,0.3339789332967488
193,"stat:
  path: '{{ wordpress_hosted_app_root }}/wp-salts.php'
register: __regsister_wp_salts_php
",data/repos/trombik/wordpress_hosted/tasks/wp_salts.yml,wordpress_hosted,11,name: Check if wp-salts.php exists,https://old-galaxy.ansible.com/trombik/wordpress_hosted,,trombik,"name: Check if wp-salts.php exists

Answer: stat:
  path: /wp-salts.php
register: wp_salts_file
",0.8494241833686829,0.5075788866004907
194,"template:
  src: ldap-master.conf.j2
  dest: /etc/dovecot/ldap-master.conf
  owner: root
  group: root
  mode: 416
notify: Reload dovecot
",data/repos/stuvusit/dovecot/tasks/main.yml,dovecot,15,name: Create LDAP master configuration,https://old-galaxy.ansible.com/stuvusit/dovecot,,stuvusit,"name: Create LDAP master configuration

Answer: template:
  src: etc/ldap/ldap.conf.j2
  dest: /etc/ldap/ldap.conf
  owner: root
  group: root
  mode: 420
  seuser: system_u
  serole: object_r
  setype: etc_t
  selevel: s0
",0.8354559540748596,0.4379161467019455
195,"debconf:
  name: postfix
  question: postfix/protocols
  vtype: select
  value: ipv4
",data/repos/alexteldekov/vpn-server/tasks/main.yml,vpn-server,20,name: configure postfix protocols,https://old-galaxy.ansible.com/alexteldekov/vpn-server,,alexteldekov,"name: configure postfix protocols

Answer: template: src=virtual.j2 dest=/etc/postfix/virtual-pcre owner=root group=root mode=0644
notify: postfix restart
with_items: smtp_sasl_passwd_maps
",0.7082776427268982,0.21709822585529454
196,"service: name=mongodb state=started
sudo: true
",data/repos/kushwiz/mongodb/tasks/main.yml,mongodb,11,name: Starting up MongoDB,https://old-galaxy.ansible.com/kushwiz/mongodb,,kushwiz,"name: Starting up MongoDB

Answer: service:
  name: mongodb-org
  state: started
",0.8328707218170166,0.3548597684235168
197,"gem:
  state: latest
  name: bundler
  user_install: false
",data/repos/colstrom/ruby/tasks/install.yml,ruby,714,name: Install Packages | bundler,https://old-galaxy.ansible.com/colstrom/ruby,MIT,colstrom,"name: Install Packages | bundler

Answer: gem:
  state: latest
  name: bundler
  user_install: false
",0.8970682621002197,0.5778166618525423
198,"copy:
  src: continuous_deployment.sh
  dest: ''
  owner: www-data
  group: www-data
  mode: 493
sudo: true
",data/repos/puntonim/biostar/roles/docker_webapp/tasks/main.yml,biostar,4,name: Copy the auto deployment script,https://old-galaxy.ansible.com/puntonim/biostar,GPL-3.0-only,puntonim,"name: Copy the auto deployment script into place.

Answer: template:
  src: data/deployment/auto-deploy.sh
  dest: '{{ autodeploy_install_directory }}/{{ autodeploy_install_folder }}/{{
    autodeploy_install_filename }}'
  owner: www-data
  group: www-data
  mode: 509
when: autodeploy_listener == 'node'
tags:
- security-concern
- deployment
- autodeploy
",0.7928288578987122,0.22697353991650518
199,"shell: openssl ec -in ""/pki/private/.key"" -des3 -out ""/pki/private/.3des.key"" -passin
  pass:$KEY_PASSWORD -passout pass:$KEY_PASSWORD
args:
  executable: /bin/bash
  chdir: /pki/private/
environment:
  KEY_PASSWORD: ''
when: easyclientdes3 is defined and openVPN_client_username != """" and easyclient.stat.exists
  == False
",data/repos/nickjlange/ansible_role_pivpn/tasks/easy-rsa.yml,ansible_role_pivpn,18,name: Convert OpenVPN client key to DES3 for Android or iOS clients,https://old-galaxy.ansible.com/nickjlange/ansible_role_pivpn,,nickjlange,"name: Convert OpenVPN client key to DES3 for Android or iOS clients

Answer: become: true
command: openssl x509 -inform pem -outform pki -out {{vpn_certs_dir}}/vpn.crt
  -key {{vpn_certs_dir}}/vpn.key -CA {{vpn_certs_dir}}/ca.crt -CAkey {{vpn_certs_dir}}/ca-key.crt
  -cert {{vpn_certs_dir}}/vpn.crt.asc
with_items:
- files:
  - client.crt
  - client.key
when: 'ansible_distribution in [ ""Debian"", ""Ubuntu"", ""Linux"" ] and ansible_architecture
  in [ ""x86_64"", ""aarch64"" ]

  '
",0.734072208404541,0.2042035166316785
200,"when: openwisp2_database.engine in [""django.db.backends.mysql"", ""django.contrib.gis.db.backends.mysql""]
pip:
  name: MySQL-python
  state: latest
  virtualenv: '{{ openwisp2_path }}/env'
  virtualenv_python: python3
  virtualenv_site_packages: true
notify: reload supervisor
",data/repos/dimpolissiou/openwisp2/tasks/pip.yml,openwisp2,19,name: Install MySQL-python,https://old-galaxy.ansible.com/dimpolissiou/openwisp2,,dimpolissiou,"name: Install MySQL-python

Answer: apt: name=mysql-python state=present
",0.7360374331474304,0.033116073821042646
201,"group: name='_graphite' gid= state=present
when: graphite_gid
",data/repos/deimosfr/graphite/tasks/install.yml,graphite,116,name: set graphite user gid,https://old-galaxy.ansible.com/deimosfr/graphite,GPL-2.0,deimosfr,"name: set graphite user gid

Answer: become: true
file: path={{ graphite_install_dir }}/webapp/graphite owner=graphite group=graphite
  state=directory recurse=yes
",0.79561847448349,0.20886065869089465
202,"ansible.builtin.package:
  name: zabbix-agent
  state: present
",data/repos/robertdebock/zabbix_agent/tasks/main.yml,zabbix_agent,784,name: Install zabbix-agent software,https://old-galaxy.ansible.com/robertdebock/zabbix_agent,"Apache-2.0-Short,Apache-2.0",robertdebock,"name: Install zabbix-agent software

Answer: ansible.builtin.package:
  name: zabbix-agent
  state: present
",0.9231181740760803,0.5774011662033163
203,"file:
  state: directory
  name: /etc/nomad.d
  owner: nomad
  group: nomad
  mode: '0750'
",data/repos/torian/nomad/tasks/provision.yml,nomad,3942,name: Nomad Config Directory,https://old-galaxy.ansible.com/torian/nomad,"Apache-2.0-Short,Apache-2.0",torian,"name: Nomad Config Directory

Answer: file:
  state: directory
  name: /etc/nomad
  owner: nomad
  group: nomad
  mode: '0755'
",0.9133466482162476,0.6748952961436551
204,"ansible.builtin.import_tasks: install.yml
",data/repos/lotusnoir/apps_fluentbit/tasks/main.yml,apps_fluentbit,12,name: Import install tasks,https://old-galaxy.ansible.com/lotusnoir/apps_fluentbit,"Apache-2.0-Short,Apache-2.0",lotusnoir,"name: Import install tasks

Answer: ansible.builtin.import_tasks: install.yml
",0.9021472930908203,0.5292664809340955
205,"docker_container:
  name: parrotos
  image: parrotos
  pull: false
  privileged: true
  state: started
  hostname: parrotos
  restart_policy: unless-stopped
  published_ports: 0.0.0.0:80:6080
  labels: '{}'
  shm_size: 2GB
  capabilities:
  - NET_ADMIN
  volumes:
  - /opt/docker/parrotos/data:/parrotos
  env:
    TZ: America/New_York
    VNC_PASSWORD: password
    ROOT_PASSWORD: password
    XUSER_PASSWORD: password
  networks:
  - name: parrotos
  purge_networks: true
",data/repos/warhorse/parrotos_docker/tasks/parrotos.yml,parrotos_docker,190,name: parrotos,https://old-galaxy.ansible.com/warhorse/parrotos_docker,MIT,warhorse,"name: parrotos
",0.6786907911300659,5.1355723714802096e-14
206,"template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  mode: 416
  validate: haproxy -f %s -c -q
notify: restart haproxy
",data/repos/gepardec/k3s_haproxy/tasks/main.yml,k3s_haproxy,16,name: Copy HAProxy configuration in place.,https://old-galaxy.ansible.com/gepardec/k3s_haproxy,,gepardec,"name: Copy HAProxy configuration in place.

Answer: become: true
template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  mode: 420
  validate: haproxy -f %s -c -q
notify: restart haproxy
",0.9351121187210083,0.6513106208057452
207,"apt: name= state=present
with_items: pythonpython-piptar
when: ansible_os_family == ""Debian""
become: true
",data/repos/amritsingh/mongo_s3_backup/tasks/prereq.yml,mongo_s3_backup,4284,name: Install apt packages,https://old-galaxy.ansible.com/amritsingh/mongo_s3_backup,MIT,amritsingh,"name: Install apt packages

Answer: apt: name= state=present update_cache=yes cache_valid_time=3600
with_items:
- unzip
- libwww-perl
- libdatetime-perl
when: ansible_os_family == ""Debian""
become: true
become_method: sudo
",0.8221511840820312,0.39847272327473165
208,"template:
  src: letsencrypt/cli.ini.j2
  dest: /etc/letsencrypt.ini
",data/repos/tjtoml/mattermost/tasks/SSL/letsencrypt.yml,mattermost,192,name: Create letsencrypt config file /etc/letsencrypt.ini,https://old-galaxy.ansible.com/tjtoml/mattermost,,tjtoml,"name: Create letsencrypt config file /etc/letsencrypt.ini

Answer: template:
  src: letsencrypt.ini.j2
  dest: /etc/letsencrypt/letsencrypt.ini
  owner: root
  group: root
  mode: '0600'
",0.887100100517273,0.34320766266409447
209,"apt:
  name: apt-transport-httpsca-certificatescurlgnupg-agentsoftware-properties-commonjq
  state: present
  update_cache: true
  force_apt_get: true
",data/repos/enr0s/ansible-role-docker/tasks/main.yml,ansible-role-docker,210,name: Ensure dependencies are installed,https://old-galaxy.ansible.com/enr0s/ansible-role-docker,"Apache-2.0-Short,Apache-2.0",enr0s,"name: Ensure dependencies are installed

Answer: apt:
  pkg:
  - apt-transport-https
  - gnupg
  state: present
",0.791587233543396,0.38481330498933175
210,"include_vars: .yml
",data/repos/romaincabassot/ansible-ocsinventory-agent/tasks/main.yml,ansible-ocsinventory-agent,330,name: Include OS-specific variables.,https://old-galaxy.ansible.com/romaincabassot/ansible-ocsinventory-agent,,romaincabassot,"name: Include OS-specific variables.

Answer: include_vars:.yml
",0.8165241479873657,0.24424036427680473
211,"service:
  name: carbon-cache
  state: started
  enabled: true
",data/repos/alainvanhoof/alpine_graphite/tasks/main.yml,alpine_graphite,15,name: Start Carbon-cache,https://old-galaxy.ansible.com/alainvanhoof/alpine_graphite,,alainvanhoof,"name: Start Carbon-cache

Answer: service: name=carbon-cache state=started enabled=yes
",0.8539631366729736,0.49355524117960226
212,"lineinfile:
  path: /root/.bash_profile
  insertafter: EOF
  line: export LC_ALL=en_US.UTF-8
",data/repos/n3d4ti/ansible_role_backblaze/tasks/main.yml,ansible_role_backblaze,12,name: ' | Add locale for python',https://old-galaxy.ansible.com/n3d4ti/ansible_role_backblaze,MIT,n3d4ti,"name: ' | Add locale for python'

Answer: template:
  src: locale.j2
  dest: /etc/locale.gen
  owner: root
  group: root
  mode: 420
",0.6765778660774231,0.13071894407359513
213,"include: service.yml
tags:
- schema_registry_service
",data/repos/idealista/schema_registry_role/tasks/main.yml,schema_registry_role,6,name: SCHEMA_REGISTRY | Service,https://old-galaxy.ansible.com/idealista/schema_registry_role,Apache-2.0-Short,idealista,"name: SCHEMA_REGISTRY | Service

Answer: import_tasks: service.yml
tags:
- service
- registry
",0.8237689137458801,0.3966438983579454
214,"assert:
  that:
  - result['app_name'] == 'Radarr'
",data/repos/devopsarr/radarr/integration/targets/radarr_system_info/tasks/main.yml,radarr,42,name: assert info population,https://old-galaxy.ansible.com/devopsarr/radarr,,devopsarr,"name: assert info population

Answer: assert:
  that:
  - result['id'] == 1
",0.7757648825645447,0.469338416982241
215,"lineinfile:
  path: /etc/apache2/sites-available/default-ssl.conf
  regexp: \t*ServerAdmin
  line: ServerAdmin user@example.com
notify:
- restart apache
",data/repos/draxalene/apache_php/tasks/Debian.yml,apache_php,7,name: Patching default ssl vhost (user email),https://old-galaxy.ansible.com/draxalene/apache_php,GPL-3.0-only,draxalene,"name: Patching default ssl vhost (user email)

Answer: template:
  src: data/vhosts/ssl.j2
  dest: /etc/httpd/conf.d/ssl.conf
  owner: root
  group: root
  mode: 420
notify: apache restart daemon
when: apache_vhost_email is defined
",0.760140597820282,0.2967120000461715
216,"become: true
ansible.builtin.command:
  cmd: checkmodule -M -m -o /tmp/ussher.mod /tmp/ussher.te
",data/repos/dolph/ansible_ussher_role/tasks/selinux.yml,ansible_ussher_role,18,name: Compile policy module,https://old-galaxy.ansible.com/dolph/ansible_ussher_role,"Apache-2.0-Short,Apache-2.0",dolph,"name: Compile policy module

Answer: ansible.builtin.command:
  cmd: /opt/splunkforwarder/bin/splunkd -m enforcer -config /etc/splunkd/enforcer-dehydrated-rules.conf
    -force-restart
  creates: /opt/splunkforwarder/etc/system/local/enforcer/dehydrated-rules
when: dehydrated_challenge_type == ""dns-01""
",0.7679677605628967,0.17215055796800177
217,"replace:
  path: /etc/containerd/config.toml
  regexp: \[plugins\.""io\.containerd\.grpc\.v1\.cri""\.registry]\s*\n+(\s*)config_path\s*=.*
  replace: '[plugins.""io.containerd.grpc.v1.cri"".registry]\n\1config_path = ""/etc/containerd/certs.d""'
notify: restart containerd
",data/repos/grycap/kuberegistry/tasks/certs_dir.yml,kuberegistry,707,name: Set containerd registry config_path,https://old-galaxy.ansible.com/grycap/kuberegistry,"Apache-2.0-Short,Apache-2.0",grycap,"name: Set containerd registry config_path

Answer: set_fact:
  containerd_config_path: /etc/containerd/config.toml
when: containerd_config_path is not defined
",0.792269766330719,0.33227654743896856
218,"apt: pkg=ruby2.1 state=present
",data/repos/azavea/ruby/tasks/main.yml,ruby,5840,name: Install Ruby,https://old-galaxy.ansible.com/azavea/ruby,"Apache-2.0-Short,Apache-2.0",azavea,"name: Install Ruby with APK

Answer: apk: name=ruby update_cache=yes
become: true
",0.7024019956588745,0.09472730629076773
219,"ansible.builtin.pip:
  name:
  - python-mpd2
  virtualenv: /opt/JamesII/venv
",data/repos/oxivanisher/raspberry_pi/james_on_rpi/tasks/mpd.yml,raspberry_pi,55,name: Install python requirements for mpd,https://old-galaxy.ansible.com/oxivanisher/raspberry_pi,,oxivanisher,"name: Install python requirements for mpd

Answer: ansible.builtin.pip:
  executable: pip3
  name: ''
loop: '{{ _mpd_requirements[ansible_os_family] | default(_mpd_requirements[''default''])
  }}'
loop_control:
  label: ''
when:
- item.type == ""pip""
",0.7405971884727478,0.17484870752861106
220,"mysql_user: name=pippo password=pippo priv=pippo.*:ALL host='%' state=present
tags:
- no-docker
",data/repos/ilbonzo/rocannon/ansible/roles/mysql/tasks/main.yml,rocannon,0,name: create demo user,https://old-galaxy.ansible.com/ilbonzo/rocannon,,ilbonzo,"name: create demo user

Answer: mysql_user:
  name: demo
  host: '%'
  password: doomedPassword
  priv: '*.*:ALL,GRANT'
  login_unix_socket: /var/run/mysqld/mysqld.sock
  state: present
",0.7522695660591125,0.2752751633128729
221,"ansible.builtin.apt:
  name: gpg
  update_cache: true
become: true
",data/repos/tdworz/docker/tasks/install-debian.yml,docker,29,name: Install packages required for ansible.builtin.apt_key on Debian systems,https://old-galaxy.ansible.com/tdworz/docker,,tdworz,"name: Install packages required for ansible.builtin.apt_key on Debian systems

Answer: ansible.builtin.apt:
  name: apt-transport-httpsgpgcheck
  state: present
when: ansible_os_family == ""Debian""
tags:
- install
",0.7573063373565674,0.1921301310709564
222,"debug:
  msg: 'Public IP: '
",data/repos/rahulgitx/ans_kube/launching_instances/tasks/main.yml,ans_kube,25,name: showing the ipv4,https://old-galaxy.ansible.com/rahulgitx/ans_kube,,rahulgitx,"name: showing the ipv4 address of the host

Answer: debug:
  msg: 'Host:  '
  verbosity: 1
",0.7771313190460205,0.17691150449179585
223,"file:
  path: /etc/iptables
  state: directory
",data/repos/yourlabs/firewall/tasks/main.yml,firewall,3532,name: Create /etc/iptables,https://old-galaxy.ansible.com/yourlabs/firewall,,yourlabs,"name: Create /etc/iptables directory

Answer: file:
  path: /etc/iptables
  state: directory
  owner: root
  group: root
  mode: 493
",0.8424190878868103,0.3459156133772091
224,"apt_repository: repo='ppa:brightbox/ruby-ng-experimental' update_cache=yes
when: ansible_distribution_major_version == '16'
",data/repos/grantspeelman/ruby-deployment/tasks/install_brightbox_ruby.yml,ruby-deployment,114,name: add brightbox ruby-ng-experimental repo,https://old-galaxy.ansible.com/grantspeelman/ruby-deployment,GPL-3.0-only,grantspeelman,"name: add brightbox ruby-ng-experimental repo

Answer: apt_repository:
  repo: ppa:brightbox/ruby-ng
  update_cache: true
tags: package
",0.8571603894233704,0.515460886019974
225,"become: false
get_url:
  url: https://download.jetbrains.com/mps/2017.3/MPS-2017.3.2.tar.gz
  dest: //mps-2017.3.2.tar.gz
  mode: 292
when: dsl_mps_install
",data/repos/kurron/dsl-developer/tasks/main.yml,dsl-developer,85,name: Download MPS Tarball,https://old-galaxy.ansible.com/kurron/dsl-developer,"Apache-2.0-Short,Apache-2.0",kurron,"name: Download MPS Tarball

Answer: get_url:
  url: https://www.jetbrains.com/mps/file/MPS-2020.1.10711110.tar.gz
  dest: /tmp/jetbrains-mps-2020.1.10711110.tar.gz
  checksum: sha256:37293993d63131731333323b91163233777676339b536726326327b966672333
  mode: 420
when: not mps_st.stat.exists
",0.8055179119110107,0.3738756341722267
226,"copy:
  src: seafile-9.0_ubuntu
  dest: /root
  mode: '0755'
",data/repos/smlkvnc/ansible_role_seafile/tasks/main.yml,ansible_role_seafile,7,name: Copy Installation Script,https://old-galaxy.ansible.com/smlkvnc/ansible_role_seafile,,smlkvnc,"name: Copy Installation Script

Answer: ansible.builtin.template:
  src: install_snowflake_proxy.sh.j2
  dest: /usr/local/bin/install_snowflake_proxy.sh
  mode: a+x
  backup: true
",0.718313455581665,0.1635983761199328
227,"rpm_key:
  key: https://download.docker.com/linux/centos/gpg
  state: present
",data/repos/jhammell/docker/tasks/setup-RedHat.yml,docker,17,name: Add Docker GPG key.,https://old-galaxy.ansible.com/jhammell/docker,MIT,jhammell,"name: Add Docker GPG key.

Answer: apt_key:
  url: https://download.docker.com/linux/ubuntu/gpg
  id: 9DC858229FC7DD38854AE2D88D81803C0EBFCD88
  state: present
register: add_repository_key
ignore_errors: 'true'
",0.7930462956428528,0.31660152420785126
228,"file:
  path: /etc/systemd/system/docker.service.d
  mode: 420
  state: directory
",data/repos/monolithprojects/http_proxy_client/tasks/docker_svc.yml,http_proxy_client,74,name: Setup Proxy for Docker (service dir),https://old-galaxy.ansible.com/monolithprojects/http_proxy_client,MIT,monolithprojects,"name: Setup Proxy for Docker (service dir)

Answer: file:
  path: /etc/systemd/system/docker.service.d
  state: directory
  mode: 493
tags: proxy
",0.885529637336731,0.5326631199421453
229,"stat:
  path: /etc/nginx/ssl/dhparam2048.pem
register: nginx_dh_key
",data/repos/irmoobear/nginx/tasks/main.yml,nginx,13,name: check nginx DH key exists,https://old-galaxy.ansible.com/irmoobear/nginx,BSD-3-Clause,irmoobear,"name: check nginx DH key exists

Answer: stat:
  path: /etc/nginx/dhkey
register: nginx_dhkey
",0.8827163577079773,0.4981734477801666
230,"command: firewall-cmd --set-default-zone public
register: firewalld_set_default_zone
changed_when: firewalld_set_default_zone.stdout.find('ZONE_ALREADY_SET') != -1
until: ansible_check_mode or firewalld_set_default_zone.rc == 0
retries: 2
delay: 1
",data/repos/mjanser/firewalld/tasks/main.yml,firewalld,93,name: ensure default firewalld zone is set,https://old-galaxy.ansible.com/mjanser/firewalld,MIT,mjanser,"name: ensure default firewalld zone is set

Answer: firewalld:
  zone: public
  permanent: true
  state: enabled
notify: restart firewalld
",0.7531505823135376,0.2158568667302276
231,"user:
  name: mariadb
  group: mariadb
  state: present
",data/repos/hitotito/mariadb/tasks/install.yml,mariadb,14,name: INSTALL | Ensure mariadb user exists,https://old-galaxy.ansible.com/hitotito/mariadb,,hitotito,"name: INSTALL | Ensure mariadb user exists

Answer: user:
  name: mariadb
  comment: mariadb user
  system: true
  shell: /bin/nologin
  createhome: false
",0.8142772316932678,0.25120479878411933
232,"sysctl:
  name: net.ipv4.ip_nonlocal_bind
  value: '1'
  state: present
when: ansible_os_family == 'RedHat'
",data/repos/acandid/apache_failover/tasks/configure_keepalived.yml,apache_failover,17,name: Configure systcl,https://old-galaxy.ansible.com/acandid/apache_failover,,acandid,"name: Configure systcl.conf

Answer: template:
  src: systcl.conf.j2
  dest: /etc/systcl.conf
notify: reload systcl.conf
",0.6810997724533081,0.16158523691232277
233,"delegate_to: ''
win_service:
  name: ''
  state: stopped
",data/repos/gmarokov/win_deploy_service/win_service_deploy/tasks/main.yml,win_deploy_service,16,"name: Stop service """"",https://old-galaxy.ansible.com/gmarokov/win_deploy_service,,gmarokov,"name: Stop service """"

Answer: ansible.builtin.service:
  name: ''
  state: stopped
  enabled: false
loop: ''
loop_control:
  label: ''
when:
- item.state == ""stopped""
",0.7505514025688171,0.26562938662307767
234,"apt: pkg= state=installed
sudo: true
with_items:
- matchbox
- x11-xserver-utils
- ttf-mscorefonts-installer
- sqlite3
- libnss3
- screen
- unclutter
- chromium
notify:
- Restart
- Wait for restart to finish
",data/repos/charleskorn/raspi-information-radiator/tasks/main.yml,raspi-information-radiator,24,name: Install packages,https://old-galaxy.ansible.com/charleskorn/raspi-information-radiator,MIT,charleskorn,"name: Install packages

Answer: ansible.builtin.package:
  name: '{{ _auto_update_packages[ansible_os_family ~ ''-'' ~ ansible_distribution_major_version]
    | default(_auto_update_packages[ansible_os_family] | default(_auto_update_packages[''default'']
    )) }}'
  state: present
",0.6736947298049927,0.09691301022479232
235,"shell: oc new-project workshopper --display-name='Workshopper' --description='Workshopper
  Guides'
when: workshopper_project_result is failed
",data/repos/siamaksade/openshift_workshopper/tasks/main.yml,openshift_workshopper,14488,name: create workshopper project workshopper,https://old-galaxy.ansible.com/siamaksade/openshift_workshopper,,siamaksade,"name: create workshopper project workshopper

Answer: shell: oc new-project workshopper --display-name='Workshopper'
",0.899398148059845,0.6341559046440491
236,"apt:
  pkg: mariadb_client=
  state: installed
  update_cache: true
  cache_valid_time: 3600
when: mariadb_client_install and mariadb_client_pkg_version
",data/repos/michaelrigart/mariadb/tasks/package.yml,mariadb,18,name: install specific mariadb client version,https://old-galaxy.ansible.com/michaelrigart/mariadb,GPL-3.0-only,michaelrigart,"name: install specific mariadb client version

Answer: yum:
  name: mariadb-client-{{ keycloak_mysql_version }}
  state: present
  update_cache: true
",0.8254731297492981,0.5294091043176563
237,"pip: name= state=present
",data/repos/honomoa/pip/tasks/provision.yml,pip,2913,name: Install packages from PIP,https://old-galaxy.ansible.com/honomoa/pip,,honomoa,"name: Install packages from PIP

Answer: pip:
  name:
  - azure-mgmt-cli
  state: present
",0.7191178798675537,0.18756501397868386
238,"template:
  src: docker-compose.yaml
  dest: /root/strapi
",data/repos/sajain68/strapi_role1/tasks/main.yml,strapi_role1,12,name: Copying template file docker-compose.yaml,https://old-galaxy.ansible.com/sajain68/strapi_role1,,sajain68,"name: Copying template file docker-compose.yaml

Answer: template:
  src: ''
  dest: ''
",0.8350937366485596,0.5071350729792199
239,"template:
  src: mirror.list.j2
  dest: /etc/apt/mirror.list
  backup: true
",data/repos/andreazorzetto/ubuntu-aptmirror-server/tasks/main.yml,ubuntu-aptmirror-server,21,name: Place mirror.list configuration,https://old-galaxy.ansible.com/andreazorzetto/ubuntu-aptmirror-server,,andreazorzetto,"name: Place mirror.list configuration

Answer: template:
  src: mirror.list.j2
  dest: /etc/apt/sources.list.d/mackerel.list
  mode: 420
when: ansible_distribution_release == ""xenial""
",0.8376291394233704,0.35426681290801787
240,"ansible.builtin.copy:
  src: /dhparams.pem
  dest: /etc/ssl/ansible/dhparams.pem
  owner: root
  group: root
  mode: u=rw,g=r,o=r
when:
- dhparams_key_size|string != dhparams_remote_key_size.stdout
",data/repos/duckle29/dhparam/tasks/main.yml,dhparam,43,name: Transfer dhparams to remote server,https://old-galaxy.ansible.com/duckle29/dhparam,MIT,duckle29,"name: Transfer dhparams to remote server

Answer: copy:
  src: dhparams.pem
  dest: /etc/openvpn/certs/dhparams.pem
  group: deepvpn
  mode: 420
notify:
- Enable and start OpenVPN service
",0.8035867214202881,0.49159861371227864
241,"include_vars: .yml
tags:
- codedeploy
",data/repos/telus/aws-codedeploy-agent/tasks/main.yml,aws-codedeploy-agent,465,name: Load variables specific to this OS,https://old-galaxy.ansible.com/telus/aws-codedeploy-agent,MIT,telus,"name: Load variables specific to this OS family

Answer: include_vars: ''
with_first_found:
-.yml
-.yml
tags:
- role::postfix
- role::postfix:install
- role::postfix:config
",0.7858653664588928,0.1547101215836885
