,license,org_name,download_count,input,repo_name,path,output,download_link,starcoder-response,codebertscore,bleuscore
115,,verosk,60,name: Preload Icingaweb2 database,icingaweb2,data/repos/verosk/icingaweb2/tasks/configure-icingaweb2-mysql.yml,"shell: mysql  < /usr/share/icingaweb2/etc/schema/mysql.schema.sql
when: _icingaweb2_ido_alive.failed
",https://old-galaxy.ansible.com/verosk/icingaweb2,"name: Preload Icingaweb2 database schema

Answer: shell: icinga2 preload schema mysql+pymysql://root@127.0.0.1/icingaweb2
when: icingaweb2_install_schema and icingaweb2_database_schema_sql.changed
",0.8131255507469177,0.28625627250077657
116,,trombik,34,name: Install openntpd,openntpd,data/repos/trombik/openntpd/tasks/install-FreeBSD.yml,"pkgng:
  name: '{{ __openntpd_package }}'
  state: present
",https://old-galaxy.ansible.com/trombik/openntpd,"name: Install openntpd

Answer: ansible.builtin.package:
  name: '{{ _openntpd_packages[ansible_os_family] | default(_openntpd_packages[''default''])
    }}'
  state: present
",0.8232837319374084,0.29102381060146715
117,,craigmj,17,name: Create upstart script,goservice,data/repos/craigmj/goservice/tasks/main.yml,"sudo: true
template: 'src=upstart.j2 dest=/etc/init/.conf

  '
notify: restart service
",https://old-galaxy.ansible.com/craigmj/goservice,"name: Create upstart script

Answer: template:
  src: memcached.upstart.j2
  dest: /etc/init/memcached.conf
  owner: root
  group: root
  mode: 420
notify:
- Restart memcached
when: ansible_service_mgr == 'upstart'
",0.8106063008308411,0.2756653018110944
118,,ansible-roles,103,name: ClamAv | Update database,clamav,data/repos/ansible-roles/clamav/tasks/fresh.yml,"shell: 'freshclam

  '
notify: restart clamav
",https://old-galaxy.ansible.com/ansible-roles/clamav,"name: ClamAv | Update database

Answer: command: /usr/bin/freshclam
when: clamav_freshclam_database_update == True
",0.7687992453575134,0.1740621981198951
119,MIT,sprat,138,name: Determine apt version,apt_sources,data/repos/sprat/apt_sources/tasks/main.yml,"command: dpkg-query --showformat='${Version}' --show apt
changed_when: false
register: apt_version
tags:
- apt_sources
",https://old-galaxy.ansible.com/sprat/apt_sources,"name: Determine apt version

Answer: ansible.builtin.command: dpkg --version
register: _dpkg_version
changed_when: false
failed_when: false
",0.821566641330719,0.45194983033339703
120,MIT,dmunkov,16,name: Deploy new CT from the reference template,customize_pve_lxc_template,data/repos/dmunkov/customize_pve_lxc_template/tasks/main.yml,"proxmox:
  node: ''
  api_user: ''
  api_password: ''
  api_host: ''
  vmid: ''
  password: ''
  hostname: ''
  ostemplate: ''
  storage: local-lvm
  netif: '{''net0'':''name=eth0,ip=dhcp,ip6=dhcp,bridge=vmbr0''}'
  state: present
",https://old-galaxy.ansible.com/dmunkov/customize_pve_lxc_template,"name: Deploy new CT from the reference template

Answer: cnos_template: host= username=  password= deviceType= outputfile=./results/cnos_template__output.txt
  templateType='' templateArg1='' templateArg2=''
with_items: '{''templateType'': ''ct'', ''templateArg1'': ''hlthchk-server'', ''templateArg2'':
  ''10.241.10.241''}'
",0.6957423686981201,0.2235455169844711
121,MIT,baztian,458,name: Check if already installed,jetbrains_toolbox,data/repos/baztian/jetbrains_toolbox/tasks/main.yml,"stat:
  path: ~/.local/share/JetBrains/Toolbox/bin/jetbrains-toolbox
register: jetbrains_toolbox_bin
become: false
",https://old-galaxy.ansible.com/baztian/jetbrains_toolbox,"name: Check if already installed

Answer: stat:
  path: '{{ thanos_root_dir }}/dist/thanos-{{ thanos_version }}.{{ thanos_platform
    }}'
register: thanos_bin
",0.7637127637863159,0.24208708189605743
122,BSD-2-Clause,cesnet,8,name: Get info if attribute-policy.xml template is exist,shibboleth,data/repos/cesnet/shibboleth/tasks/Debian/configure.yml,"local_action: stat path=templates/attribute-policy.xml.j2
register: st
",https://old-galaxy.ansible.com/cesnet/shibboleth,"name: Get info if attribute-policy.xml template is exist

Answer: stat:
  path: '{{ keycloak_dir }}/keycloak-{{ keycloak_version }}/standalone/configuration/standalone.xml'
register: keycloak_stat_attribute_policy
",0.7396343946456909,0.23136107300654304
123,,mrlesmithjr,518,name: redhat | installing snort daq,snort,data/repos/mrlesmithjr/snort/tasks/redhat.yml,"dnf:
  name: https://www.snort.org/downloads/archive/snort/daq-{{ snort_daq_version }}-1.f21.x86_64.rpm
  state: present
become: true
when: ansible_distribution == ""Fedora""
",https://old-galaxy.ansible.com/mrlesmithjr/snort,"name: redhat | installing snort daq

Answer: yum:
  name: https://www.snort.org/downloads/snort/daq-{{ snort_daq_version }}-1.centos7.x86_64.rpm
  state: present
become: true
when: ansible_distribution!= ""Fedora""
",0.9176602959632874,0.727300568982715
124,,l3d,12,name: It is a Test,testing,data/repos/l3d/testing/test/tasks/main.yml,"ansible.builtin.debug:
  msg: Srsly guys, i's just a test. Go away!
  verbosity: 2
",https://old-galaxy.ansible.com/l3d/testing,"name: It is a Test

Answer: ansible.builtin.debug:
  msg: 'This is a test from a playbook '
",0.8139630556106567,0.4673800391157863
125,MIT,constrict0r,1817,name: Get sync destination.,userconfig,data/repos/constrict0r/userconfig/tasks/sync.yml,"debug:
  msg:
  - ____________________________________________________________________
  - Getting destination ...
  - ____________________________________________________________________
",https://old-galaxy.ansible.com/constrict0r/userconfig,"name: Get sync destination.

Answer: ansible.builtin.command:
  cmd: rsync -a --delete --rsh='ssh -i /root/.ssh/id_root -o StrictHostKeyChecking=no
    -o UserKnownHostsFile=/dev/null' /tmp/ /opt/
changed_when: false
failed_when: false
register: sync_destination
when: '''rsync'' not in group_names and ''rsync-ng'' not in group_names and ''rsyslog''
  not in group_names and ''rsyslog-ng'' not in group_names and ''openssh'' not in group_names
  and ''openssh-server'' not in group_names and ''openssh-clients'' not in group_names'
",0.6227116584777832,0.04892907263408474
126,,mrlesmithjr,21,name: debian | Adding fluentd Repo,fluentd,data/repos/mrlesmithjr/fluentd/tasks/debian.yml,"apt_repository:
  repo: '{{ ''deb http://packages.treasuredata.com/3/''+ansible_distribution|lower+''/''+ansible_distribution_release|lower+''/
    ''+ansible_distribution_release|lower+'' contrib'' }}'
  state: present
become: true
",https://old-galaxy.ansible.com/mrlesmithjr/fluentd,"name: debian | Adding fluentd Repo Key

Answer: apt_key:
  url: https://packages.fluentd.org/fluentd.key
  state: present
",0.7414622902870178,0.1715200140869023
127,,kiranaaditya,11,name: Check if Virtualbox is running on the guest VM.,ansible_role_centos_basic,data/repos/kiranaaditya/ansible_role_centos_basic/tasks/main.yml,"stat: path=/home/vagrant/.vbox_version
register: virtualbox_check
",https://old-galaxy.ansible.com/kiranaaditya/ansible_role_centos_basic,"name: Check if Virtualbox is running on the guest VM.

Answer: shell: cat /proc/scsi/scsi | grep VirtualBox
changed_when: false
failed_when: false
register: virtualbox_check
",0.7569276690483093,0.20720968006134674
128,GPL-3.0-only,richardskumat,11,name: Create client-common.txt from template,ansible-role-openvpn_server,data/repos/richardskumat/ansible-role-openvpn_server/tasks/clientcommon.yml,"template:
  src: clientcommon.j2
  dest: /etc/openvpn/client-common.txt
  owner: root
  group: root
  mode: 420
  backup: true
",https://old-galaxy.ansible.com/richardskumat/ansible-role-openvpn_server,"name: Create client-common.txt from template

Answer: template:
  src: client-common.txt.j2
  dest: '{{ dds_temp_path }}/client-common.txt'
",0.8129261136054993,0.46865462489253534
129,,opstree_devops,38,name: Set Mysql password,galera,data/repos/opstree_devops/galera/tasks/add_node.yml,"include_tasks: mysql_passwd.yml
",https://old-galaxy.ansible.com/opstree_devops/galera,"name: Set Mysql password

Answer: mysql_user:
  name: ''
  password: ''
  host: ''
  login_user: root
  login_password: azerty
with_items:
- ''
- ''
",0.6947877407073975,0.09260091273690763
130,"Apache-2.0-Short,Apache-2.0",sorrowless,258,name: Install HAProxy ppa,haproxy,data/repos/sorrowless/haproxy/tasks/main.yml,"apt_repository:
  repo: ppa:vbernat/haproxy-2.4
  state: present
when: haproxy_install_from_ppa
",https://old-galaxy.ansible.com/sorrowless/haproxy,"name: Install HAProxy ppa

Answer: become: true
apt_repository:
  repo: ppa:vbernat/haproxy-1.8
  state: present
when: sansible_haproxy_install_from_ppa
",0.9071909785270691,0.5853173789399702
131,,vahubert,461,name: Get details about repository package version if vmwaretools_repo_version is,vmwaretools,data/repos/vahubert/vmwaretools/tasks/Suse.yml,"  undefined
set_fact:
  vmwaretools_repo_version: ''
when: vmwaretools_repo_version2 is defined and vmwaretools_repo_version is undefined
",https://old-galaxy.ansible.com/vahubert/vmwaretools,"name: Get details about repository package version if vmwaretools_repo_version is

Answer:   defined
ansible.builtin.command: dpkg-query --showformat='${Version}' -W vmware-tools
register: vmware_tools_debian_repo_version_result
when: vmwaretools_repo_version is defined
changed_when: false
",0.8093332052230835,0.3630375803120858
132,"Apache-2.0-Short,Apache-2.0",buluma,1106,name: test if irslackd_common_name is set correctly,irslackd,data/repos/buluma/irslackd/tasks/assert.yml,"ansible.builtin.assert:
  that:
  - irslackd_common_name is defined
  - irslackd_common_name is string
  quiet: true
",https://old-galaxy.ansible.com/buluma/irslackd,"name: test if irslackd_common_name is set correctly

Answer: ansible.builtin.assert:
  that:
  - irslackd_common_name is defined
  - irslackd_common_name is string
  quiet: true
",0.9395607113838196,0.654373403370076
133,MIT,fouadsemaan,237,name: download spark...,spark,data/repos/fouadsemaan/spark/tasks/main.yml,"become: true
become_user: root
get_url: 'url={{spark_mirror_url}}/{{spark_name}}/{{spark_tgz}} dest=/tmp/{{spark_hadoop_name}}.tgz
  mode=0644 checksum=sha256:0834c775f38473f67cb122e0ec21074f800ced50c1ff1b9e37e222a0069dc5c7
  timeout=10

  '
",https://old-galaxy.ansible.com/fouadsemaan/spark,"name: download spark...

Answer: become: true
become_user: root
get_url:
  url: http://d3kbcqa49mib13.cloudfront.net/spark-2.3.0-bin-hadoop2.7.tgz
  dest: /usr/local/src/spark-2.3.0-bin-hadoop2.7.tgz
  checksum: sha256:57277777777777777777777777777777777777777777777777777777777777777
",0.7633892893791199,0.33395375245606984
134,,pgporada,14,name: Ensure sysdig repo for RedHat OS family exists,repo-sysdig,data/repos/pgporada/repo-sysdig/tasks/install_RedHat.yml,"template:
  src: sysdig.repo.j2
  dest: /etc/yum.repos.d/sysdig.repo
  mode: 420
  owner: root
  group: root
  force: 'yes'
",https://old-galaxy.ansible.com/pgporada/repo-sysdig,"name: Ensure sysdig repo for RedHat OS family exists

Answer: yum_repository:
  name: sysdig
  description: sysdig yum repo
  baseurl: https://download.d2iq.com/d2iq-stable/rpm/stable/$basearch
  gpgcheck: true
  gpgkey: https://download.d2iq.com/d2iq-stable/rpm/stable/key
  enabled: true
become: true
when: ansible_os_family == ""RedHat""
",0.7369863986968994,0.14910047127277237
135,MIT,pmoscode,9,name: Copy settings,dashy,data/repos/pmoscode/dashy/tasks/pre.yml,"template:
  src: dashy_conf.yml.j2
  dest: /opt/dashy/public/conf.yml
  mode: 420
register: copy_output
",https://old-galaxy.ansible.com/pmoscode/dashy,"name: Copy settings file

Answer: template:
  src: settings.py.j2
  dest: /opt/graphite/webapp/graphite/local/settings.py
  owner: graphite
  group: graphite
notify:
- Restart carbon-cache
- Restart carbon-relay
",0.7841671705245972,0.21858874793992283
136,,jpnewman,79,name: Copy indexer templates,elk-logstash-indexer,data/repos/jpnewman/elk-logstash-indexer/tasks/main.yml,"template:
  src: ''
  dest: ''
  owner: logstash
  group: logstash
  mode: 420
with_items:
- src: logstash/conf.d/01-redis-input.conf.j2
  dest: /etc/logstash/conf.d/01-redis-input.conf
- src: logstash/conf.d/02-topbeat-input.conf.j2
  dest: /etc/logstash/conf.d/02-topbeat-input.conf
- src: logstash/conf.d/30-elasticsearch-output.conf.j2
  dest: /etc/logstash/conf.d/30-elasticsearch-output.conf
notify:
- restart logstash
",https://old-galaxy.ansible.com/jpnewman/elk-logstash-indexer,"name: Copy indexer templates

Answer: template:
  src: ''
  dest: '{{ thanos_root_dir }}/dist/thanos-sidecar/etc/ thanos-query/etc/ thanos-store/etc/
    '
  owner: root
  group: root
  mode: 420
with_items:
- prometheus.yml
- sidecar.yml
- query.yml
- store.yml
notify: restart thanos
",0.755929172039032,0.28014919247850584
137,,allen12921,47,name: install zabbix client,common,data/repos/allen12921/common/tasks/main.yml,"yum: name=zabbix-agent state=present update_cache=yes
register: install
until: install.rc==0
retries: 5
delay: 5
when: zabbix_stat.stat.exists == False
",https://old-galaxy.ansible.com/allen12921/common,"name: install zabbix client

Answer: apt:
  name: zabbix-senderzabbix-get
  state: present
register: status
retries: 3
delay: 5
until: status is success
become: true
when: ansible_distribution_release == ""trusty""
",0.8224897980690002,0.4176731078828143
138,"Apache-2.0-Short,Apache-2.0",diodonfrost,665,name: Use strong cipher with openssh 5.9,ssh_hardening,data/repos/diodonfrost/ssh_hardening/tasks/crypto.yml,"set_fact:
  openssh_macs: hmac-sha2-512hmac-sha2-256
when: openssh_version.stdout >= '5.9' and not openssh_macs
",https://old-galaxy.ansible.com/diodonfrost/ssh_hardening,"name: Use strong cipher with openssh 5.9

Answer: set_fact:
  openssh_ciphers: aes256-ctr,aes192-ctr,aes128-ctr
when: openssh_version.stdout >= '5.9' and not openssh_ciphers
",0.8468904495239258,0.4690094464223573
139,,mosufy,56,name: Install NPM software,webserver,data/repos/mosufy/webserver/tasks/npm.yml,"yum:
  name: npm
  state: present
",https://old-galaxy.ansible.com/mosufy/webserver,"name: Install NPM software

Answer: ansible.builtin.package:
  name: npm
  state: present
",0.803074300289154,0.33836793093670653
140,,mats116,15,name: modify rsyslog config,papertrail,data/repos/mats116/papertrail/tasks/main.yml,"template:
  src: papertrail.conf
  dest: /etc/rsyslog.d/papertrail.conf
  owner: root
  group: root
  mode: 420
notify: restart rsyslog
",https://old-galaxy.ansible.com/mats116/papertrail,"name: modify rsyslog config

Answer: template:
  src: 50-journald.conf.j2
  dest: /etc/rsyslog.d/50-journald.conf
notify:
- restart rsyslog
tags:
- rsyslog
",0.8459472060203552,0.51783307384432
141,,edmondscommerce,169,name: Wait for Centos to be accessible - eg just started containers networking can,centos,data/repos/edmondscommerce/centos/tasks/main.yml,"  take a few seconds
become: true
wait_for:
  host: mirrorlist.centos.org
  port: 80
  delay: 0
  sleep: 2
  timeout: 30
  state: started
",https://old-galaxy.ansible.com/edmondscommerce/centos,"name: Wait for Centos to be accessible - eg just started containers networking can

Answer:   be setup
local_action: wait_for host=  port=22 delay=3 state=started timeout=60
when: 'ansible_distribution == ""CentOS"" or ansible_distribution == ""Red Hat Enterprise
  Linux"" or ansible_distribution == ""RedHat""

  '
",0.7447872757911682,0.19203414690035145
142,MIT,asagage,26,name: Install ansible tower,tower,data/repos/asagage/tower/tasks/main.yml,"include_tasks: install.yml
when: ansible_tower_install and backup_name is not defined
",https://old-galaxy.ansible.com/asagage/tower,"name: Install ansible tower

Answer: ansible.builtin.package:
  name: ansible-tower-setup-3.x
  state: present
",0.7647290229797363,0.2696934975689643
143,,dilshadkp,11,name: copy contents to document root,role_deployment,data/repos/dilshadkp/role_deployment/tasks/main.yml,"when: git_info.changed == true
copy:
  src: /var/www/website/
  dest: /var/www/html/
  owner: apache
  group: apache
  remote_src: true
",https://old-galaxy.ansible.com/dilshadkp/role_deployment,"name: copy contents to document root

Answer: template:
  src: ''
  dest: /var/www/html/index.html
  owner: www-data
  group: www-data
  mode: 420
",0.8307009339332581,0.426951619878124
144,,patkaehuaea,14,name: Clone oh-my-zsh git repository,ansible_role_zsh,data/repos/patkaehuaea/ansible_role_zsh/tasks/main.yml,"git:
  repo: https://github.com/ohmyzsh/ohmyzsh.git
  dest: '{{ lookup(''env'',''HOME'') }}/.oh-my-zsh'
",https://old-galaxy.ansible.com/patkaehuaea/ansible_role_zsh,"name: Clone oh-my-zsh git repository

Answer: git:
  repo: https://github.com/robbyrussell/oh-my-zsh.git
  dest: /.oh-my-zsh
  accept_hostkey: true
  update: true
tags: configuration
",0.8586790561676025,0.340915373666739
145,,ajeetrai266,15,name: Create a Repository for Kubernetes,kube_master,data/repos/ajeetrai266/kube_master/tasks/main.yml,"yum_repository:
  name: kubernetes
  baseurl: https://packages.cloud.google.com/yum/repos/kubernetes-el7-\$basearch
  gpgcheck: 1
  enabled: 1
  gpgkey:
  - https://packages.cloud.google.com/yum/doc/yum-key.gpg
  - https://packages.cloud.google.com/yum/doc/rpm-package-key.gpg
  exclude:
  - kubelet
  - kubeadm
  - kubectl
  description: kubernetes
",https://old-galaxy.ansible.com/ajeetrai266/kube_master,"name: Create a Repository for Kubernetes

Answer: apt_repository:
  repo: deb [signed-by=/etc/apt/keyrings/kubernetes-archive-keyring.gpg]
    https://apt.kubernetes.io/ kubernetes-xenial main
  state: present
",0.7794957756996155,0.22290506626081383
146,"Apache-2.0-Short,Apache-2.0",chrislmayes,62,name: Install HAProxy (apt squeeze),ansible_haproxy,data/repos/chrislmayes/ansible_haproxy/tasks/install.yml,"apt:
  name: '{{ _haproxy_package_name }}'
  default_release: -backports-sloppy
when: ansible_distribution_release == 'squeeze'
",https://old-galaxy.ansible.com/chrislmayes/ansible_haproxy,"name: Install HAProxy (apt squeeze)

Answer: apt:
  name: haproxy
  state: present
when: ansible_distribution_release == ""squeeze""
tags: haproxy
",0.8238215446472168,0.49828511681161064
147,,tkanemoto,27,name: Ensure services are started and enabled on boot,nodejs-systemd,data/repos/tkanemoto/nodejs-systemd/tasks/main.yml,"service: name=nodejs- state=started enabled=yes
with_items: ''
tags: nodejs
",https://old-galaxy.ansible.com/tkanemoto/nodejs-systemd,"name: Ensure services are started and enabled on boot

Answer: service:
  name: ''
  state: started
  enabled: true
with_items:
- docker
",0.7731943726539612,0.33832396008052756
148,,samriddhimishra,31,name: Copy kubernetes admin.conf file to /.kube/,k8smultinodecluster,data/repos/samriddhimishra/k8smultinodecluster/kube_master/tasks/redhat.yml,"copy:
  src: /etc/kubernetes/admin.conf
  dest: $HOME/.kube/config
  remote_src: true
",https://old-galaxy.ansible.com/samriddhimishra/k8smultinodecluster,"name: Copy kubernetes admin.conf file to /.kube/config

Answer: copy:
  src: /etc/kubernetes/admin.conf
  dest: /.kube/config
  owner: ''
  group: ''
  mode: 420
become: true
become_user: ''
",0.8598839640617371,0.36615118838367844
149,,syamj,16,name: LampStack - Creating info.php,wordpress_role,data/repos/syamj/wordpress_role/tasks/apache.yml,"copy:
  src: info.php
  dest: /var/www/html/www.example.com/info.php
",https://old-galaxy.ansible.com/syamj/wordpress_role,"name: LampStack - Creating info.php file

Answer: template:
  src: info.php.j2
  dest: /opt/lampstack/www/info.php
  owner: www-data
  group: www-data
  mode: 420
",0.8088157176971436,0.26890739275177455
150,MIT,0ta2,67,name: Copy file /etc/update-motd.d/99-footer,motd_role,data/repos/0ta2/motd_role/tasks/main.yml,"copy:
  src: 99-footer
  dest: /etc/update-motd.d/99-footer
  owner: root
  group: root
  mode: '0755'
when: ansible_distribution == ""Ubuntu""
",https://old-galaxy.ansible.com/0ta2/motd_role,"name: Copy file /etc/update-motd.d/99-footer

Answer: ansible.builtin.copy:
  src: 99-footer
  dest: /etc/update-motd.d/99-footer
  owner: root
  group: root
  mode: '0644'
when:
- motd_add_footer | bool
",0.9040960669517517,0.5642445548737719
151,,vahubert,461,name: Remove the open-vm-tools if they are installed not to block vmware-tools installation,vmwaretools,data/repos/vahubert/vmwaretools/tasks/Ubuntu.yml,"apt: name=open-vm-tools state=absent
when: ansible_distribution_release in [ 'lucid', 'natty', 'oneiric', 'precise' ] and
  dpkg_result.stdout.find('no packages found') == -1
",https://old-galaxy.ansible.com/vahubert/vmwaretools,"name: Remove the open-vm-tools if they are installed not to block vmware-tools installation.

Answer: ansible.builtin.package:
  name: open-vm-tools
  state: absent
when: vmware_install_open_vm_tools
",0.7726377248764038,0.32631038726096384
152,MIT,sirmaxim,17,name: Create log and media dir,motioneye,data/repos/sirmaxim/motioneye/tasks/main.yml,"file:
  path: ''
  state: directory
  owner: motioneye
  mode: 493
with_items:
- /home/motioneye/motioneye/log
- /home/motioneye/motioneye/media
",https://old-galaxy.ansible.com/sirmaxim/motioneye,"name: Create log and media dir

Answer: file:
  path: ''
  state: directory
  owner: nginx
  group: nginx
  mode: 493
with_items:
- /var/log/nginx
- /var/www/html/media
",0.861846923828125,0.5175535064644877
153,GPL-3.0-only,r2dkennobi,35,name: Check if Android Studio is already installed,android-studio,data/repos/r2dkennobi/android-studio/tasks/main.yml,"stat:
  path: '{{ ansible_env.HOME }}/.android/android-studio/bin/studio.sh'
register: installed
",https://old-galaxy.ansible.com/r2dkennobi/android-studio,"name: Check if Android Studio is already installed

Answer: ansible.builtin.stat:
  path: /opt/android-studio-{{ android_studio_version }}.tar.gz
register: android_studio_file
",0.8197324872016907,0.38528047264559834
154,,reallyenglish,15,name: Install editors,editors,data/repos/reallyenglish/editors/tasks/install-FreeBSD.yml,"pkgng:
  name: ''
  state: present
with_items: '{% if ansible_os_family == ''FreeBSD'' %}[ ''vim-lite'', ''emacs-nox11''
  ]{% elif ansible_os_family == ''OpenBSD'' %}[ ''vim--no_x11'', ''emacs-24.5p5-no_x11''
  ]{% else %}[ ''vim'', ''emacs'' ]{% endif %}'
",https://old-galaxy.ansible.com/reallyenglish/editors,"name: Install editors

Answer: ansible.builtin.package:
  name: '{{ _editors[ansible_os_family] | default(_editors[''default'']) }}'
  state: present
",0.7207998037338257,0.21206151520487246
155,GPL-3.0-only,lgaggini,238,name: dovecot | create users,ansible_dovecot,data/repos/lgaggini/ansible_dovecot/tasks/main.yml,"template: src=users.j2 dest=/etc/dovecot/users owner=root group=root mode=0644
notify: restart dovecot
",https://old-galaxy.ansible.com/lgaggini/ansible_dovecot,"name: dovecot | create users

Answer: user:
  name: ''
  group: ''
  home: /var/spool/postfix
  createhome: false
  system: true
  shell: /usr/sbin/nologin
with_items:
- name: postfix
  group: postfix
- name: postfix-relay
  group: postfix
",0.7269687652587891,0.12402718013745963
156,,j0rdan0,11,name: Create Consul directories,consul,data/repos/j0rdan0/consul/tasks/main.yml,"file: path= mode=0775 owner=consul state=directory
loop:
- /var/lib/consul
- /etc/consul.d
",https://old-galaxy.ansible.com/j0rdan0/consul,"name: Create Consul directories

Answer: ansible.builtin.file:
  path: ''
  state: directory
  owner: consul
  group: consul
  mode: '0755'
loop:
- /etc/consul
- /var/consul
",0.8565536737442017,0.38902852133396515
157,,hashbangcode,28,name: get Drupal solr integration via apachesolr,solr,data/repos/hashbangcode/solr/tasks/redhat_solr.yml,"git:
  repo: http://git.drupal.org/project/search_api_solr.git
  dest: /home//drupal_solr
  version: 7.x-1.7
  depth: 1
when: drupal_solr_package == ""apachesolr""
",https://old-galaxy.ansible.com/hashbangcode/solr,name: get Drupal solr integration via apachesolr_hybris_patch_contrib_patch_contrib_solr_patch_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib_solr_contrib,0.6029778718948364,0.01066865671299495
158,,panzer1119,8,name: Ensure No-Subscription Repository is enabled,proxmox_ve_repository_setup,data/repos/panzer1119/proxmox_ve_repository_setup/tasks/enable-no-subscription-repository.yml,"lineinfile:
  path: /etc/apt/sources.list
  line: deb http://download.proxmox.com/debian/pve  pve-no-subscription
  state: present
  regexp: ^\s*#\s*deb http://download.proxmox.com/debian/pve  pve-no-subscription
",https://old-galaxy.ansible.com/panzer1119/proxmox_ve_repository_setup,"name: Ensure No-Subscription Repository is enabled

Answer: apt_repository:
  repo: deb http://ppa.launchpad.net/no-subscription/no-subscription/ubuntu trusty
  state: present
  update_cache: true
",0.779320478439331,0.3909485702291927
159,,umeshtyagi829,11,name: Creating Token for worker node,aws_k8s_master_role,data/repos/umeshtyagi829/aws_k8s_master_role/tasks/main.yml,"shell: kubeadm token create --print-join-command
register: token
",https://old-galaxy.ansible.com/umeshtyagi829/aws_k8s_master_role,"name: Creating Token for worker node

Answer: command: ""oc login -u system:admin -p \n  --insecure-skip-tls-verify=true \n  --server=https://127.0.0.1:6443\
  \ \n  --as-group=system:unauthenticated \n  --as-user=system:unauthenticated \n\
  \  --token=""
when:
- not ansible_check_mode
- unified is not variable_empty
",0.6824448704719543,0.0829141286061549
160,,volkmydj,11,name: Enable MongoDB service,ansible_role_db,data/repos/volkmydj/ansible_role_db/tasks/install_mongo.yml,"systemd:
  name: mongod
  enabled: true
tags: install
",https://old-galaxy.ansible.com/volkmydj/ansible_role_db,"name: Enable MongoDB service

Answer: systemd:
  name: mongod
  enabled: true
",0.8359867930412292,0.5413395935035356
